IdAluno;Resultado;13>;14>;14>14>;14>14>14>;14>14>31>;14>31>;14>31>14>;14>31>14>31>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>31>31>30>;14>31>41>;14>31>48>;14>31>48>29>;14>32>;14>32>31>;14>38>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>42>;14>48>;14>49>;14>7>;14>8>;14>8>7>;16>;16>31>;16>31>14>;16>31>30>;16>31>31>;16>31>48>;17>;17>30>;17>30>30>;17>30>31>;17>31>;28>;28>30>;29>;29>14>;29>29>;29>30>;29>4>;29>48>;29>48>29>;30>;30>14>;30>14>31>;30>14>31>30>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>31>;30>30>31>;30>30>48>;30>31>;30>31>14>;30>31>30>;30>31>30>30>;30>31>30>31>;30>31>30>31>30>;30>32>;30>41>;30>48>;30>48>30>;31>;31>14>;31>14>31>;31>14>31>30>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>14>31>30>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>48>;31>31>;31>31>30>;31>31>31>;31>31>48>;31>32>;31>32>14>;31>32>31>;31>41>;31>41>41>;31>48>;31>48>29>;31>48>29>48>;31>48>30>;31>48>48>;32>;32>14>;32>14>31>;32>31>;32>31>30>;33>;34>;34>36>;34>36>37>;34>37>;36>;36>34>;36>34>37>;36>36>;36>37>;37>;37>34>;37>36>;37>38>;38>;38>14>;38>14>31>;38>33>;38>36>;39>;4>;41>;41>14>;41>31>;41>31>30>;41>41>;41>41>31>;41>41>41>;41>41>41>41>;42>;47>;47>48>;48>;48>13>;48>14>;48>14>31>;48>29>;48>29>14>;48>29>30>;48>29>48>;48>29>48>29>;48>30>;48>30>30>;48>31>;48>48>;48>48>29>;48>48>48>;48>49>;49>;49>14>;49>48>;49>49>;6>;6>6>;7>;7>14>;8>;8>7>
21635-4428;SUCESSO;0;13;2;0;1;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;14;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;4;0;1;1;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0
22450-4429;SUCESSO;0;21;1;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;1;1;0;1;0;0;0;0;2;1;0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;15;0;0;0;5;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;25;0;0;0;0;7;0;0;0;2;1;1;1;0;0;0;0;1;3;1;0;1;0;0;0;1;0;4;0;0;1;2;0;0;0;0;0;1;1;0;0;0;6;1;0;0;0;1;0;0;0;2;0;0;0;0;0;1;12;0;2;1;2;0;1;0;0;1;1;22;0;0;0;0;0;0;0;0;3;2;0;7;0;4;1;1;0;1;1;0;0;1;0;0;0
22566-4428;SUCESSO;0;19;2;0;1;6;1;0;3;1;0;0;1;0;0;0;0;0;4;2;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;11;1;0;0;0;4;2;0;0;0;0;0;0;2;1;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;4;0;0;2;0;2;2;2;1;0;2;0;0;0;1;2;1;0;0;4;1;1;2;0;1;0;8;0;0;0;0;0;0;0;0;1;1;3;0;0;0;1;0;0;0;0;0;0;0;2;1;2;1;1;0;1;1;0;0;0;0;0;0
22779-4224;insucesso;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0
23060-4428;SUCESSO;0;21;0;0;0;5;0;0;2;2;0;0;0;0;0;0;3;0;0;0;0;4;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;12;5;1;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;2;0;0;1;0;3;0;9;0;1;0;1;0;0;0;1;0;0;4;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0
23467-4429;SUCESSO;5;31;1;0;0;17;1;0;5;3;0;0;1;0;0;0;1;0;0;0;3;5;0;4;2;0;4;0;0;0;0;2;2;0;2;0;0;5;4;0;2;1;0;0;0;0;0;0;0;0;0;15;6;3;3;3;0;2;1;1;1;0;1;1;0;4;1;3;0;0;0;0;0;1;0;25;3;1;1;1;10;4;2;2;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;1;2;0;0;0;0;1;0;0;0;6;1;1;1;0;0;0;10;0;1;0;5;1;3;1;0;0;0;7;5;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;7;1;1;0;0;0
24295-4224;insucesso;0;16;1;0;1;6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;2;0;2;0;0;0;0;0;1;0;3;3;0;1;2;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;9;0;0;0;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;18;1;1;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;6;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;1;0;0;1;1;0;0;0;0;1;0;1;0;3;1;1;2;0;0;0;7;0;2;0;3;0;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
24701-4429;SUCESSO;1;83;0;0;0;52;0;0;18;0;11;2;2;15;6;2;9;6;0;0;5;6;0;2;0;0;0;1;0;0;0;3;3;0;0;0;1;13;10;0;1;3;1;1;12;1;0;8;0;2;2;71;4;2;0;42;3;17;10;5;3;2;0;3;3;7;1;3;3;0;0;0;2;3;1;89;1;0;0;0;45;0;0;0;25;7;3;2;3;1;0;0;0;22;12;6;3;0;0;0;7;2;13;10;2;3;0;1;0;0;1;0;1;1;0;0;1;3;1;1;0;0;2;0;0;1;9;0;0;1;0;1;0;24;0;4;1;5;0;0;0;2;0;0;15;0;0;0;11;1;8;2;2;4;3;0;1;0;0;1;2;1;1;1;16;2;2;0;1;0
27512-4224;SUCESSO;0;27;0;0;0;16;0;0;11;3;3;2;2;3;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;3;3;0;2;0;0;4;3;0;0;1;1;1;0;0;0;0;0;0;0;19;6;4;4;5;1;4;2;0;0;0;1;1;0;4;0;2;0;0;0;2;0;2;0;24;3;2;1;0;16;4;2;2;3;2;1;0;2;1;0;0;1;4;1;2;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;3;3;1;0;2;17;2;2;0;1;3;1;0;1;8;2;0;2;2;0;0;5;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27547-4428;SUCESSO;0;32;0;0;0;10;2;1;4;0;2;2;0;1;0;0;0;0;1;1;4;6;0;3;1;0;0;0;0;0;0;3;3;0;2;0;0;3;2;0;2;1;1;1;0;0;0;0;0;0;0;24;2;1;1;9;0;8;3;2;2;1;0;0;0;4;0;4;1;1;1;0;2;0;0;25;3;2;1;0;11;2;1;1;4;3;0;0;2;2;1;0;0;3;1;0;0;1;0;1;1;1;0;0;0;0;0;2;0;0;2;1;1;1;1;1;0;3;0;0;0;1;1;0;0;0;6;1;0;1;1;2;0;16;0;5;0;7;3;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27766-4429;SUCESSO;0;18;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;5;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;14;0;1;0;1;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;1;2;0;0;0
27770-4224;insucesso;0;6;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;0;0;0
27829-4224;SUCESSO;0;21;0;0;0;7;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;7;0;1;1;0;0;0;0;0;0;3;3;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;17;3;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;1;1;1;1;0;2;0;0;0;1;1;0;0;1;5;0;0;0;1;0;0;22;0;1;0;4;1;1;1;0;0;0;4;0;2;2;1;0;0;1;1;1;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0
27847-4428;SUCESSO;1;34;5;0;1;13;2;1;2;0;0;0;1;0;0;0;2;0;0;0;2;5;1;0;0;0;2;0;0;0;0;3;3;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;5;1;0;0;3;0;2;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;19;3;2;1;0;3;0;0;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;5;0;0;0;1;0;0;0;0;0;3;3;2;2;1;6;3;1;0;2;4;0;0;2;6;2;1;3;0;0;0;8;0;1;0;2;0;2;1;0;1;0;8;0;3;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
27908-4428;SUCESSO;0;36;3;0;1;19;3;1;14;4;9;6;2;0;0;0;1;0;0;0;1;5;0;1;0;0;1;0;0;0;0;4;3;0;2;0;1;3;2;0;1;1;2;2;0;0;0;0;0;0;0;89;8;5;3;34;3;19;15;6;5;4;2;2;0;13;4;7;2;4;4;1;0;0;0;32;7;3;2;1;26;6;4;2;13;9;6;2;8;5;3;0;0;1;1;0;0;1;1;0;0;0;2;0;0;2;0;2;1;1;1;0;2;2;0;0;2;2;2;2;0;0;2;0;0;1;4;2;1;1;0;0;0;19;0;0;0;3;0;0;0;0;1;1;4;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27953-4428;SUCESSO;0;12;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;10;1;1;1;0;2;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;5;2;0;0;2;2;0;0;0;3;0;0;2;0;0;0;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27973-4428;SUCESSO;0;19;0;0;0;6;1;1;3;1;1;1;1;1;0;0;0;0;0;0;1;5;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;14;3;0;0;4;0;2;2;1;0;0;0;0;0;3;1;1;1;0;0;0;0;0;0;20;2;1;1;0;7;2;0;0;2;2;2;1;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;4;0;0;0;0;1;0;0;0;4;1;1;1;0;1;0;12;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28056-4429;SUCESSO;1;19;0;0;0;8;0;0;3;0;1;1;0;1;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;4;1;1;1;2;1;2;1;0;0;0;0;0;1;1;0;1;1;0;0;0;1;1;0;16;1;0;0;1;4;0;0;0;2;2;1;0;1;1;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;3;2;2;0;0;2;0;0;1;5;0;0;1;1;0;0;15;0;1;1;1;0;1;1;0;0;0;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
28236-4429;insucesso;0;46;3;0;3;37;8;6;28;12;3;1;4;4;0;0;2;0;0;0;0;1;0;1;0;1;0;0;0;0;0;2;2;0;1;0;1;6;6;0;0;0;4;4;0;0;0;0;0;0;0;41;17;10;7;5;3;1;1;1;1;0;0;0;0;6;0;4;0;2;2;0;0;0;0;42;9;7;5;0;34;14;0;0;4;1;1;1;5;3;1;1;0;4;2;0;0;2;1;0;0;0;6;0;0;2;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;6;0;2;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28381-4428;SUCESSO;0;13;0;0;0;4;0;0;3;0;3;3;0;0;0;0;1;0;0;0;1;7;1;4;2;0;0;0;0;0;0;2;2;1;1;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;9;2;1;0;5;0;4;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;13;1;1;1;0;7;1;0;0;4;3;1;1;0;0;0;0;0;2;1;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;3;3;2;2;1;3;1;1;0;2;3;0;0;1;4;0;0;3;0;1;0;8;0;2;1;4;1;2;0;0;0;0;5;0;0;0;0;0;0;0;0;1;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0
28391-4428;SUCESSO;0;9;1;0;1;5;0;0;1;0;0;0;0;0;0;0;2;1;0;0;2;1;0;0;0;0;0;0;0;0;0;2;2;1;1;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;2;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;3;3;0;0;3;4;3;3;0;0;3;0;0;2;6;1;0;2;0;0;0;4;0;0;0;1;0;0;0;0;0;0;2;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28589-4428;SUCESSO;0;19;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0;1;0;0;1;3;1;0;1;0;0;0;4;0;1;0;2;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28651-4428;SUCESSO;0;32;0;0;0;19;0;0;3;0;0;0;1;3;0;2;0;0;0;0;3;3;2;0;0;0;0;0;0;0;0;3;3;1;2;0;0;5;3;0;1;2;0;0;0;0;0;0;0;0;0;15;3;1;1;8;1;3;1;0;0;0;0;1;0;4;0;3;3;0;0;0;0;0;0;29;3;2;0;1;9;0;0;0;6;1;0;0;2;1;0;0;0;5;0;3;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2;2;1;1;1;4;2;1;0;1;2;0;0;1;9;2;2;0;0;0;0;8;0;5;1;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29192-4224;SUCESSO;0;26;0;0;0;12;0;0;1;0;0;0;1;2;1;1;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;2;2;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;6;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;19;1;0;0;0;5;1;1;0;1;1;0;0;1;0;0;0;0;4;1;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;3;3;1;1;0;3;0;0;0;3;3;2;0;1;7;1;1;3;0;1;0;9;0;1;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29688-4224;insucesso;0;21;0;0;0;9;1;1;4;0;1;1;0;1;0;0;0;0;0;0;1;3;1;2;0;0;0;0;0;0;0;3;3;2;0;1;0;2;0;0;0;2;1;0;0;0;0;0;0;0;0;9;0;0;0;4;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;4;3;2;0;7;0;0;0;2;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;4;0;0;1;1;1;1;0;0;3;0;0;1;0;0;0;13;0;1;0;4;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30588-4224;SUCESSO;0;39;3;0;1;14;1;0;0;0;0;0;0;2;0;0;5;3;1;1;2;6;0;0;0;0;1;3;0;4;0;3;3;0;1;0;2;1;0;0;0;1;0;0;19;7;0;2;0;7;7;3;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;34;7;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;2;0;1;0;0;14;13;4;0;2;3;1;0;2;0;2;2;0;0;1;3;1;1;0;1;4;1;0;1;5;0;0;2;0;0;1;16;0;3;0;1;0;1;1;0;4;3;26;0;6;2;19;7;1;7;7;0;0;0;5;4;1;0;7;1;6;2;12;2;2;0;5;0
30594-4428;SUCESSO;0;23;1;0;1;6;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;8;0;3;1;0;0;1;0;0;0;2;2;0;1;0;0;4;2;0;0;2;0;0;0;0;0;0;0;0;0;8;1;1;0;2;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;16;1;0;0;0;6;1;1;0;2;1;1;0;1;0;0;0;0;2;0;0;0;1;0;1;0;0;1;0;0;1;0;3;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;16;0;0;0;3;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0
30609-4429;insucesso;0;19;1;1;0;4;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;5;1;0;0;0;0;0;1;0;0;2;2;0;0;2;0;2;1;1;0;1;0;0;1;0;0;0;0;0;0;6;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;2;2;1;1;1;3;1;1;0;1;2;0;0;0;4;1;1;1;0;0;0;14;0;2;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0
30618-4428;SUCESSO;1;93;3;0;3;71;1;1;29;0;7;3;7;15;6;1;6;0;1;0;1;8;2;3;0;0;1;1;0;0;0;6;6;0;1;0;2;15;9;0;2;6;3;1;0;0;0;0;0;0;0;90;2;1;0;23;1;10;4;2;0;0;2;8;1;23;0;7;1;3;0;4;2;10;5;178;5;1;0;1;62;0;0;0;14;5;2;2;14;3;1;0;5;49;13;12;4;5;4;1;4;1;15;0;0;8;3;10;7;3;4;0;2;2;1;1;1;4;1;1;0;1;3;0;0;1;8;0;0;2;0;0;0;19;0;5;3;7;1;1;0;1;1;1;30;1;1;0;0;0;0;0;0;14;4;0;6;0;1;1;2;0;1;2;0;0;0;0;0;0
30662-4224;SUCESSO;0;35;2;0;1;8;0;0;3;1;1;0;0;1;0;0;0;0;0;0;0;7;1;0;0;0;0;1;0;0;0;3;3;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;10;3;1;1;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;3;1;0;0;4;1;0;0;2;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;17;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;1;7;2;2;0;0;0
30688-4429;insucesso;0;20;4;0;0;2;0;0;2;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;2;0;4;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;1;1;0;2;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;3;3;0;0;2;3;3;2;2;1;3;0;1;0;3;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;3;0;4;3
30696-4224;SUCESSO;1;37;3;0;0;13;0;0;6;0;2;1;0;0;0;0;1;0;0;0;0;3;0;1;1;0;1;0;0;0;0;3;3;0;1;0;1;4;3;0;1;1;0;0;1;0;0;0;0;0;0;16;1;1;1;4;0;1;0;0;0;0;1;1;1;2;0;1;1;0;0;0;0;1;0;29;0;0;0;0;8;0;0;0;2;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;3;3;1;1;2;4;3;2;0;1;3;0;0;0;5;1;0;1;0;0;1;9;0;1;0;2;1;1;0;0;0;0;4;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30698-4429;insucesso;0;20;0;0;0;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;2;0;0;0;0;2;0;0;1;1;0;0;0;1;2;0;0;0;2;1;1;0;0;0;0;0;0;0;9;0;0;0;3;0;1;0;0;0;0;0;0;0;4;0;2;0;1;0;0;0;1;0;18;2;1;0;1;5;0;0;0;0;0;0;0;4;2;1;0;1;2;1;1;0;8;3;1;0;0;1;0;0;1;0;8;4;2;1;1;3;3;1;1;1;4;2;1;1;2;3;1;0;0;5;1;1;3;0;0;0;9;0;1;1;2;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;1;3;2;0;0
30705-4429;SUCESSO;0;30;0;0;0;7;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;4;0;2;0;0;0;1;0;1;0;3;3;0;0;0;1;1;0;0;0;1;0;0;5;0;0;2;0;1;1;11;0;0;0;4;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;23;1;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;0;0;0;3;1;4;3;0;1;0;0;0;0;0;0;3;3;0;0;3;3;3;3;0;0;3;0;0;2;6;1;0;3;0;4;0;16;0;3;0;7;3;2;1;2;0;0;7;0;0;0;5;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
30753-4429;insucesso;0;22;0;0;0;5;1;1;2;0;0;0;0;0;0;0;0;0;0;0;3;5;0;1;0;0;1;0;1;0;0;2;2;0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;13;2;0;0;6;1;4;1;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;15;3;2;1;1;8;0;0;0;5;3;1;1;0;0;0;0;0;2;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;2;2;1;0;1;2;1;1;0;0;2;1;0;1;6;0;0;2;0;0;0;11;0;3;2;7;3;2;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0
30769-4429;SUCESSO;1;61;1;0;0;29;1;0;11;0;2;0;0;2;2;0;5;2;0;0;4;7;0;0;0;0;1;0;0;3;0;3;3;0;2;0;1;1;0;0;0;1;0;0;7;3;0;1;0;1;1;33;5;2;2;11;1;3;2;0;0;0;0;0;3;1;0;1;0;0;0;0;0;4;1;45;3;0;0;0;20;2;1;1;6;1;0;0;0;0;0;0;1;4;3;1;0;0;0;0;1;0;5;3;0;2;1;0;0;0;0;0;3;3;1;1;1;4;2;1;0;1;3;0;0;2;8;2;2;2;0;0;1;18;0;0;0;2;0;1;0;0;0;0;14;0;3;2;7;3;1;1;1;3;3;0;5;3;3;1;2;0;2;2;11;3;6;0;6;5
