IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>2>;14>2>14>;14>2>2>;14>2>31>;14>2>41>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>31>;14>32>;14>32>31>;14>32>31>30>;14>38>;14>38>33>;14>38>36>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>49>;14>49>49>;14>7>;14>7>5>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>30>30>;2>;2>1>;2>1>46>;2>14>;2>14>2>;2>14>41>;2>2>;2>2>31>;2>3>;2>31>;2>31>30>;2>38>;2>41>;2>41>41>;2>46>;2>46>1>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>31>;30>30>41>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>2>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>41>;31>48>;32>;32>31>;32>31>30>;33>;34>;34>36>;34>38>;36>;36>14>;36>34>;36>34>38>;36>36>;36>36>34>;36>36>36>;36>36>36>36>;36>36>36>36>36>;36>36>36>36>36>36>;36>36>36>36>36>36>36>;36>38>;38>;38>14>;38>33>;38>36>;38>41>;39>;39>38>;41>;41>14>;41>2>;41>31>;41>31>30>;41>38>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;49>49>48>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>5>;7>5>5>;7>6>;8>
27601-7118;SUCESSO;2;1;1;1;0;105;9;6;2;0;2;0;0;0;16;1;10;0;5;2;1;0;0;0;0;4;0;1;21;0;1;5;2;6;0;5;0;2;2;0;4;4;4;0;16;1;1;5;0;0;0;0;0;3;2;0;2;0;1;1;1;0;0;0;20;8;1;1;0;0;2;7;3;2;1;1;1;1;1;0;0;1;1;0;3;32;2;1;15;1;6;2;1;1;1;1;1;0;2;1;1;6;0;0;0;0;2;2;0;1;7;0;2;1;5;0;3;1;1;1;1;1;9;0;2;2;2;0;0;44;3;4;4;1;1;11;0;0;4;2;0;2;1;1;1;11;4;1;1;0;10;7;1;1;3;2;21;3;1;8;3;2;0;
27658-4604;insucesso;2;1;1;1;0;7;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;0;0;2;0;2;2;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;1;1;0;1;1;0;1;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
27708-4605;SUCESSO;2;1;1;1;0;33;2;4;0;0;0;0;0;0;10;1;5;0;0;0;0;1;0;0;0;2;0;0;8;1;0;3;2;0;0;1;0;1;1;1;2;1;0;0;11;2;1;2;0;0;4;0;0;2;2;0;2;0;1;1;0;0;0;0;20;2;1;0;0;0;0;5;0;3;0;2;2;1;1;0;0;1;0;1;6;21;1;0;13;1;2;1;1;1;0;1;0;0;2;4;1;4;0;0;0;0;3;3;0;3;7;1;3;3;5;0;4;3;3;3;2;0;10;0;3;0;2;0;0;27;0;4;4;2;2;10;0;3;5;3;0;3;1;1;1;7;0;0;2;4;0;0;0;0;0;0;0;0;0;1;0;0;0;
27794-4604;insucesso;1;1;1;1;0;19;1;2;0;0;1;0;6;3;1;1;0;0;0;0;0;0;0;0;0;3;0;0;5;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;14;1;1;3;1;0;1;1;3;3;2;1;1;0;1;0;1;10;3;5;12;0;0;0;0;0;1;8;0;3;0;1;0;0;0;0;1;2;1;2;2;14;2;0;10;0;6;2;0;0;0;2;1;1;0;0;0;2;0;0;0;0;2;1;0;1;4;0;1;0;2;0;1;1;1;1;0;0;10;4;1;1;2;2;0;23;0;2;0;0;3;9;0;0;6;2;0;1;0;0;1;5;0;1;1;4;0;0;0;0;2;1;0;0;0;2;2;1;0;
27794-6398;SUCESSO;1;1;0;0;0;69;3;3;0;1;1;0;28;6;18;0;11;0;2;1;0;0;0;0;0;1;0;0;5;0;0;4;4;0;0;0;0;1;0;0;0;0;0;0;26;0;0;4;0;0;2;0;0;4;3;0;6;0;1;1;0;33;0;10;30;0;0;0;0;0;3;13;0;6;0;2;0;0;0;0;0;3;2;0;12;38;0;2;23;0;9;4;2;0;0;2;2;0;5;0;0;3;1;0;0;0;1;1;0;1;12;0;1;1;7;0;4;4;4;2;2;0;10;1;1;0;3;10;3;21;1;1;1;0;1;10;0;0;7;4;0;1;1;1;0;15;0;0;7;2;1;1;1;1;1;1;0;0;0;1;1;1;0;
27804-4605;SUCESSO;1;0;1;1;0;10;0;1;0;1;0;0;5;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;6;0;0;2;0;1;2;0;0;1;1;0;0;0;0;0;0;8;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;1;1;1;0;1;3;0;1;1;1;0;0;0;0;0;0;0;4;1;1;0;0;5;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;
27881-4604;insucesso;1;0;1;1;0;13;4;2;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
27888-4130;SUCESSO;7;4;3;3;0;65;12;5;0;2;0;0;3;0;16;0;11;0;5;3;2;2;0;0;0;6;0;1;13;0;0;7;3;2;2;2;0;7;6;2;1;1;0;0;23;1;1;0;0;0;4;0;0;2;1;0;2;0;0;0;0;8;0;3;27;0;0;0;0;0;1;16;0;8;0;3;1;1;1;1;2;3;1;2;0;37;1;1;22;0;14;7;2;0;0;2;0;0;0;6;5;1;0;1;0;0;3;2;1;1;16;0;1;1;6;0;3;2;2;1;1;0;17;1;2;1;4;1;1;35;2;0;2;0;1;21;0;0;9;1;0;5;1;1;3;0;0;0;0;0;2;0;2;0;1;0;14;6;1;4;1;0;0;
27916-5714;insucesso;1;0;1;1;0;10;1;2;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;6;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;1;1;3;0;2;0;0;0;0;0;0;1;0;0;0;0;3;0;3;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;2;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
27916-7118;insucesso;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
27934-7098;SUCESSO;1;0;1;1;0;51;2;7;2;0;2;0;0;0;14;0;6;0;1;0;0;2;1;0;0;3;0;0;13;0;0;5;2;0;0;0;0;1;1;0;6;6;1;0;10;1;1;4;0;0;1;0;0;2;1;0;1;0;0;0;0;0;0;0;27;6;2;1;3;3;0;5;0;4;0;1;1;0;0;0;0;4;3;0;2;29;2;0;16;1;4;3;0;0;0;1;1;0;1;2;2;1;0;4;4;3;2;1;1;0;2;0;1;0;2;0;2;1;0;0;0;1;5;0;1;0;2;0;0;27;1;0;3;1;0;8;0;1;4;0;0;1;0;0;1;5;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;
27941-4130;SUCESSO;0;0;0;0;0;91;10;12;7;0;1;0;5;0;39;6;25;1;0;0;0;3;8;0;0;5;0;1;22;3;2;0;0;3;2;0;0;6;6;3;35;34;12;8;20;0;0;14;0;1;1;0;0;1;0;0;2;0;0;0;0;5;0;1;87;28;3;9;4;4;0;11;3;0;0;0;0;0;0;1;0;21;18;0;0;67;7;0;51;14;1;0;0;0;0;16;15;0;0;7;6;0;0;11;9;8;2;1;1;1;4;2;1;1;2;0;1;0;0;0;0;1;7;4;1;2;0;0;0;38;3;5;3;2;0;6;0;0;2;1;0;4;0;0;0;2;1;0;0;1;3;2;2;1;0;0;0;0;0;1;0;0;0;
27970-4130;insucesso;1;1;1;1;0;29;0;2;0;0;0;0;0;0;5;0;3;0;2;2;0;0;0;0;0;1;0;0;10;0;0;3;1;1;0;1;0;1;1;1;0;0;0;0;11;1;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;6;2;0;1;0;0;0;3;1;3;0;2;1;1;0;0;0;0;0;0;0;9;0;0;6;1;3;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;10;0;1;0;5;1;2;2;1;1;0;1;5;1;1;2;0;0;0;27;0;1;0;0;0;7;0;0;2;0;0;1;0;0;1;1;1;0;0;0;2;1;0;0;0;0;1;0;0;1;0;0;1;
27980-4604;insucesso;0;0;0;0;0;16;1;2;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;2;1;0;0;1;0;1;1;0;0;0;0;0;5;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;1;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;9;2;0;3;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;22;0;1;1;0;0;11;0;0;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;1;0;0;0;
27997-5714;insucesso;1;1;0;0;0;17;1;2;0;0;2;0;7;3;2;0;2;0;1;0;0;0;1;0;0;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;2;0;1;2;0;2;2;0;0;1;1;0;0;0;12;4;5;5;3;0;1;0;0;0;3;2;2;0;1;0;0;0;1;0;1;1;1;0;6;0;1;5;1;3;2;1;0;0;0;0;1;0;1;1;0;0;1;0;0;2;1;0;0;13;0;0;0;6;0;4;2;2;1;0;1;9;1;2;1;2;7;0;8;0;0;1;1;1;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
28022-4605;insucesso;2;2;1;1;1;52;1;10;1;3;1;0;0;0;10;2;7;0;1;0;0;0;0;0;0;8;0;0;3;0;0;2;1;1;0;2;0;1;1;1;2;1;0;0;16;1;1;2;0;0;5;0;0;1;1;0;1;0;1;1;2;0;0;0;23;1;0;0;0;0;1;5;1;2;0;1;1;1;0;0;1;2;0;1;2;20;2;0;12;0;1;0;0;0;0;2;0;0;1;0;0;0;1;1;0;0;1;1;0;0;6;0;1;0;1;0;1;1;1;1;0;0;10;0;1;1;0;0;0;15;0;0;0;0;0;6;0;0;2;0;0;4;2;2;1;9;3;1;1;1;1;1;1;0;1;1;7;2;2;3;1;1;2;1
28022-6388;SUCESSO;1;0;1;1;0;24;0;8;0;5;2;0;0;0;5;0;3;0;1;1;1;0;0;0;0;3;0;0;3;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;13;0;0;1;0;0;7;0;0;3;1;0;2;0;0;0;0;0;0;0;5;0;0;0;0;0;1;3;0;2;0;1;1;1;1;0;0;0;0;0;2;14;1;0;5;0;2;1;1;1;1;0;0;0;1;0;0;0;0;3;3;0;2;2;0;1;28;0;2;1;13;0;8;5;2;1;1;1;11;3;1;1;0;0;0;6;0;3;0;0;0;3;0;0;1;1;0;1;0;0;1;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;
28026-7118;SUCESSO;0;0;0;0;0;93;2;5;0;0;2;0;0;0;13;0;11;0;6;4;2;0;0;0;0;4;0;1;25;0;0;10;4;0;0;1;0;1;1;0;3;3;0;2;15;0;0;0;0;0;2;0;0;7;4;0;1;0;0;0;0;1;0;1;31;1;0;0;2;2;3;18;1;9;0;4;3;1;0;0;0;1;1;4;0;35;0;0;20;0;9;6;3;2;0;1;1;0;0;0;0;5;1;1;1;0;4;2;1;1;5;0;2;1;2;0;1;0;0;0;0;2;12;1;4;2;0;0;0;66;2;3;2;0;2;22;0;2;9;5;0;0;0;0;0;4;0;0;0;0;1;1;0;0;0;0;15;1;0;4;0;0;3;
28034-4604;SUCESSO;3;0;3;3;0;31;1;8;1;0;0;0;1;1;4;0;2;0;2;0;0;1;0;0;0;0;0;0;5;0;0;2;1;0;0;4;0;1;1;1;1;1;0;1;14;1;0;3;0;1;2;0;0;1;1;0;3;0;1;0;0;1;0;1;7;1;0;0;0;0;1;7;1;3;0;1;1;0;0;0;0;0;0;0;2;10;0;0;5;0;5;2;1;1;0;0;0;0;0;1;0;2;0;1;1;1;2;1;1;0;9;0;0;0;3;0;2;2;1;0;0;1;4;1;2;0;0;2;1;20;1;1;0;0;0;6;0;0;2;1;0;3;0;0;3;2;0;0;0;0;0;0;0;0;3;3;0;0;0;6;3;3;0;
28039-4605;insucesso;0;0;0;0;0;6;0;1;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;
28126-4605;insucesso;1;1;0;0;0;18;0;4;0;1;0;0;0;0;3;1;1;0;1;1;0;0;0;0;0;0;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;2;0;0;0;1;0;1;0;0;0;0;1;5;2;1;0;0;0;0;7;0;0;0;0;0;2;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
28149-6388;insucesso;0;0;0;0;0;33;1;3;0;1;0;1;0;0;6;0;4;0;1;0;0;0;0;0;0;3;0;0;17;1;0;4;0;0;0;1;0;1;1;0;4;3;2;0;5;0;0;4;1;2;1;0;0;0;0;0;2;1;0;0;0;0;0;0;7;3;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;10;1;0;5;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;3;3;0;3;18;0;3;0;12;3;8;5;2;0;0;0;7;3;3;1;1;1;0;33;2;1;1;0;1;7;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;10;9;6;2;0;0;1;
28169-4605;SUCESSO;4;3;1;1;0;75;13;6;3;1;1;0;0;0;31;13;16;0;1;0;0;2;0;0;0;3;0;0;16;0;2;1;0;0;0;0;0;2;2;1;5;5;4;1;16;2;1;6;0;1;3;0;0;4;3;0;0;0;3;3;0;0;0;0;32;6;0;0;1;1;1;6;1;0;0;0;0;0;0;0;3;11;8;8;0;49;18;0;29;1;5;0;0;0;0;10;7;0;0;2;0;4;2;0;0;0;2;2;1;1;11;1;1;1;3;0;0;0;0;0;0;1;9;2;2;0;1;0;0;46;2;1;2;1;2;7;0;0;2;0;0;5;3;2;2;4;2;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;
28170-7118;SUCESSO;2;2;1;1;0;28;1;7;1;3;1;0;0;0;2;0;1;1;0;0;0;0;0;0;0;3;0;0;10;4;0;2;1;0;0;3;0;1;1;0;0;0;0;0;14;1;1;3;0;0;4;0;0;3;3;0;2;0;1;0;1;3;0;3;11;1;0;0;0;0;0;6;0;2;0;1;1;0;0;1;1;2;0;3;0;15;0;1;10;1;6;2;1;1;0;1;0;0;0;1;1;2;1;0;0;0;2;1;0;1;21;1;1;1;8;0;4;2;1;0;0;0;10;1;2;2;2;0;0;20;0;7;4;2;2;7;0;1;3;1;0;2;1;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;
28178-6398;SUCESSO;1;0;1;1;0;39;2;3;1;0;1;0;15;3;5;0;2;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;12;1;1;2;0;0;3;0;0;1;1;0;1;0;0;0;0;17;0;3;7;2;1;0;0;0;1;4;1;2;1;1;0;0;0;1;0;1;1;0;0;14;0;0;7;1;4;2;1;0;0;1;1;0;0;0;0;1;0;0;0;0;3;2;1;1;3;0;2;1;1;0;1;1;1;1;1;1;5;2;2;2;0;3;3;11;0;0;2;0;1;1;0;0;1;1;0;1;0;0;1;4;0;0;0;0;3;3;2;2;0;0;0;0;0;0;0;0;0;
28212-4605;insucesso;4;4;0;0;0;47;3;12;0;4;1;3;0;0;7;0;2;0;0;0;0;0;0;0;0;6;1;0;18;2;0;5;3;1;0;1;0;1;1;0;0;0;0;0;21;1;0;5;2;1;6;0;1;2;1;2;5;2;3;2;0;2;1;1;16;0;0;0;0;0;0;9;0;6;0;3;2;1;0;0;0;1;0;1;0;17;1;0;8;0;4;2;0;0;0;1;0;1;0;3;2;4;1;1;0;0;4;4;2;1;24;0;3;0;12;2;9;6;5;3;0;4;18;6;3;5;5;1;0;41;4;5;2;0;5;16;1;0;9;4;2;4;3;3;1;3;0;0;1;0;3;1;3;0;0;0;0;0;0;4;0;0;0;
28231-6388;SUCESSO;1;1;0;0;0;40;3;3;0;3;0;0;0;0;16;0;10;0;4;3;0;0;0;0;0;5;0;1;6;0;0;3;3;4;3;0;0;1;1;0;7;4;0;0;7;0;0;1;0;0;4;0;0;0;0;0;1;0;1;1;1;0;0;0;13;4;0;1;3;3;0;5;4;4;3;1;0;0;0;0;0;2;1;0;3;24;2;1;11;0;5;4;1;0;0;0;0;0;2;1;0;0;1;1;1;1;2;2;1;1;9;1;2;1;7;0;5;2;1;1;1;1;7;1;2;1;0;0;0;8;1;0;2;1;0;4;0;1;4;1;0;1;1;1;0;7;1;1;0;0;4;2;3;1;0;0;0;0;0;0;0;0;0;
28283-6389;insucesso;0;0;0;0;0;6;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;
28313-4604;SUCESSO;1;0;0;0;0;36;1;9;1;1;2;0;9;2;6;0;4;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;3;3;2;0;16;0;0;2;0;1;3;0;0;3;3;0;2;0;1;1;0;12;0;5;17;4;0;0;1;1;0;9;1;5;0;3;3;2;1;0;0;0;0;1;0;12;0;1;9;1;5;3;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;2;0;2;2;2;2;1;1;2;0;1;0;0;1;0;5;0;2;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
28338-6388;insucesso;0;0;0;0;0;35;11;4;1;2;0;0;0;0;16;0;9;0;3;2;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;3;0;1;1;0;3;2;0;0;6;0;0;1;0;0;2;1;0;1;1;0;1;0;0;0;0;0;0;0;15;1;0;0;0;0;1;4;0;3;0;3;2;1;0;0;0;1;1;0;4;21;3;0;11;1;4;3;3;2;0;1;1;0;3;1;0;0;1;1;0;0;3;2;0;1;10;0;1;0;9;1;5;4;3;1;0;1;5;0;1;1;0;0;0;6;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;1;3;0;0;0;0;0;0;1;0;0;4;0;0;0;
28338-7118;SUCESSO;0;0;0;0;0;22;2;0;0;0;0;0;0;0;7;0;5;0;3;3;2;0;1;0;0;1;0;0;4;0;1;0;0;0;0;2;0;1;1;1;4;4;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;17;1;0;0;2;2;0;5;1;5;1;4;2;2;1;1;0;2;2;0;3;13;0;1;9;0;5;5;4;2;2;1;1;0;1;0;0;0;2;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;2;2;1;1;0;0;0;0;2;0;0;2;0;0;1;
28350-6398;insucesso;0;0;0;0;0;21;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;7;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;2;1;0;2;1;0;0;0;0;0;0;7;0;0;0;0;0;1;2;0;2;0;1;1;0;0;0;0;0;0;0;0;7;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;17;0;3;2;1;0;7;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
28383-4604;SUCESSO;0;0;0;0;0;9;0;2;0;0;0;0;3;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;4;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
28385-4604;SUCESSO;2;2;0;0;0;91;3;3;0;1;1;0;33;24;6;1;5;1;0;0;0;0;0;0;0;5;0;2;10;0;0;0;0;0;0;5;0;1;1;1;4;4;2;0;42;0;0;14;0;3;7;0;0;5;5;0;0;0;2;2;1;39;0;27;18;6;0;0;1;1;1;4;0;2;0;0;0;0;0;1;0;2;2;0;2;16;1;0;13;4;4;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;2;1;1;14;0;2;1;8;0;4;4;3;3;3;1;13;4;2;3;0;6;4;23;1;0;0;0;0;3;0;0;1;0;0;2;2;2;0;2;0;1;0;0;0;0;0;0;4;4;3;1;1;8;4;4;1;
28450-4604;SUCESSO;1;1;0;0;0;17;0;1;0;1;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;1;0;0;4;0;0;3;1;0;0;0;0;3;3;0;5;5;1;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;10;1;0;0;2;2;0;2;0;2;0;2;1;0;0;0;0;0;0;0;0;14;1;0;4;0;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;3;1;0;1;5;0;1;1;4;0;4;3;3;3;3;0;5;1;2;1;2;0;0;10;1;0;1;1;3;4;0;0;1;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
28454-4605;SUCESSO;3;2;1;1;0;98;4;12;1;2;1;0;0;0;26;1;8;0;2;2;1;1;0;0;0;4;0;0;15;1;0;2;0;0;0;1;0;2;2;1;1;1;1;0;28;1;1;1;0;0;4;0;0;1;1;0;1;0;2;2;0;0;0;0;19;2;1;1;1;1;4;7;1;6;1;5;1;1;1;0;3;2;2;7;0;40;3;3;18;0;6;5;4;1;1;0;0;0;0;2;2;7;2;0;0;0;2;1;1;0;9;0;1;0;0;0;0;0;0;0;0;1;11;3;2;0;1;0;0;42;0;2;2;2;4;6;0;0;2;1;0;3;2;2;1;7;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
28517-4604;SUCESSO;4;3;3;3;0;122;11;14;0;0;1;0;0;0;34;0;22;2;7;1;1;1;0;0;0;5;0;2;20;0;0;4;1;2;2;0;0;6;6;2;8;8;4;0;30;2;1;1;0;0;5;0;0;2;2;0;5;0;2;2;0;0;0;0;54;12;2;2;0;0;2;14;2;3;1;2;1;0;0;2;2;6;5;3;5;65;1;1;41;4;14;3;2;1;0;3;3;0;1;6;4;4;0;0;0;0;2;1;0;1;14;1;1;1;2;0;1;0;0;0;0;0;12;1;1;5;2;0;0;54;0;3;1;1;4;9;0;1;2;0;0;4;3;2;3;7;1;0;1;2;2;1;2;1;1;1;0;0;0;1;1;1;0;
29058-6398;SUCESSO;1;1;0;0;0;54;6;5;0;0;0;0;0;0;8;1;6;0;2;2;2;1;0;0;0;3;0;1;7;1;0;2;1;3;0;3;0;0;0;0;3;2;1;0;16;0;0;1;0;0;2;0;0;3;0;0;0;0;0;0;7;1;0;0;31;1;1;0;0;0;1;5;0;4;0;3;2;1;1;0;0;10;8;1;4;37;8;0;22;0;3;3;3;2;1;9;8;0;2;3;1;4;0;0;0;0;3;3;1;2;16;1;2;2;3;0;1;0;0;0;0;1;11;2;2;1;1;1;0;25;1;4;0;0;0;11;0;0;9;6;0;1;1;1;0;7;0;6;0;0;3;3;0;0;11;8;2;0;0;8;2;2;0;
