IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>2>;14>2>14>;14>2>2>;14>2>31>;14>2>31>30>;14>2>41>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>31>;14>31>41>;14>32>;14>32>31>;14>32>31>30>;14>38>;14>38>36>;14>39>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>49>;14>7>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>30>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>31>;2>14>41>;2>2>;2>2>31>;2>3>;2>31>;2>31>30>;2>31>30>30>;2>41>;2>41>41>;2>46>;2>46>1>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>2>;30>14>31>;30>14>31>30>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>31>;30>30>41>;30>30>48>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>2>;31>30>;31>30>14>;31>30>17>;31>30>17>30>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>41>;31>48>;32>;32>31>;32>31>30>;33>;34>;34>38>;36>;36>14>;36>34>;36>34>38>;36>36>;36>36>34>;36>36>36>;36>36>36>36>;36>36>36>36>36>;36>36>36>36>36>36>;36>36>36>36>36>36>36>;36>38>;38>;38>14>;38>33>;38>36>;38>41>;39>;41>;41>14>;41>2>;41>31>;41>31>30>;41>38>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;7>;7>5>;7>5>5>;7>6>;8>
35904-5714;insucesso;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35934-5469;insucesso;2;1;1;1;95;3;10;1;2;0;0;0;5;2;16;1;13;0;5;2;1;0;0;0;0;0;7;0;3;17;0;3;2;0;0;3;2;1;0;4;4;2;0;24;1;1;1;4;0;0;4;2;0;3;3;1;1;0;1;0;0;8;1;2;31;7;1;0;0;1;0;0;1;13;3;5;0;3;1;0;0;1;0;0;2;2;3;1;35;2;0;27;2;0;0;12;5;3;1;0;0;1;1;1;0;1;1;0;0;0;0;0;2;1;0;8;2;1;0;0;0;0;0;0;0;0;2;13;2;2;4;6;5;48;1;3;7;5;3;14;2;2;3;2;1;3;1;1;1;6;0;1;0;4;4;4;5;3;5;1;7;4;3;0;2
35935-5388;insucesso;2;1;2;2;41;3;2;0;0;0;0;0;3;2;3;0;1;0;0;0;0;0;2;0;0;0;0;0;0;11;0;1;3;0;0;0;0;0;0;0;0;0;0;19;2;2;2;5;0;1;6;0;1;0;0;0;1;0;1;0;3;5;0;4;7;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;0;0;1;1;0;7;0;0;0;2;0;2;1;0;0;0;1;10;3;1;0;1;0;28;1;0;1;1;0;5;0;0;1;0;0;2;1;0;2;16;8;0;2;5;3;1;0;0;0;0;0;0;0;0;0
35951-5469;SUCESSO;1;1;0;0;24;0;4;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;7;2;0;6;0;0;0;0;0;0;1;1;1;0;0;0;0;8;0;0;0;2;0;0;2;0;0;1;1;1;1;0;1;1;0;1;0;1;6;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;5;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;6;0;1;0;2;1;2;1;1;1;1;1;9;1;2;2;1;0;20;0;1;0;0;1;4;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35955-5468;SUCESSO;0;0;0;0;44;0;2;1;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;1;0;0;11;1;0;2;0;0;0;2;2;0;0;0;0;0;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;11;1;0;4;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;1;0;1;1;1;6;0;1;0;2;1;1;1;1;0;0;0;4;2;1;0;0;0;20;1;1;0;0;0;3;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35969-7118;SUCESSO;0;0;0;0;130;2;2;0;0;1;0;1;0;0;10;0;7;0;2;0;0;0;0;0;0;0;4;0;0;8;0;0;4;0;3;2;3;3;2;7;7;0;0;15;0;0;0;1;0;0;2;0;0;2;1;1;3;0;0;0;0;0;0;0;45;10;0;1;1;0;2;2;1;12;3;2;0;1;1;0;0;1;0;0;4;2;0;0;44;5;1;29;5;2;2;9;2;1;1;0;0;2;0;0;0;0;0;2;0;0;0;0;3;1;0;25;2;0;0;3;0;3;1;1;0;0;1;17;3;2;5;1;1;48;3;0;3;2;2;11;0;1;1;0;0;0;0;0;0;8;2;0;1;9;7;6;7;5;30;5;11;7;5;1;0
35973-5388;insucesso;0;0;0;0;69;3;5;2;1;1;1;0;0;0;10;0;5;0;0;0;0;0;1;0;0;0;0;0;0;8;1;1;3;2;0;2;0;0;0;0;0;0;0;16;0;0;0;3;1;0;5;0;0;4;4;1;3;1;0;0;1;0;0;0;14;2;2;0;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;3;20;0;1;12;0;0;0;2;1;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;18;0;3;4;1;0;6;1;0;4;3;2;0;0;0;0;5;0;2;1;0;0;0;2;2;1;0;3;2;2;0;1
35973-6398;SUCESSO;0;0;0;0;69;3;7;0;2;1;0;1;0;0;13;0;8;0;3;2;2;1;0;0;0;0;2;0;0;7;0;0;3;1;0;1;2;2;1;1;1;0;0;16;0;0;0;0;0;0;4;0;0;2;0;0;5;0;0;0;0;0;0;0;17;3;0;1;0;1;0;0;1;5;2;4;2;3;2;2;2;0;0;0;1;0;1;0;23;1;0;14;0;0;0;4;3;2;2;2;2;1;0;0;0;3;3;2;2;0;0;0;2;1;1;2;0;1;0;2;1;2;2;2;2;2;0;6;0;2;1;4;1;18;1;5;3;1;3;10;0;3;8;5;3;0;0;0;0;5;0;0;0;0;0;0;3;2;0;0;3;3;2;0;0
3597-5469;SUCESSO;2;2;1;1;29;1;5;1;0;0;0;0;6;3;4;0;3;1;1;0;0;0;0;0;0;0;1;0;0;8;1;1;1;0;0;0;3;3;1;0;0;0;0;16;1;0;0;1;0;0;2;0;0;0;0;0;3;0;2;2;0;8;0;4;10;2;0;1;1;0;0;0;0;3;0;1;0;1;1;0;0;0;0;1;0;0;1;3;11;1;0;6;2;0;0;2;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;5;0;0;0;1;0;1;0;0;0;0;1;4;1;1;0;0;1;30;0;2;1;0;1;7;0;0;2;2;1;2;2;2;1;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0
35981-5388;SUCESSO;2;1;1;1;73;0;8;0;0;1;0;2;0;0;36;0;19;0;5;2;0;1;0;0;0;0;3;1;0;7;0;1;1;0;0;3;1;1;1;8;7;0;2;20;2;1;0;0;0;0;1;0;0;2;2;0;5;0;2;2;0;0;0;0;42;1;0;1;1;0;2;2;2;11;0;5;0;2;1;1;0;0;1;1;0;0;2;1;48;0;1;27;0;1;1;7;2;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;10;1;1;0;4;0;3;2;1;0;0;1;7;0;1;3;1;0;28;0;0;3;2;1;2;0;0;0;0;0;3;2;1;1;4;0;1;0;1;0;1;0;0;10;1;5;0;0;1;0
35982-7118;SUCESSO;0;0;0;0;80;7;8;0;2;1;0;1;0;0;25;0;18;0;5;4;1;1;0;0;0;0;8;4;0;8;2;2;1;1;0;0;1;1;0;8;8;1;4;17;0;0;0;0;0;0;3;0;0;3;2;2;3;0;0;0;0;0;0;0;44;4;0;0;0;1;3;3;0;14;2;8;1;3;3;2;1;2;1;0;3;3;4;2;48;2;2;33;0;3;3;8;6;3;3;2;1;1;1;0;1;5;2;3;1;1;0;0;2;1;0;26;1;0;0;16;0;10;9;5;5;4;2;12;2;2;4;1;1;24;1;4;4;2;0;5;0;0;3;2;0;0;0;0;0;5;0;1;0;0;0;0;3;3;10;3;4;3;3;1;0
35983-5468;SUCESSO;3;1;1;1;44;12;1;0;0;0;0;0;2;1;15;0;12;0;1;0;0;0;0;0;0;0;1;1;0;5;0;0;1;1;0;3;1;1;0;6;6;0;2;23;1;0;0;0;0;0;2;0;0;6;5;1;0;0;0;0;0;6;0;4;47;0;0;0;0;0;0;0;1;11;0;8;0;5;2;1;0;1;1;0;2;1;3;0;41;0;1;28;0;0;0;7;5;3;1;1;0;1;1;0;0;5;3;0;5;5;3;0;1;1;0;3;0;1;0;3;0;3;3;3;1;1;1;4;0;1;2;1;4;23;2;1;0;0;1;4;0;0;2;1;1;2;1;1;1;5;0;5;1;0;0;0;0;0;10;3;7;0;0;0;0
35989-5388;SUCESSO;5;3;3;3;128;5;24;0;2;7;0;4;0;0;23;0;17;2;5;2;0;1;0;0;0;0;9;0;0;26;1;3;9;0;1;4;5;5;3;8;8;2;2;44;2;2;0;7;0;0;3;0;0;9;8;1;6;0;2;2;0;2;0;2;62;10;2;0;0;5;3;3;2;14;2;8;1;3;1;1;0;0;0;0;3;1;3;8;55;2;2;42;4;3;3;10;5;1;1;1;0;1;0;0;5;2;0;2;1;1;1;0;2;2;1;11;2;2;0;5;2;3;1;1;0;0;0;17;4;2;1;3;0;74;5;5;7;5;1;16;0;1;1;0;0;6;3;3;3;12;1;2;3;4;1;1;5;4;6;0;11;4;4;1;0
35994-5468;SUCESSO;3;3;0;0;51;11;9;0;0;1;0;3;0;0;10;0;5;0;1;1;0;0;0;0;0;0;2;0;0;7;0;1;2;0;0;0;3;3;1;1;1;0;0;17;2;0;0;1;0;0;2;0;0;3;1;1;6;0;3;3;0;0;0;0;25;0;0;0;0;0;0;0;2;11;0;5;0;3;2;2;1;0;1;0;0;0;2;0;25;1;2;15;0;0;0;7;5;3;2;2;1;0;0;0;0;1;1;1;1;0;0;0;2;1;0;1;0;1;0;1;1;1;1;1;1;1;1;8;0;2;0;0;0;37;0;4;1;1;3;11;0;0;1;1;0;3;3;3;1;1;0;0;0;0;0;0;3;3;0;0;3;3;3;0;0
35996-5468;SUCESSO;1;1;0;0;34;6;2;2;0;0;0;0;0;0;4;0;2;1;0;0;0;0;0;0;0;0;0;0;0;7;1;0;3;0;0;0;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;2;0;3;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;6;0;1;0;1;0;0;0;0;0;0;1;3;1;1;1;0;2;18;0;2;0;0;1;7;0;0;2;0;0;1;1;1;0;1;0;0;0;1;1;0;1;1;0;0;1;1;1;0;0
36002-6398;SUCESSO;1;1;0;0;73;3;6;0;0;3;0;0;0;0;40;0;25;2;7;3;2;5;0;0;0;0;5;3;0;5;0;0;1;0;0;4;3;3;2;15;14;1;4;28;0;0;0;1;0;0;3;0;0;8;8;1;3;0;1;1;2;1;0;0;87;6;0;4;2;0;3;3;5;30;2;13;1;9;5;2;1;2;2;1;7;4;2;2;79;2;0;57;3;2;2;17;8;6;2;2;1;5;3;0;1;6;4;4;0;1;1;0;3;3;2;43;1;3;0;11;1;3;2;1;1;1;1;12;1;3;4;0;0;58;0;1;1;1;1;12;0;0;1;0;0;4;1;1;0;4;1;0;0;1;0;0;3;3;2;0;9;3;3;1;0
36004-7118;SUCESSO;2;1;1;1;34;2;7;1;0;1;0;1;0;0;11;0;7;0;7;3;2;0;0;0;0;0;2;0;0;11;0;2;1;0;0;1;2;2;2;8;8;2;3;15;2;1;0;2;0;0;0;0;0;1;0;0;2;0;1;1;0;2;0;0;31;5;1;2;1;0;3;3;0;22;2;12;2;8;6;3;3;4;3;1;8;6;4;1;29;4;0;23;1;0;0;16;10;6;4;2;2;5;3;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;26;0;2;4;2;0;3;0;1;2;2;2;2;1;1;1;4;1;0;3;1;0;1;0;0;0;0;3;0;0;0;0
36008-7098;SUCESSO;1;1;0;0;27;0;11;0;5;1;0;0;0;0;6;0;4;1;1;0;0;0;0;0;0;0;1;1;0;5;0;2;0;0;0;0;3;3;2;3;3;1;0;16;0;0;0;0;0;0;6;0;0;4;2;0;6;0;0;0;0;0;0;0;18;2;0;0;0;0;2;2;3;6;0;2;0;1;0;0;0;2;0;0;2;1;0;1;25;0;2;15;1;1;1;5;2;1;0;0;0;0;0;0;1;0;0;4;0;0;0;0;3;3;1;27;1;3;0;9;1;4;2;1;1;1;2;16;1;3;8;1;0;27;0;1;7;4;3;10;0;2;3;3;1;1;1;1;0;1;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0
36015-5469;insucesso;0;0;0;0;24;2;3;1;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;1;0;0;4;0;0;0;0;0;0;0;6;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;4;2;0;2;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;2;2;1;1;1;1;9;0;1;1;3;0;2;2;2;0;0;0;4;2;0;0;0;1;12;0;1;1;1;0;3;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;4;1;0;0;0
36026-6389;SUCESSO;1;0;1;0;61;3;1;0;1;0;0;0;0;0;13;0;11;2;2;1;1;1;0;0;0;0;2;0;0;19;2;0;4;3;0;4;4;3;1;6;6;1;0;6;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;1;27;6;0;1;1;0;4;4;0;7;0;3;0;1;1;1;1;1;1;0;1;0;2;1;29;3;0;24;5;3;3;6;3;1;1;1;1;0;0;0;0;1;0;0;0;4;0;0;2;2;1;34;2;1;0;27;1;17;13;10;8;6;1;8;1;2;2;1;0;44;2;2;4;4;0;9;0;0;3;0;0;1;0;0;0;3;0;0;2;0;0;0;0;0;5;1;6;0;0;2;0
36028-5468;insucesso;0;0;0;0;11;0;5;1;0;1;1;1;0;0;2;0;2;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;0;7;0;0;0;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;4;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;5;0;1;3;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;4;1;1;0;2;0;1;1;1;0;0;1;3;0;2;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36030-6398;insucesso;0;0;0;0;21;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;6;3;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;3;0;0;0;7;1;0;3;3;1;0;0;0;0;9;0;1;7;0;0;0;0;0;2;0;3;0;0;0;0
36030-7118;SUCESSO;1;0;1;1;64;4;10;0;1;0;0;2;0;0;22;0;16;3;3;2;1;2;0;0;0;0;3;0;0;13;0;1;3;0;0;1;2;2;1;10;10;5;0;16;1;1;0;2;0;0;1;0;0;2;2;0;2;0;0;0;0;0;0;0;44;12;5;3;1;1;6;6;0;5;1;2;0;1;0;0;0;0;0;0;3;2;0;2;47;2;2;34;6;3;3;5;2;1;0;0;0;1;1;0;1;4;2;1;4;3;1;0;2;1;0;5;0;1;0;1;1;0;0;0;0;0;1;4;1;2;0;0;0;34;0;3;2;0;0;9;0;1;4;1;0;1;0;0;1;8;4;4;1;0;0;0;0;0;3;1;2;0;0;1;0
36031-5468;insucesso;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36050-5469;SUCESSO;1;1;0;0;67;2;2;0;0;0;0;0;0;0;19;0;11;1;8;2;1;1;0;0;0;0;2;0;0;10;0;0;1;0;1;3;2;1;1;1;1;1;0;13;1;0;0;1;0;0;1;0;0;3;2;2;0;0;1;0;0;0;0;0;28;5;0;1;0;0;0;0;1;17;3;6;1;5;4;3;1;1;0;2;1;0;1;4;41;3;1;21;1;0;0;14;5;4;3;2;1;0;0;0;2;2;1;4;3;1;0;0;1;1;0;6;0;0;0;1;0;1;0;0;0;0;1;5;1;1;0;0;0;52;0;1;1;0;0;11;0;0;2;0;0;2;0;0;1;10;0;3;2;1;0;1;3;2;9;1;8;3;2;2;0
36051-5469;insucesso;1;0;1;0;51;2;8;1;0;0;0;3;0;0;6;0;1;0;1;0;0;0;3;0;0;0;2;0;0;16;1;1;2;0;0;0;1;1;0;0;0;0;0;14;1;1;0;1;0;0;1;1;0;1;0;0;4;2;0;0;0;0;0;0;6;2;0;0;0;2;0;0;1;3;1;1;0;1;1;1;0;0;0;0;0;0;1;1;13;0;0;5;0;0;0;3;1;1;1;0;0;0;0;1;0;0;0;3;1;0;0;0;2;1;0;6;0;0;0;6;0;4;2;2;0;0;1;3;0;1;0;0;0;34;1;4;4;3;0;5;2;1;0;0;0;1;0;0;0;4;1;0;1;0;0;0;3;2;2;2;4;3;2;0;1
36051-7118;insucesso;0;0;0;0;18;1;3;0;0;1;1;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;1;0;0;2;1;1;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1;2;0;1;0;1;0;0;0;0;0;0;0;0;0;1;6;0;0;4;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;3;0;1;0;2;0;1;1;1;0;0;1;4;1;1;0;0;0;12;1;0;2;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;0;0;2;2;2;0;0
36069-5714;insucesso;1;1;0;0;16;0;5;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;7;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;17;0;0;0;0;0;5;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
36069-7118;insucesso;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
36075-7098;SUCESSO;0;0;0;0;19;0;3;0;1;0;0;1;0;0;3;0;3;0;2;2;1;0;0;0;0;0;2;0;0;4;1;0;1;0;0;1;1;1;1;4;4;0;2;16;0;0;0;0;0;0;4;0;0;4;3;1;4;0;0;0;0;0;0;0;32;1;0;0;0;1;2;2;6;20;0;11;0;7;5;3;2;1;3;1;2;0;5;2;27;0;2;22;0;1;1;14;9;5;4;3;2;0;0;0;1;1;1;3;0;0;0;0;3;1;1;7;0;0;0;0;0;0;0;0;0;0;0;8;0;3;1;1;0;35;1;3;3;3;0;7;0;2;1;0;0;0;0;0;0;4;0;3;1;0;0;0;1;1;5;3;3;1;1;2;0
36093-7274;SUCESSO;1;0;1;1;25;1;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;7;0;0;1;0;0;0;1;1;1;0;0;0;0;7;1;1;0;0;0;0;1;0;0;3;2;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;2;0;0;0;12;2;1;5;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;0;0;0;0;2;2;1;16;1;2;0;6;1;4;3;3;1;1;1;8;5;1;0;0;0;13;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36094-5388;SUCESSO;2;1;2;2;41;4;4;0;2;1;0;0;0;0;4;0;3;0;1;1;0;0;0;0;0;0;2;0;0;6;0;0;1;1;0;3;1;1;1;8;7;0;2;14;1;1;0;3;0;0;5;0;0;3;2;1;1;0;0;0;2;0;0;0;34;1;0;0;0;0;3;1;0;9;0;3;0;1;1;1;1;0;1;1;0;0;1;4;17;0;0;11;1;1;0;4;2;1;1;1;1;0;0;0;2;2;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;3;0;16;2;0;2;0;0;4;0;1;3;3;3;3;1;1;2;12;0;2;5;2;0;2;2;2;11;4;7;2;2;0;0
36128-5388;SUCESSO;3;2;1;1;79;1;5;0;1;1;0;0;3;1;17;0;16;0;6;4;3;0;0;0;0;0;3;0;0;5;0;1;0;0;0;2;1;1;1;6;6;1;1;26;1;1;0;2;0;0;3;0;0;3;2;0;0;0;3;3;0;7;0;3;63;13;1;2;2;1;1;1;2;19;3;12;3;6;4;2;1;1;0;1;4;3;1;1;37;2;1;32;1;0;0;11;8;5;4;2;1;1;1;0;0;1;1;0;0;12;5;0;2;0;0;6;1;0;0;5;0;4;2;0;0;0;0;10;0;2;1;0;3;36;0;2;3;2;2;14;0;0;5;3;1;5;3;1;1;1;0;0;0;1;0;1;8;7;7;0;8;3;3;1;0
36141-5469;insucesso;2;2;0;0;18;0;3;0;0;0;0;1;1;0;3;0;3;0;1;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;0;2;0;0;2;0;1;0;0;0;1;0;1;0;0;4;2;1;5;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;1;0;0;1;0;0;0;5;2;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;4;0;2;1;2;0;1;0;0;0;0;0;5;2;2;2;0;0;7;0;2;0;0;0;1;0;0;0;0;0;2;2;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
36143-5468;SUCESSO;6;2;4;3;44;1;7;0;0;0;0;3;1;1;4;0;4;0;2;1;0;0;0;0;0;0;2;0;0;10;4;0;2;0;0;2;4;4;3;7;7;2;2;30;2;1;0;2;0;0;4;0;0;4;2;1;5;0;2;1;0;5;0;2;32;8;0;0;0;4;1;1;0;13;4;9;2;6;4;3;1;3;0;0;6;4;1;0;29;1;2;22;3;1;1;11;6;4;4;3;1;0;0;0;0;1;1;1;2;3;1;0;2;1;0;9;0;1;0;2;0;0;0;0;0;0;1;9;1;2;0;2;0;50;0;5;4;1;2;9;0;1;1;1;0;6;2;2;3;6;2;2;1;0;0;0;1;1;1;0;2;1;1;1;0
36150-5388;insucesso;3;0;3;3;68;2;9;0;3;0;0;3;5;5;6;0;3;0;1;1;1;0;0;2;2;2;7;0;3;14;0;0;4;3;0;1;2;2;0;1;1;0;0;35;3;2;1;2;0;2;10;3;1;8;6;3;5;1;0;0;0;7;0;5;28;2;1;0;0;0;0;0;2;8;0;3;0;3;1;1;0;0;0;0;0;0;4;2;35;1;1;23;1;0;0;7;3;3;1;0;0;0;0;2;0;1;0;3;1;4;3;2;1;1;1;8;2;1;1;2;0;1;0;0;0;0;0;17;2;1;2;5;4;47;1;6;2;2;3;11;2;0;6;2;2;3;1;0;3;2;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0
36150-7098;insucesso;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
