IdAluno;Resultado;1>;14>;14>14>;14>14>31>;14>2>;14>2>14>;14>2>2>;14>2>31>;14>2>31>30>;14>2>41>;14>3>;14>3>14>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>30>30>30>30>30>;14>31>30>31>;14>31>31>;14>31>41>;14>31>48>;14>32>;14>32>31>;14>32>31>30>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>49>;14>49>48>;14>49>49>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>30>30>;2>;2>14>;2>14>2>;2>14>31>;2>14>41>;2>2>;2>2>31>;2>2>31>30>;2>2>41>;2>3>;2>31>;2>31>30>;2>31>30>30>;2>41>;2>41>41>;28>;28>30>;29>;3>;3>14>;3>2>;3>2>2>;30>;30>14>;30>14>2>;30>14>31>;30>14>31>30>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>2>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>;30>30>31>;30>30>41>;30>30>48>;30>31>;30>31>30>;30>31>30>31>;30>41>;30>48>;31>;31>14>;31>14>41>;31>2>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>41>;31>41>41>;31>48>;31>48>30>;32>;32>31>;32>31>30>;32>31>30>30>;32>31>31>;38>;41>;41>14>;41>2>;41>2>2>;41>31>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>7>;42>;46>;48>;48>14>;48>29>;48>30>;48>48>;48>48>48>;49>;49>48>;49>49>;49>49>48>;49>49>49>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>14>;7>31>;7>5>;7>5>5>;7>6>;8>
18217-4605;SUCESSO;1;23;1;0;1;0;0;0;0;0;4;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;3;1;0;1;1;0;4;4;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;14;0;0;0;0;0;0;0;0;2;0;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;2;0;0;0;2;0;0;0;0;0;0;0;1;4;0;0;0;1;0;3;2;2;2;1;4;4;5;1;0;6;1;1;2;2;1;0
18267-4130;SUCESSO;0;21;1;0;6;0;1;2;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;2;0;0;2;0;0;1;1;0;1;1;1;1;1;0;0;12;1;1;0;0;2;0;0;0;0;2;1;0;1;0;0;0;0;1;0;0;0;6;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;5;5;2;0;1;12;1;0;0;6;1;1;0;0;0;0;0;4;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;11;0;2;1;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0
18297-6388;insucesso;0;6;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18399-6388;SUCESSO;0;9;1;0;5;2;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;2;1;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18523-7274;SUCESSO;0;34;1;1;6;0;0;2;1;0;0;0;0;11;0;10;0;4;1;1;0;0;1;0;0;0;0;0;10;1;1;4;2;0;0;0;0;2;0;0;1;1;0;4;4;1;1;16;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;1;0;0;0;0;41;4;2;2;2;1;0;0;1;15;1;0;5;0;4;2;2;1;1;2;1;7;4;2;1;1;13;35;1;0;1;25;2;9;2;1;0;0;0;1;1;0;5;4;3;1;1;1;1;1;1;0;0;0;0;23;0;2;0;4;1;11;1;2;4;0;0;0;0;0;15;0;1;7;1;0;0;0;0;0;0;0;0;6;1;0;3;0;1;0;0;0;0
18571-4604;insucesso;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18672-6398;SUCESSO;1;19;0;0;3;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;11;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;3;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;8;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;1;22;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;2;0;0;1;1;0;0
18875-7118;SUCESSO;0;38;2;1;8;0;4;2;1;0;0;0;0;14;1;10;1;8;7;2;1;0;1;0;0;0;0;0;7;0;0;3;2;0;0;0;0;0;0;0;1;0;0;7;7;4;2;14;0;0;0;0;6;2;0;0;0;6;5;5;1;0;0;0;0;0;0;0;0;20;10;3;3;1;1;3;3;1;12;5;1;11;4;6;5;4;4;4;1;1;1;1;1;0;2;1;25;1;1;3;16;1;11;11;6;5;4;4;0;0;1;0;2;2;2;0;0;0;1;0;0;0;0;2;21;0;1;0;4;0;6;0;1;3;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0
18900-7118;insucesso;0;12;0;0;1;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;0;12;0;0;0;0;3;3;1;0;0;5;1;1;2;2;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;4;0;0;3;0;3;3;2;0;0;0;0;2;0;0;0;1;2;13;0;0;5;2;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;17;0;2;0;1;0;6;0;1;4;3;2;0;0;0;9;1;0;0;2;2;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0
18926-4605;insucesso;1;12;0;0;2;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;4;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;8;0;1;0;0;0;3;0;0;2;1;1;0;0;1;4;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19254-6389;SUCESSO;1;27;0;0;6;1;1;0;0;0;1;0;1;8;2;6;0;1;1;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;4;1;0;1;1;1;4;4;0;2;9;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;14;1;1;0;0;0;1;1;0;6;0;0;2;0;1;1;1;1;1;0;0;1;2;1;0;0;3;12;2;1;0;9;0;4;2;1;1;1;1;2;1;0;1;0;0;0;0;0;0;2;1;1;0;0;1;7;0;1;0;1;0;2;0;0;1;0;0;0;0;1;7;2;0;0;2;1;1;1;1;1;1;3;2;6;3;2;6;1;0;1;1;3;0
19260-6389;SUCESSO;0;21;3;0;5;1;2;0;0;0;0;0;0;9;0;4;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;1;4;4;1;0;8;2;1;1;0;2;1;0;0;0;2;2;0;1;0;0;0;0;0;0;0;0;14;4;0;3;0;0;1;1;0;4;2;0;1;1;1;1;1;0;0;0;0;0;3;2;0;0;0;14;0;0;4;10;1;4;1;1;1;1;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;0;1;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;0;0;1;1;0;0
19683-4605;insucesso;0;21;4;0;3;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;6;0;0;0;0;3;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;1;3;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;2;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;1;1;0;1;1;1;0;0;0;2;0;0;0;0;0;0
19850-6398;insucesso;0;11;1;0;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;5;0;0;0;0;0;0;0;0;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;3;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
19904-4605;insucesso;1;11;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;0;0;5;2;1;1;0;2;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;15;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;7;0;0;0;3;0;1;0;0;0;0;0;1;1;0;1;1;0;4;0;0;0;0;0;0;0;0;0;14;0;1;0;1;0;2;0;0;2;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
20306-7274;insucesso;1;6;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;2;0;0;0;1;0;1;0;1;1;1;1;0;0;1;7;0;0;2;6;3;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0
21340-6398;SUCESSO;1;45;8;2;9;2;1;0;0;0;1;0;0;9;4;4;2;0;0;0;0;2;0;1;0;0;0;0;11;0;0;3;1;0;2;0;2;3;0;0;1;1;0;0;0;0;0;11;5;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;6;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;16;8;2;0;5;3;0;0;0;0;0;0;2;1;1;0;0;0;3;2;0;0;0;0;0;0;0;1;27;2;0;0;0;0;11;0;0;2;1;0;0;0;1;3;1;0;0;0;0;3;3;3;3;2;0;0;12;0;0;4;0;1;0;0;2;0
21367-4605;insucesso;0;12;0;0;3;1;0;0;0;0;1;0;1;3;2;1;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;4;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;2;2;0;2;0;6;1;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;1;0;0;1;1;0;0;0;7;2;1;0;4;0;2;2;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;1;1;0;0;0;3;0;2;0;2;1;1;1;1;0;0;3;2;0;0;0;2;0;0;2;2;0;0
21367-6398;SUCESSO;0;15;0;0;5;2;0;0;0;0;0;0;0;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;7;0;0;0;1;0;5;0;1;4;3;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
21380-5714;SUCESSO;1;25;1;0;5;1;1;0;0;0;0;0;0;5;2;2;1;0;0;0;0;0;0;1;0;0;0;0;4;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;1;0;9;1;1;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;4;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;3;1;1;4;1;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;20;0;1;0;1;0;5;1;0;2;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21393-4605;SUCESSO;0;59;13;0;5;2;1;0;0;0;0;0;0;12;4;2;0;0;0;0;0;1;1;1;0;0;0;0;2;0;1;1;1;0;0;0;0;1;0;0;1;1;0;2;2;0;0;8;3;1;0;0;2;2;0;0;0;2;0;0;1;0;0;0;1;0;0;0;0;14;1;0;0;0;0;0;0;1;6;1;0;3;0;1;0;0;0;0;1;0;0;3;2;1;0;0;27;13;1;0;7;0;2;1;1;0;0;0;1;1;0;0;1;0;2;0;1;1;0;0;0;0;0;1;12;1;0;0;2;2;3;0;0;1;0;0;0;0;0;6;0;1;1;0;0;1;0;0;0;0;0;0;14;4;0;3;2;0;0;0;0;0
21598-4604;SUCESSO;0;16;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;3;3;0;0;5;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;14;1;0;0;0;0;1;1;0;8;1;0;5;1;4;2;2;1;0;0;0;0;0;0;0;0;0;14;0;0;0;8;0;7;5;4;2;2;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;4;0;0;0;1;1;1;0;1;1;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;1;1;9;3;1;3;0;0;1;1;1;0
21888-7274;SUCESSO;0;13;0;0;5;0;0;1;1;0;0;0;0;2;0;1;0;1;1;1;1;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;1;1;0;1;1;1;3;3;2;0;6;1;1;0;0;0;0;0;0;0;2;2;0;1;0;0;0;0;0;0;0;0;9;2;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;11;1;0;0;5;0;1;1;1;1;1;1;0;0;0;0;1;0;3;1;0;0;0;0;0;0;0;0;12;0;1;0;2;1;6;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0
21911-4130;SUCESSO;0;25;1;1;2;0;0;1;0;0;0;0;0;8;0;1;0;0;0;0;0;0;2;1;0;0;0;0;7;1;1;3;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;8;0;0;0;0;1;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;5;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;12;0;0;3;2;1;0;0;0;0;0;0;0;0;0;1;2;0;2;0;0;0;0;0;0;0;0;0;19;0;3;0;1;0;4;2;0;0;0;0;0;1;0;2;1;0;0;1;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;1;0
22034-4605;SUCESSO;2;21;0;0;6;0;3;0;0;0;0;0;0;8;0;5;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;10;1;1;0;0;6;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;14;1;0;1;6;1;1;0;0;0;0;0;0;0;0;0;1;0;3;1;0;0;0;0;0;0;0;0;5;0;1;1;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;2;2;0;0;0;0;1;0
22189-4604;SUCESSO;0;19;0;0;4;1;0;0;0;0;0;0;0;3;0;3;0;2;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;1;2;2;0;1;1;1;0;0;0;0;8;1;1;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;15;1;0;1;1;0;0;0;1;9;1;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;11;0;0;0;7;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;2;0;1;3;2;0;0;0;3;0;0;3;2;0;0
22212-4604;SUCESSO;1;28;6;0;1;0;1;0;0;0;6;0;1;11;0;1;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;4;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;14;0;0;0;0;7;3;0;2;0;4;1;1;3;0;0;0;0;9;0;3;0;6;0;0;0;0;0;0;0;1;3;0;1;1;0;0;0;0;0;0;1;2;0;1;1;0;2;1;20;1;1;4;6;0;2;0;0;0;0;0;0;0;0;1;2;1;1;0;3;1;0;0;0;0;0;4;21;1;4;1;3;1;11;3;1;6;5;0;0;1;1;4;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22222-4130;SUCESSO;0;28;2;0;7;1;0;0;0;0;1;0;0;7;0;6;0;4;3;2;0;0;0;1;0;0;0;0;6;1;1;3;0;0;0;0;0;0;0;0;2;2;2;1;1;0;1;13;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;11;5;1;0;0;0;0;0;0;6;3;0;3;2;2;0;0;0;0;1;0;0;1;0;0;0;0;14;1;0;0;10;2;5;3;2;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;7;0;1;0;3;1;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22256-4605;insucesso;0;5;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;7;4;2;2;0;0;1;1;1;0
22256-6388;insucesso;0;15;0;0;2;1;0;0;0;0;0;0;0;6;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;10;2;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
22293-7098;SUCESSO;0;11;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;5;1;0;3;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;26;1;0;0;0;0;2;2;0;4;0;0;3;0;2;2;2;0;0;1;0;1;3;1;1;1;3;14;0;0;0;13;0;1;1;1;1;1;0;1;1;0;0;2;2;0;0;0;0;1;1;1;0;0;0;9;0;0;0;1;1;5;0;1;4;3;0;1;0;0;4;0;0;2;1;0;0;0;0;0;0;0;0;11;3;1;2;1;0;0;0;1;0
22316-4130;insucesso;0;26;2;0;0;0;0;0;0;0;1;0;1;3;0;2;0;2;1;0;0;0;0;0;0;2;2;1;4;0;1;2;1;0;0;0;0;2;1;1;1;1;0;0;0;0;0;6;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;2;3;0;10;0;0;0;0;0;0;0;0;6;0;0;3;0;1;0;0;0;0;0;1;0;0;0;0;2;0;10;1;0;0;4;0;4;2;1;0;0;0;0;0;0;0;1;0;0;0;2;2;5;4;2;1;0;0;14;2;1;0;2;0;7;1;1;3;2;0;0;0;0;2;0;0;2;0;0;1;0;1;0;1;2;1;1;1;0;3;0;0;1;1;0;3
22418-4130;SUCESSO;1;54;4;0;4;0;1;0;0;0;2;0;2;2;0;1;0;0;0;0;0;0;0;0;0;7;0;0;9;0;0;2;0;0;6;1;5;3;2;0;1;1;1;0;0;0;0;9;3;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;5;0;4;0;12;4;2;0;0;0;0;0;0;2;2;0;2;2;1;0;0;0;0;0;0;1;1;1;0;0;1;16;4;2;0;8;1;2;2;0;0;0;0;1;1;0;0;0;0;1;0;0;0;14;9;4;0;0;1;19;0;0;0;0;0;5;0;0;2;0;0;0;4;1;6;0;0;0;0;0;7;5;6;4;5;3;2;0;0;0;5;2;0;3;2;0;2
22440-4604;SUCESSO;0;11;1;1;2;0;0;0;0;0;0;0;0;3;0;3;2;0;0;0;0;1;0;0;0;0;0;0;5;0;0;2;1;0;0;0;0;1;1;0;1;1;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;6;4;1;0;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;7;0;0;0;6;3;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;6;0;0;4;3;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;4;3;2;1;1;4;0;0;3;2;1;0
22460-7274;insucesso;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;0;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;4;1;0;0;2;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
22469-7274;SUCESSO;0;26;2;1;3;0;0;0;0;0;2;0;1;15;4;7;3;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;3;0;2;0;0;0;2;2;2;3;3;1;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;16;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;5;5;3;0;0;23;6;3;0;13;5;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4;2;2;1;1;0;0;6;1;0;1;0;0;0;0;1;0
22475-4605;SUCESSO;0;29;0;0;5;0;2;0;0;0;0;0;0;5;0;2;0;2;0;0;0;0;1;1;0;0;0;0;8;0;0;1;1;0;0;0;0;1;1;0;2;2;1;0;0;0;0;9;0;0;0;0;4;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;4;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;12;4;0;0;5;0;4;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;22;1;3;1;3;0;3;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;0;0;2;2;0;0
22507-4130;SUCESSO;1;37;0;0;6;0;0;1;1;0;0;0;0;5;0;2;1;0;0;0;0;0;0;0;0;3;0;0;7;0;0;2;1;0;3;0;2;1;0;0;1;1;0;2;2;1;0;7;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;7;3;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;21;2;1;0;1;1;11;1;1;5;1;0;0;0;1;4;0;0;0;0;0;6;4;5;4;1;1;1;5;0;0;2;0;0;1;1;1;1
