IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>32>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>48>;14>49>;14>49>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>31>;30>31>30>;30>31>30>31>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;42>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>41>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>
31806-5490;SUCESSO;1;1;0;0;18;2;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;3;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0
31810-4435;insucesso;1;1;0;0;9;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;10;0;0;0;0;0;1;0;0;1;1;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;3;0;0;1;0;0;2;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;10;0;0;0;5;0;0;0;0;0;0
31810-4917;insucesso;1;0;1;0;5;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;1;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31810-6400;insucesso;1;0;0;0;12;1;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;2;1;1;0;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0
31816-5384;SUCESSO;1;0;1;0;55;8;3;6;1;2;0;7;1;3;1;1;0;0;0;2;7;17;2;8;3;1;0;1;2;2;1;1;0;2;2;0;0;0;0;3;3;0;0;11;0;0;0;2;0;0;0;0;0;0;0;0;6;0;2;9;4;0;0;2;2;1;0;0;0;0;0;0;0;0;3;0;21;7;2;3;9;3;0;2;0;0;0;0;0;0;2;1;0;2;1;0;7;0;0;0;40;3;2;9;0;3;25;0;6;16;5;7;3;2;0;2;1;4;3;2;0;0;8;0;0;6;2;5;4;4;3;8;4;0;0;2;2;0;7;3;0;5;2;5;2;3;0;2;2;1;0;0;0;0;0;0;0;0;2;0;2;5;4;15;3;0;0;10;1;3;2;1;7;0
31826-4603;SUCESSO;1;1;0;0;13;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;1;0;0;0;6;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;6;0;0;5;0;2;1;0;0;18;1;1;0;0;0;0;3;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
31830-4435;SUCESSO;2;0;2;2;37;1;0;10;1;1;0;5;0;2;0;1;0;0;0;0;0;3;0;2;1;0;0;0;0;0;0;0;0;0;0;5;2;2;0;0;0;0;0;14;2;2;2;2;0;3;0;0;0;0;0;0;1;0;0;8;0;0;0;0;2;0;0;0;0;0;2;1;0;0;0;0;13;2;0;1;5;0;0;1;0;0;0;1;0;0;3;1;0;2;2;1;0;0;0;0;5;0;0;3;0;0;3;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;1;1;1;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;2;1;0;2;9;0;0;0;8;0;0;0;5;5;56;22;10;3;10;0;2;2;6;3;0
31836-6401;insucesso;1;0;1;1;52;7;1;11;4;3;1;17;1;14;1;4;0;5;0;1;1;14;0;5;2;1;0;0;1;1;1;0;1;0;0;3;3;0;0;0;0;0;0;19;0;0;0;4;0;1;2;1;0;0;0;1;6;3;2;31;8;1;0;1;7;0;1;1;0;0;11;11;0;2;0;3;29;2;0;0;26;6;0;5;1;1;0;9;9;0;3;3;1;1;1;0;4;1;3;2;30;3;3;1;0;1;7;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;1;0;0;0;6;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;5;1;1;0;0;0;0;0;5;5;0;0;0;0;5;0;5;5;0;2;1
31853-4603;insucesso;0;0;0;0;21;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;5;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;19;1;0;2;0;0;5;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;5;0;0;2;0;0;0;0;3;3;2;2;1;0;0;0;1;0;0
31858-4434;SUCESSO;1;0;0;0;30;1;0;5;0;0;0;6;0;4;1;1;1;1;1;0;1;8;0;2;2;1;0;0;1;1;0;0;0;1;0;1;0;0;0;2;1;1;1;8;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;7;2;1;0;0;2;0;2;2;0;0;1;1;0;0;0;0;14;2;1;0;6;2;1;2;2;2;0;1;1;0;1;0;0;2;0;0;2;0;1;1;32;0;0;0;0;0;7;0;0;3;0;2;0;0;0;1;1;1;1;0;0;0;5;0;0;4;1;0;0;0;0;9;1;0;0;1;1;0;2;0;0;1;0;0;0;0;0;0;0;1;1;0;0;3;0;1;0;0;3;3;2;0;0;0;0;0;0;3;1;0;0;0;2;0
31863-4448;SUCESSO;4;0;3;3;45;0;0;5;0;0;0;3;0;3;0;1;1;1;1;0;0;11;1;3;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;1;0;1;1;13;2;2;1;3;0;0;0;0;0;0;0;1;0;0;0;10;1;0;0;1;4;0;1;1;0;0;3;3;1;0;0;2;14;5;0;2;7;1;0;3;1;1;0;2;2;0;1;0;0;1;0;1;0;0;0;0;28;1;0;4;0;1;9;0;3;1;1;1;1;1;0;1;1;1;1;0;0;0;4;0;0;4;0;1;1;0;0;8;2;1;0;1;1;0;2;2;1;2;2;0;0;0;0;0;0;4;1;0;3;4;1;0;0;0;0;0;0;1;0;3;0;0;0;3;0;1;0;1;0;0
31872-4603;SUCESSO;1;0;0;0;15;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;3;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;3;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;1;1;0;0;0
31888-4433;SUCESSO;2;2;0;0;23;1;0;4;0;2;0;4;2;2;0;0;0;1;1;0;0;5;0;2;0;0;0;0;0;0;0;0;0;4;3;2;0;0;0;0;0;0;0;13;0;0;0;1;0;0;0;0;0;0;0;0;5;0;3;6;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;6;2;1;0;5;0;0;1;0;0;0;1;1;0;1;1;0;0;0;0;1;0;1;0;10;1;0;1;0;1;4;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;2;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;2;2;2;0;4;3;0;0;0;4;3;3;0;0;7;4;1;0;2;0;0;0;2;0;0
31952-5490;SUCESSO;1;1;0;0;14;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;2;1;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;4;1;0;0;1;1;0;1;1;1;1;0;0;0;0;0;1;2;0;0;0;2;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;4;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;3;0;0;3;0;1;1;1;1;13;1;0;0;1;1;0;3;1;0;1;1;1;1;1;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31986-4435;insucesso;0;0;0;0;18;2;1;2;0;0;0;5;1;3;1;0;0;1;0;1;0;4;1;2;0;0;0;0;1;1;1;0;1;1;0;1;0;0;0;1;1;0;0;3;0;0;0;1;0;1;0;2;0;0;0;0;1;0;1;7;1;0;0;1;0;0;0;0;0;0;3;3;0;0;0;0;11;2;2;0;7;1;0;0;0;0;0;3;3;0;1;0;1;1;0;0;1;1;0;0;15;1;1;2;0;0;7;1;1;2;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;1;1;1;1;0;9;2;0;0;1;1;1;4;0;0;3;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;1;1;1;0;3;2;2;0;0;0;5;0;0;0;1;1;1
32015-4917;SUCESSO;1;1;0;0;21;1;1;2;0;0;0;2;0;1;0;0;0;1;1;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;4;0;0;0;3;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;3;1;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;20;0;1;1;0;0;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32029-4434;insucesso;1;0;0;0;21;1;0;6;1;0;0;2;0;1;0;0;0;1;0;0;0;6;0;4;2;2;1;0;2;1;1;0;0;0;0;0;0;0;0;1;1;0;0;8;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;4;0;0;2;0;2;1;1;1;0;0;0;0;0;0;0;4;1;1;1;0;1;1;1;0;2;1;1;0;0;0;0;2;1;1;2;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32030-5061;insucesso;1;0;1;1;54;3;1;1;0;1;0;8;1;4;2;1;0;0;0;0;0;9;1;3;2;1;0;1;3;3;3;0;5;0;0;1;0;0;0;3;2;1;1;13;1;1;1;1;0;1;0;1;0;0;0;0;1;0;0;9;5;0;0;2;2;0;2;1;0;0;0;0;0;0;1;1;16;6;1;3;6;2;0;2;2;1;0;0;0;0;2;0;0;1;1;1;0;0;0;0;39;2;1;2;1;1;14;1;1;7;0;3;2;1;1;0;0;2;1;0;0;0;13;1;1;9;2;3;2;1;1;21;5;0;0;3;3;0;4;4;0;3;3;1;1;1;1;1;1;1;0;0;1;9;4;0;0;0;0;0;0;0;0;17;3;2;1;5;2;0;0;1;0;0
32030-6400;insucesso;1;1;0;0;34;1;1;3;0;0;0;2;0;0;0;0;0;0;0;1;0;5;0;1;1;1;1;0;2;2;0;0;3;0;0;1;0;0;0;1;0;1;1;4;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;23;1;0;1;0;1;7;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;7;0;1;6;1;2;0;0;0;17;2;2;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;1;1;0;7;2;0;1;0;0;0;0;0;0;2;1;1;0;2;1;0;0;0;0;0
32035-4114;insucesso;1;0;1;0;27;3;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;7;0;3;2;2;1;0;0;0;0;0;0;2;0;1;0;0;3;0;0;0;0;3;1;1;0;1;1;0;0;1;0;0;0;5;0;0;0;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;4;2;1;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;17;2;1;2;1;1;10;1;2;4;0;2;1;1;1;2;1;2;1;1;0;1;2;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;6;4;3;0;3;5;4;0;0;0;26;9;5;2;4;0;0;0;2;5;1
32035-5384;insucesso;1;0;1;1;15;1;0;4;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;2;2;2;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;6;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;2;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;16;6;1;1;4;0;0;0;2;0;0
32035-5799;insucesso;1;0;1;1;19;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;4;4;3;2;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;4;0;0;4;0;3;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;25;5;1;1;2;0;0;0;2;0;0
32045-4434;insucesso;1;1;0;0;39;1;0;4;1;0;0;2;1;0;0;0;0;0;0;0;1;9;0;5;3;2;1;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;7;0;0;0;2;2;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;0;35;1;0;0;0;0;11;0;0;4;0;2;1;0;0;1;1;1;1;1;1;0;2;1;0;2;0;2;1;1;1;2;1;1;1;1;1;0;2;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;3;2;0;0;0;0;0
32278-4434;SUCESSO;1;1;0;0;37;2;1;9;4;1;0;4;0;2;1;1;1;0;0;0;0;15;0;8;4;1;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;16;0;0;0;6;0;1;0;0;1;1;1;0;3;0;1;8;2;0;0;1;4;1;3;1;1;1;0;0;0;0;1;0;9;0;0;0;6;1;0;4;3;1;1;0;0;0;0;0;0;1;1;0;2;0;0;0;21;0;4;2;0;1;12;0;2;8;1;2;1;0;0;3;1;4;2;2;0;0;4;0;0;2;0;2;2;2;0;2;2;1;0;0;0;0;2;2;1;2;2;2;2;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;2;2;4;1;0;0;7;1;1;1;1;1;0
32369-4603;SUCESSO;1;0;1;1;24;1;1;0;0;0;0;3;0;0;0;0;0;0;0;1;0;9;2;3;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;1;0;0;0;22;1;1;3;0;0;7;0;0;3;0;1;1;1;0;0;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;0;0;1;3;1;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
32377-4433;insucesso;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32380-4434;SUCESSO;3;2;1;1;52;2;1;4;0;1;0;6;0;2;0;1;1;0;0;2;6;15;0;3;2;0;0;1;2;2;2;1;1;1;1;1;1;1;0;5;4;1;1;10;0;0;0;1;0;0;0;1;2;2;2;6;5;0;1;27;2;0;0;1;17;1;12;8;5;4;2;2;0;0;0;4;24;2;1;0;14;0;0;11;9;6;3;1;1;0;3;1;0;0;0;3;13;0;9;6;48;0;0;1;0;1;11;0;0;5;0;1;1;1;0;0;0;2;1;1;0;0;11;0;0;8;0;6;4;3;1;18;1;1;0;0;0;0;10;1;1;6;1;3;1;1;0;3;3;5;2;2;1;9;1;5;4;1;2;2;1;4;3;1;1;0;0;5;1;3;3;1;6;0
32508-4448;SUCESSO;1;0;1;0;31;2;0;5;1;1;0;1;1;0;0;0;0;0;0;0;0;6;0;1;1;1;0;1;4;4;2;1;0;0;0;3;0;0;0;1;1;0;0;8;1;1;0;1;0;0;0;0;0;0;0;2;1;0;0;2;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;6;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;18;1;1;0;0;0;3;0;0;2;0;2;1;1;0;0;0;1;1;0;0;0;8;0;0;6;1;3;2;1;1;22;1;0;0;1;1;0;6;0;0;3;0;2;0;1;0;0;0;1;0;0;0;5;0;2;0;0;0;0;0;1;1;7;2;2;1;3;1;1;1;0;1;0
32879-5489;SUCESSO;1;0;1;1;9;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;1;2;0;0;0;0;0;12;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32892-5490;insucesso;1;0;1;1;15;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7;3;3;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;25;0;0;0;0;12;0;1;0;0;0;2;1;0;0;2;0;26;1;0;1;13;0;0;6;1;0;0;2;1;0;1;0;0;1;1;2;0;0;0;0;24;0;0;3;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;3;0;0;0;0;0;8;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
32895-6030;insucesso;2;2;0;0;65;6;4;8;3;0;0;5;0;4;2;0;0;1;0;0;4;23;1;6;3;0;0;0;5;5;4;0;4;0;0;2;1;0;6;2;2;1;1;14;0;0;0;7;2;2;1;0;1;1;1;0;1;0;1;12;7;2;0;1;0;0;0;0;0;0;1;0;0;2;1;0;12;4;2;1;8;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;8;5;3;3;38;3;1;3;2;1;14;1;2;9;0;4;2;1;1;1;1;2;2;2;2;0;9;1;0;7;1;7;6;4;3;11;5;3;1;2;2;0;7;4;0;6;4;4;2;3;0;0;0;2;2;2;0;7;4;0;0;0;0;0;0;4;2;19;4;2;1;12;2;4;2;1;8;5
32895-6590;SUCESSO;0;0;0;0;60;2;0;7;6;0;0;18;3;12;7;0;0;3;2;1;0;15;1;3;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;2;2;2;2;8;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;25;10;4;4;2;2;0;0;0;0;0;3;2;0;0;0;0;29;5;0;1;20;8;4;1;0;0;0;3;2;0;1;1;0;0;0;1;3;0;0;0;27;0;1;2;0;1;8;0;0;3;0;3;1;1;0;1;0;3;1;1;0;0;4;0;1;2;0;2;2;1;0;2;1;1;0;0;0;0;2;1;1;2;1;1;1;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;11;1;0;0;2;1;0;0;0;0;0
33161-5061;SUCESSO;1;0;1;1;14;0;0;3;0;6;0;1;0;1;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;7;1;1;1;2;0;3;0;0;0;0;0;0;7;0;4;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;4;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
33168-4434;insucesso;1;0;1;1;11;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;5;0;5;3;1;1;8;3;1;1;2;1;0;7;3;1;4;2;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
33169-6402;SUCESSO;2;0;1;1;19;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;8;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3;3;0;0;4;1;1;1;0;0;1;0;0;1;1;0;1;0;0;0;3;1;0;0;0;2;0;1;1;0;0;1;0;0;0;0;0;8;1;0;0;2;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;12;0;2;2;0;0;5;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;0;1;0;0;0;0;0;0;0;23;6;3;1;2;1;0;0;1;0;0
