IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>14>2>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>32>31>;14>41>;14>41>2>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;42>;43>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>43>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>
24192-6401;SUCESSO;2;0;2;2;0;28;1;0;0;6;0;1;0;0;4;0;4;0;2;1;0;0;0;0;8;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;7;1;0;0;3;1;1;1;0;0;0;0;5;6;0;0;0;6;0;3;1;1;0;0;0;0;0;0;0;0;0;0;26;0;1;0;0;9;0;0;1;0;0;0;0;0;0;2;0;0;0;4;2;0;2;2;1;0;5;0;0;0;2;0;0;2;0;1;0;1;0;0;2;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
24407-6030;insucesso;4;3;3;3;0;37;0;0;0;8;1;2;3;0;3;1;1;0;0;0;0;0;0;0;8;0;4;1;1;1;1;1;0;0;0;0;0;0;5;0;0;0;0;24;2;2;2;3;1;1;2;2;2;1;1;1;0;7;0;2;5;1;0;1;1;0;0;0;0;1;0;0;0;6;1;0;0;3;1;1;0;0;0;0;1;0;0;0;1;0;1;1;34;1;2;0;0;12;1;0;3;2;2;0;0;2;1;2;1;0;1;5;4;0;1;0;0;0;16;3;1;0;4;1;1;1;1;1;1;1;0;0;4;3;3;3;4;0;0;2;2;1;1;0;0;4;2;0;0;7;1;0;0;1;7;7
25326-4114;insucesso;1;0;1;0;0;25;2;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;2;1;11;0;4;1;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;5;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;1;1;24;0;0;1;0;8;0;1;4;2;0;0;0;0;0;1;1;1;0;1;1;0;1;1;1;1;1;0;0;0;1;0;0;1;0;1;0;1;1;1;1;0;0;0;4;3;2;1;1;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0
25326-5490;insucesso;2;1;1;1;0;16;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;1;1;1;0;0;0;1;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
26616-7114;insucesso;0;0;0;0;0;44;4;0;0;0;0;0;9;6;0;0;0;0;0;0;0;0;9;8;10;0;2;0;0;0;1;1;1;4;0;3;0;0;1;3;2;1;1;13;0;0;0;4;0;0;4;1;0;0;0;0;1;18;1;12;15;2;0;0;4;0;1;0;0;4;3;0;2;18;3;0;3;10;2;4;1;0;3;2;2;1;1;3;15;0;13;7;39;1;1;2;0;16;0;1;5;5;4;3;1;1;0;4;2;0;2;9;4;0;2;2;1;0;8;2;1;0;5;2;1;4;2;1;1;0;4;3;0;0;0;0;8;0;0;0;0;0;0;3;3;3;0;0;0;6;1;2;2;0;1;0
26930-4433;insucesso;2;2;0;0;0;26;4;1;0;7;2;2;0;0;1;0;0;0;0;0;0;1;0;0;5;0;3;1;0;0;0;0;0;0;0;5;0;0;0;1;1;0;0;14;0;0;0;5;0;0;2;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;6;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;7;0;1;2;0;3;1;1;1;0;0;0;0;0;0;1;0;0;0;3;2;0;1;1;1;1;3;0;0;0;2;0;0;1;0;1;0;1;0;0;2;2;2;0;0;0;0;0;0;0;0;2;1;3;1;0;0;5;0;1;0;2;0;0
26940-4435;insucesso;2;0;2;2;0;155;30;1;5;13;4;0;1;0;45;10;33;0;0;0;0;2;2;1;32;0;9;8;3;3;4;4;3;3;3;11;0;0;0;1;1;1;1;24;1;1;1;11;3;1;0;2;0;0;0;0;1;3;2;1;68;30;0;2;2;0;1;0;0;19;17;0;1;81;22;0;7;62;24;2;1;0;18;15;2;1;0;1;8;3;4;2;91;1;4;6;5;25;3;2;15;5;4;2;2;1;1;1;1;1;1;10;9;0;6;3;2;2;17;5;2;1;9;5;2;4;2;2;2;2;0;0;2;0;0;2;7;4;1;0;3;1;2;7;7;15;2;0;0;14;6;5;5;3;1;1
26940-4917;SUCESSO;2;2;0;0;0;67;14;0;1;7;3;0;0;0;13;6;2;1;0;0;1;1;0;0;13;3;2;1;1;0;0;0;0;0;2;3;0;0;0;0;0;0;0;14;0;0;0;6;0;4;0;0;0;1;1;1;0;0;0;0;6;4;1;0;1;1;0;0;0;2;1;0;0;18;11;2;2;5;3;1;0;0;2;1;1;0;1;2;3;0;2;1;22;2;4;2;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;3;1;0;0;3;0;0;2;1;14;4;1;1;6;0;2;1;3;0;0
27002-5489;insucesso;0;0;0;0;0;10;1;0;0;0;0;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;0;0;0;0;0;2;0;0;0;3;1;0;0;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;0;0;0;2;0;0;0;2;1;1
27129-7297;SUCESSO;2;0;2;2;0;40;4;0;1;10;2;1;2;0;8;1;5;0;0;0;0;1;0;0;9;0;4;4;3;3;1;1;0;0;3;1;1;1;0;1;1;1;1;10;2;2;2;3;0;1;1;0;2;0;0;0;0;2;2;0;12;3;0;0;1;1;1;0;0;0;0;0;0;12;2;0;0;10;1;1;1;0;0;0;1;1;0;0;0;0;0;0;19;3;0;1;0;8;0;0;7;5;5;4;1;1;0;1;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;2;1;0;0;4;2;4;3;3;0;0;0;0;3;0;3;3;0;0;0
27350-6401;SUCESSO;2;1;1;1;0;93;5;0;1;10;0;1;0;0;13;0;8;0;6;3;0;3;0;0;15;1;7;3;2;2;1;1;1;1;0;2;1;1;0;1;1;0;0;21;0;0;0;3;0;0;1;0;2;1;1;1;0;0;0;0;40;6;2;2;23;2;13;7;3;6;2;4;0;50;5;1;2;28;3;15;10;6;1;0;8;6;3;1;0;0;0;0;31;1;4;7;3;16;0;3;9;4;4;3;1;3;0;3;1;1;0;4;2;0;1;1;1;0;4;2;1;0;1;1;1;1;1;1;1;1;0;0;2;1;1;1;3;0;0;0;0;0;0;3;3;0;0;0;0;3;0;2;2;0;1;0
27352-6401;SUCESSO;3;1;2;2;0;22;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;11;1;1;1;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;1;0;0;4;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;2;0;0;0;0;0;0;0;0;0;6;0;0;0;2;0;0;0;1;0;0
27403-4435;insucesso;4;2;3;3;0;51;6;2;1;16;3;0;0;0;6;0;3;0;1;0;0;1;0;0;8;0;2;2;2;0;1;0;0;0;1;10;0;0;0;2;2;0;0;24;2;2;2;4;1;1;3;0;0;1;1;1;0;0;0;0;7;2;0;0;1;0;1;0;0;0;0;0;0;12;2;0;1;6;1;1;1;0;0;0;1;0;2;0;0;0;0;0;40;0;1;0;0;6;0;0;3;3;1;0;0;0;0;1;1;0;0;2;2;0;1;0;0;0;6;0;0;0;3;0;0;1;0;1;0;0;0;0;4;2;2;3;8;1;0;2;2;0;1;7;2;76;29;12;6;15;0;7;2;4;0;0
27455-4434;insucesso;2;0;2;2;0;68;10;2;1;14;6;0;5;5;2;2;1;0;0;0;0;0;0;0;18;0;3;0;0;0;2;2;0;0;0;4;0;0;2;0;0;0;0;29;0;0;0;10;2;2;0;3;0;0;0;0;0;7;1;7;13;3;0;2;1;0;1;0;0;3;3;0;0;13;4;0;2;10;1;1;1;0;3;3;0;0;0;1;1;0;1;1;53;0;3;3;2;12;0;1;3;1;1;1;1;0;0;0;0;0;2;3;3;0;1;1;1;0;6;2;1;0;3;1;1;2;1;1;0;0;1;1;2;0;0;2;2;0;0;0;0;0;0;6;4;0;0;0;0;7;1;4;4;0;2;2
27455-5061;insucesso;2;1;1;1;0;37;8;1;0;8;5;0;4;2;6;2;3;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;0;0;1;0;0;0;0;2;2;2;2;13;1;1;1;8;1;3;0;1;0;1;1;1;0;6;1;3;8;4;0;1;0;0;0;0;0;0;0;1;1;9;3;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;0;0;1;0;0;2;2;0;0;0;0;2;0;2;2;0;0;0
27455-6030;insucesso;0;0;0;0;0;7;1;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27455-7297;insucesso;2;1;1;1;0;58;18;4;3;9;4;0;6;3;7;3;2;0;0;0;0;0;0;0;20;0;2;1;0;0;1;1;1;1;0;0;0;0;2;5;5;3;3;22;1;1;1;13;2;5;1;7;0;1;1;1;1;16;4;10;11;6;0;1;2;0;0;0;0;4;2;0;0;16;7;0;1;8;4;0;0;0;4;2;0;0;0;1;2;1;2;2;40;0;2;1;0;7;0;1;3;1;1;0;0;0;0;0;0;0;1;4;2;0;2;1;0;0;4;0;0;0;3;0;0;1;0;0;0;0;2;2;2;1;1;1;2;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;2;0
27482-4435;insucesso;1;0;1;1;0;34;2;0;0;6;1;0;0;0;14;0;10;0;2;0;0;4;0;0;5;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;17;1;1;1;3;1;0;1;0;1;0;0;0;0;0;0;0;36;2;0;1;16;0;5;4;0;5;3;2;3;27;1;0;0;22;0;8;4;4;4;2;6;5;0;0;0;0;0;0;25;0;1;2;2;11;1;1;8;4;1;1;1;0;0;0;0;0;0;2;2;1;1;0;0;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;4;2;0;0;0;0;0;1;1;0;0;0;0;2;0;1;1;0;0;0
27482-4917;insucesso;2;0;1;1;0;25;2;1;0;4;1;0;0;0;1;0;1;0;1;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6;1;1;1;3;1;0;0;0;3;1;1;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;1;0;0;1;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;7;0;1;1;0;3;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0
27482-5799;insucesso;3;3;0;0;0;15;1;0;1;3;0;0;0;0;2;0;0;0;0;0;0;1;0;0;5;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;3;3;3;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;1;0;0;0;0;1;0;1;0;2;0;0;0;0;0;7;0;0;0;0;3;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27512-4435;SUCESSO;2;0;2;2;0;48;1;0;0;7;1;0;0;0;12;1;11;0;8;4;0;0;0;0;12;0;3;2;1;1;2;2;2;0;0;0;0;0;0;3;3;1;1;15;2;2;2;2;0;0;1;0;0;0;0;0;0;0;0;0;25;3;2;1;13;0;8;0;0;1;1;2;0;26;1;0;0;18;1;10;6;0;1;1;2;1;1;0;0;0;0;0;49;0;0;2;0;16;0;1;10;8;7;3;2;1;0;2;2;0;0;6;6;0;3;2;1;0;7;5;3;0;3;2;1;2;0;1;0;0;1;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27532-4114;SUCESSO;2;1;1;1;1;25;1;0;0;2;0;1;0;0;3;2;1;0;0;0;0;0;0;0;9;0;4;0;0;0;2;2;0;0;1;0;0;0;0;0;0;1;1;3;1;1;1;2;0;1;1;0;1;1;1;1;0;0;0;0;4;0;0;0;1;0;0;0;0;1;0;1;1;5;3;0;1;2;0;1;0;0;1;0;0;0;0;1;0;0;0;0;32;0;0;2;1;11;0;0;1;0;0;0;0;0;0;0;0;0;0;3;3;0;1;1;1;0;4;2;0;0;3;2;0;2;1;2;1;1;0;0;2;1;1;1;5;1;0;0;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27553-4434;insucesso;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27586-4435;SUCESSO;4;1;2;2;0;73;3;0;3;9;2;1;0;0;24;9;11;3;1;1;4;0;0;0;11;1;2;2;2;2;2;1;0;5;1;6;3;3;0;3;3;1;1;16;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;13;8;3;1;2;2;1;1;0;5;5;0;1;37;14;3;0;13;6;1;1;1;5;5;1;0;0;3;0;0;0;0;27;0;1;1;1;7;0;1;5;3;2;2;1;0;0;1;0;0;0;5;2;0;1;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;4;2;1;2;14;8;0;0;2;1;2;4;4;30;6;3;2;9;0;4;4;1;0;0
27587-4917;insucesso;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27616-4435;SUCESSO;2;1;1;1;0;74;2;0;0;11;2;1;13;7;11;0;9;0;5;3;1;1;1;0;12;0;4;1;0;0;0;0;0;1;0;0;0;0;0;4;4;3;3;29;1;1;1;4;0;0;1;0;1;1;1;1;0;19;0;10;46;4;0;2;28;3;17;15;11;6;1;6;6;33;2;0;1;26;0;16;8;7;4;0;2;1;3;1;1;0;1;0;43;1;2;6;5;12;0;2;4;1;1;1;1;2;0;4;2;1;0;7;4;0;2;1;0;0;4;2;2;0;2;1;1;1;1;0;0;0;4;0;2;1;1;1;10;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
27630-4114;insucesso;2;0;2;2;0;37;1;0;0;2;0;0;0;0;3;0;2;0;1;0;0;0;0;0;13;0;5;3;0;0;1;1;1;0;5;0;0;0;0;2;2;0;0;5;2;2;2;4;1;2;2;0;0;0;0;0;0;0;0;0;6;0;0;0;2;0;2;0;0;3;2;0;0;9;3;0;1;6;0;2;2;0;3;2;0;0;0;0;0;0;0;0;36;0;1;2;2;17;0;1;12;8;5;3;1;1;0;2;0;0;0;3;1;0;1;1;1;1;2;0;0;0;1;0;0;1;0;1;0;1;1;1;2;0;0;2;3;0;0;0;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0
27706-4435;SUCESSO;2;1;1;0;0;65;1;0;0;15;2;1;0;0;18;0;8;0;1;0;0;2;0;0;13;1;6;2;1;1;1;1;0;0;0;0;0;0;0;5;5;5;5;29;0;0;0;6;0;0;1;0;3;0;0;0;0;0;0;0;26;3;0;0;3;0;1;1;1;1;1;2;0;36;2;1;0;17;0;2;1;1;0;0;3;1;2;0;0;0;0;0;46;0;2;1;0;16;0;0;6;3;2;2;1;0;0;1;0;0;0;3;2;0;1;0;0;0;10;2;1;0;4;1;1;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27738-4433;SUCESSO;2;1;1;1;0;48;3;0;1;9;2;3;0;0;7;0;1;0;1;1;0;2;0;0;17;0;7;3;2;1;2;1;1;0;0;0;0;0;0;1;1;0;0;26;1;1;1;6;0;0;8;0;3;1;1;1;0;0;0;0;18;1;0;1;4;0;4;2;2;4;0;2;3;31;0;0;0;14;0;3;3;2;4;0;8;5;7;3;0;0;0;0;92;0;3;7;2;40;0;4;17;11;7;3;3;3;0;5;3;1;0;15;10;0;2;1;0;0;37;5;1;0;10;1;0;3;1;2;0;1;0;0;2;1;1;1;8;0;0;0;0;0;0;8;5;0;0;0;0;8;0;6;5;0;0;0
27747-5061;insucesso;4;1;4;4;0;83;8;1;0;19;4;0;0;0;3;0;1;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;3;2;2;0;0;1;1;1;1;1;44;3;3;3;13;5;0;0;6;0;1;1;1;2;8;4;5;20;11;0;0;1;0;0;0;0;7;3;0;0;15;3;0;0;11;5;0;0;0;6;2;0;0;0;1;3;3;0;0;32;0;2;1;1;8;1;0;1;0;0;0;0;0;0;1;1;0;0;2;2;0;0;0;0;0;6;1;0;0;3;1;0;1;1;0;0;0;0;0;4;1;1;4;9;4;2;2;6;4;3;3;3;10;0;0;0;6;1;3;3;1;4;3
27760-4434;insucesso;0;0;0;0;0;15;1;0;0;4;2;0;5;3;0;0;0;0;0;0;0;0;0;0;4;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;8;0;0;0;4;2;1;2;0;2;0;0;0;0;6;1;3;2;0;0;0;1;0;0;0;0;1;0;0;0;2;0;0;0;1;0;1;0;0;0;0;2;1;1;0;0;0;0;0;14;0;2;1;0;8;2;1;6;4;4;3;2;0;0;1;0;0;0;3;1;0;1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27760-6030;insucesso;1;1;0;0;0;18;4;1;0;5;1;2;5;2;1;0;0;0;0;0;0;0;0;0;4;0;2;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;17;0;0;0;5;2;1;2;1;1;1;1;1;0;8;2;4;2;0;0;0;1;0;0;0;0;1;0;0;0;5;0;0;0;2;0;1;0;0;0;0;0;0;1;0;1;1;0;0;11;1;5;0;0;5;3;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27764-4603;SUCESSO;2;2;0;0;0;53;0;0;0;4;0;0;0;0;11;0;2;0;0;0;0;2;0;0;7;0;7;4;3;2;3;1;0;0;0;5;1;0;0;4;4;0;0;10;0;0;0;3;0;0;0;0;0;1;1;1;0;0;0;0;13;1;0;0;2;0;0;0;0;2;0;3;0;25;4;1;1;7;0;1;0;0;2;0;2;1;0;0;0;0;0;0;45;0;0;1;0;19;0;1;10;6;4;1;1;1;0;1;0;0;0;11;2;0;0;0;0;0;25;2;0;0;7;1;0;3;0;2;0;0;0;0;2;2;2;0;1;0;0;0;0;0;0;4;2;13;10;8;6;9;0;1;0;1;0;0
27780-5799;insucesso;0;0;0;0;0;21;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;12;0;4;1;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;2;2;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;36;1;0;0;0;15;0;0;4;2;2;2;1;0;0;2;2;1;0;4;4;2;2;1;1;0;4;4;3;2;2;2;2;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;2;0;1;1;0;0;0
27780-7297;insucesso;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27781-4434;insucesso;1;0;1;1;0;11;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;14;0;0;0;0;6;0;0;2;1;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;6;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27820-4603;insucesso;1;1;0;0;0;19;0;0;0;2;1;0;0;0;1;0;1;0;1;0;0;0;0;0;9;0;4;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;1;0;0;1;1;1;1;0;0;0;0;3;2;0;1;1;0;0;0;0;0;0;0;0;5;1;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;2;1;9;0;1;1;1;1;1;1;0;0;1;1;0;0;7;7;0;2;1;1;1;21;2;0;0;5;1;0;3;0;2;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0
27820-5061;insucesso;2;1;1;1;0;40;2;0;2;6;0;2;0;0;3;0;2;0;0;0;0;1;0;0;14;0;5;0;0;0;1;0;0;0;0;1;0;0;0;3;1;1;1;13;1;1;1;3;1;0;3;0;1;1;1;1;0;0;0;0;7;2;0;0;2;0;1;0;0;1;0;1;0;11;1;0;1;5;1;2;1;0;0;0;3;2;4;2;0;0;0;0;49;0;2;1;0;14;0;0;3;1;1;0;0;3;2;4;2;1;0;7;4;0;3;1;1;0;7;3;1;1;4;3;1;2;2;2;2;0;0;0;2;1;1;1;2;0;0;0;0;0;0;0;0;15;12;8;6;3;2;0;0;0;0;0
27889-4434;insucesso;2;1;1;0;0;30;4;1;1;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;1;1;1;0;0;4;0;0;0;0;0;0;0;14;1;1;0;3;0;1;0;1;0;1;1;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;1;0;0;2;1;0;1;2;1;0;1;1;0;0;0;0;0;2;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;1;1
27889-5061;SUCESSO;3;1;2;2;0;36;7;0;3;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;14;1;1;1;2;0;0;0;0;0;1;1;1;0;4;1;2;1;0;0;0;0;0;0;0;0;1;0;0;0;3;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
