IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>2>31>;14>2>31>30>;14>2>41>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>31>;14>32>;14>32>31>;14>32>31>30>;14>38>;14>39>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>49>;14>49>49>;14>7>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>30>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>2>31>;2>3>;2>3>2>;2>31>;2>31>30>;2>31>30>30>;2>41>;2>46>;2>46>1>;2>46>1>2>;28>;29>;3>;3>14>;3>2>;3>2>14>;30>;30>14>;30>14>2>;30>14>31>;30>14>31>30>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>31>;30>30>41>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>2>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>41>;31>48>;32>;32>31>;32>31>30>;33>;34>;36>;36>34>;36>36>;36>36>36>;36>36>36>36>;36>36>36>36>36>;36>38>;38>;38>14>;38>33>;38>36>;38>41>;39>;39>38>;41>;41>14>;41>2>;41>31>;41>31>30>;41>38>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>30>;48>48>;49>;49>48>;49>49>;49>49>48>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>5>;7>5>5>;7>6>;8>
35996-5468;SUCESSO;1;1;0;0;34;6;0;2;2;0;0;0;0;0;0;4;0;2;1;0;0;0;0;0;0;0;0;0;7;1;0;3;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;3;2;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;2;0;3;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;6;1;1;0;0;0;1;3;1;1;1;0;2;0;18;0;2;0;0;1;7;0;0;2;0;0;1;1;1;0;1;0;0;0;1;1;0;0;1;1;0;0;0;1;1;1;0;0
36015-5469;insucesso;0;0;0;0;24;2;0;3;1;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;5;0;1;1;0;0;0;4;0;0;0;0;0;0;0;6;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;4;2;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;2;1;1;1;9;1;3;2;2;2;0;4;2;0;0;0;1;0;12;0;1;1;1;0;3;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;4;1;0;0;0
36028-5468;insucesso;0;0;0;0;11;0;0;5;1;0;1;1;1;0;0;2;0;2;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;7;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;5;0;1;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;4;1;2;1;1;1;1;3;0;2;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36031-5468;insucesso;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36050-5469;SUCESSO;1;1;0;0;67;2;0;2;0;0;0;0;0;0;0;19;0;11;1;8;2;1;1;0;0;0;2;0;10;0;0;1;0;1;1;3;2;1;1;1;1;1;0;13;1;0;0;1;0;1;0;0;0;3;2;2;0;1;0;0;0;0;0;0;0;0;28;5;0;1;0;0;0;0;1;17;3;6;1;5;4;3;1;1;0;1;0;1;4;41;3;1;21;1;14;5;4;3;2;1;0;0;0;2;2;1;4;3;1;0;0;1;1;6;0;1;1;0;0;1;5;1;1;0;0;0;0;52;0;1;1;0;0;11;0;0;2;0;0;2;0;0;1;10;0;3;2;1;0;1;0;3;2;9;1;0;8;3;2;2;0
36051-5469;insucesso;1;0;1;0;51;2;1;8;1;0;0;0;3;0;0;6;0;1;0;1;0;0;0;0;0;0;2;0;16;1;1;2;0;0;0;0;1;1;0;0;0;0;0;14;1;1;0;1;0;1;1;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;6;2;0;0;0;2;0;0;0;3;1;1;0;1;1;1;0;0;0;0;0;1;1;13;0;0;5;0;3;1;1;1;0;0;0;0;1;0;0;0;3;1;0;0;0;2;1;6;0;6;4;2;2;1;3;0;1;0;0;0;0;34;1;4;4;3;0;5;2;1;0;0;0;1;0;0;0;4;1;0;1;0;0;0;0;3;2;2;2;0;4;3;2;0;1
36094-5388;SUCESSO;2;1;2;2;41;4;0;4;0;2;1;0;0;0;0;4;0;3;0;1;1;0;0;0;0;0;2;0;6;0;0;1;1;0;0;3;1;1;1;8;7;0;2;14;1;1;1;3;0;5;0;0;0;3;2;1;1;0;0;0;1;2;0;0;0;0;34;1;0;0;0;0;3;1;0;9;0;3;0;1;1;1;1;0;1;0;0;1;4;17;0;0;11;1;4;2;1;1;1;1;0;0;0;2;2;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;4;1;0;0;3;0;0;16;2;0;2;0;0;4;0;0;3;3;0;3;1;1;2;12;0;2;5;2;0;2;0;2;2;11;4;2;7;2;2;0;0
36128-5388;SUCESSO;3;2;1;1;79;1;0;5;0;1;1;0;0;3;1;17;0;16;0;6;4;3;0;0;0;0;3;0;5;0;1;0;0;0;0;2;1;1;1;6;6;1;1;26;1;1;1;2;0;3;0;0;0;3;2;0;0;3;3;1;2;0;7;0;3;0;63;13;0;2;2;1;1;1;2;19;3;12;3;6;4;2;1;1;0;4;3;1;1;37;2;1;32;1;11;8;5;4;2;1;1;1;0;0;1;1;0;0;12;5;0;2;0;6;0;5;4;2;0;0;10;0;2;1;0;3;0;36;0;2;3;2;2;14;0;0;5;3;0;5;3;1;1;1;0;0;0;1;0;1;0;8;7;7;0;0;8;3;3;1;0
36141-5469;insucesso;2;2;0;0;18;0;0;3;0;0;0;0;1;1;0;3;0;3;0;1;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;0;2;0;2;0;1;0;0;0;0;1;1;1;0;0;0;4;2;1;1;5;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;1;0;1;0;0;0;5;2;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;2;2;1;0;0;0;5;2;2;2;0;0;0;7;0;2;0;0;0;1;0;0;0;0;0;2;2;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
36143-5468;SUCESSO;6;2;4;3;44;1;0;7;0;0;0;0;3;1;1;4;0;4;0;2;1;0;0;0;0;0;2;0;10;4;0;2;0;0;0;2;4;4;3;7;7;2;2;30;2;1;0;2;0;4;0;0;0;4;2;1;5;2;1;1;1;0;5;0;2;0;32;8;0;0;0;4;1;1;0;13;4;9;2;6;4;3;1;3;0;6;4;1;0;29;1;2;22;3;11;6;4;4;3;1;0;0;0;0;1;1;1;2;3;1;0;2;1;9;1;2;0;0;0;1;9;1;2;0;2;0;0;50;0;5;4;1;2;9;0;0;1;1;0;6;2;2;3;6;2;2;1;0;0;0;0;1;1;1;0;0;2;1;1;1;0
36150-5388;insucesso;3;0;3;3;68;2;0;9;0;3;0;0;3;5;5;6;0;3;0;1;1;1;0;2;2;2;7;3;14;0;0;4;3;0;0;1;2;2;0;1;1;0;0;35;3;2;1;2;2;10;3;1;0;8;6;3;5;0;0;0;0;0;7;0;5;1;28;2;1;0;0;0;0;0;0;8;0;3;0;3;1;1;0;0;0;0;0;4;2;35;1;1;23;1;7;3;3;1;0;0;0;0;2;0;1;0;3;1;4;3;2;1;1;8;1;2;1;0;0;0;17;2;1;2;5;4;1;47;1;6;2;2;3;11;2;0;6;2;2;3;1;0;3;2;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
36153-5469;insucesso;1;0;1;1;23;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;1;0;0;0;1;1;1;0;0;0;0;0;4;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;8;0;0;4;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;11;1;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0
36196-5388;insucesso;2;0;2;2;40;3;0;4;0;1;0;0;0;5;1;1;0;1;0;1;0;0;0;1;0;0;0;10;10;1;0;3;1;0;0;0;1;1;0;1;0;0;0;15;2;1;1;2;1;4;0;1;1;0;0;0;2;1;1;0;0;0;14;3;4;0;7;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;7;0;1;0;0;0;0;4;1;1;2;0;12;3;20;1;2;0;0;0;7;1;0;1;1;1;3;1;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;0
36212-5469;SUCESSO;4;4;1;0;93;4;0;3;0;0;0;0;0;0;0;18;0;9;0;5;1;1;2;0;0;0;2;0;10;1;0;1;0;0;0;8;5;5;4;6;5;1;2;25;2;1;0;2;1;2;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;51;3;0;0;0;0;0;0;0;20;2;7;0;4;1;1;0;0;0;2;1;2;1;54;1;0;30;0;10;3;3;0;0;0;0;0;0;0;2;2;3;0;2;0;0;3;1;9;1;4;4;3;2;0;10;0;3;1;2;0;0;62;1;3;2;0;1;8;0;0;1;0;0;4;3;3;1;3;0;0;0;0;0;0;0;9;8;32;7;1;14;5;4;4;0
36217-5468;insucesso;0;0;0;0;23;2;1;4;3;0;0;0;0;0;0;5;3;3;0;0;0;0;0;0;0;0;0;0;4;0;1;3;2;1;0;3;0;0;0;0;0;0;0;6;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;2;0;0;0;10;5;0;5;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;3;2;0;3;2;1;2;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;3;0;0;0;0
36223-5468;SUCESSO;1;1;0;0;13;1;0;6;0;0;0;0;3;0;0;5;0;3;0;2;1;1;0;0;0;0;0;0;4;1;0;0;0;0;0;1;1;1;0;0;0;0;0;7;0;0;0;1;1;0;0;0;0;1;1;1;3;1;1;1;0;0;0;0;0;0;8;2;0;0;0;1;0;0;0;5;1;2;0;1;1;1;1;0;0;0;0;0;0;6;1;0;4;0;3;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9;0;2;0;0;1;1;0;0;0;0;0;1;1;1;0;3;0;2;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0
36227-5469;insucesso;0;0;0;0;9;2;1;1;0;0;0;0;0;0;0;2;0;1;0;1;1;0;0;0;0;0;0;0;2;0;0;1;0;0;0;2;1;1;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;4;0;0;2;1;1;0;0;0;0;2;0;0;1;0;0;0;0;2;2;0;0;0;3;2;2;0;0
36228-5469;insucesso;1;1;0;0;31;2;0;3;0;1;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;2;1;0;0;0;0;0;6;0;0;0;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;7;1;4;0;3;3;1;0;0;0;0;0;0;0;15;3;0;7;0;5;3;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;5;1;3;2;2;2;0;3;1;1;0;0;0;0;28;0;1;2;1;0;7;0;1;2;1;0;2;1;1;0;1;1;0;0;0;0;0;0;2;2;0;0;0;4;2;2;0;1
36230-5468;insucesso;1;0;1;1;17;0;0;4;0;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;1;0;0;0;1;0;0;0;0;0;0;0;5;1;1;1;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;4;0;0;2;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;1;1;0;2;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;2;1;0;0;0;2;2;1;0;0
36263-5468;SUCESSO;1;1;0;0;92;6;0;5;0;2;0;0;0;0;0;29;0;19;1;7;2;1;0;0;0;0;2;0;11;0;1;4;0;0;0;4;2;2;1;6;6;0;2;18;0;0;0;0;0;3;0;0;0;2;1;0;2;1;1;1;1;0;0;0;0;0;44;2;0;1;1;0;0;0;3;13;1;8;0;6;2;1;1;0;1;2;0;2;2;48;2;0;32;1;11;6;4;1;0;0;1;0;0;0;0;0;2;0;1;0;0;1;1;7;1;3;2;2;2;1;10;0;1;1;1;0;0;38;1;3;7;6;0;9;0;0;1;0;0;1;1;1;0;11;0;0;1;1;1;0;0;2;1;12;4;1;8;2;1;0;0
36267-5468;SUCESSO;2;0;2;2;35;1;0;4;2;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;1;0;4;0;1;0;0;1;0;1;0;0;0;1;1;0;1;10;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;5;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;7;2;4;3;1;1;1;3;1;3;0;0;2;0;9;0;0;1;0;0;2;0;0;1;0;0;2;0;0;2;4;1;1;2;4;3;3;2;1;0;0;0;0;3;0;0;0;0
36285-5468;SUCESSO;2;2;0;0;182;12;0;8;0;0;2;0;3;1;0;71;0;56;8;12;7;5;2;0;0;0;8;0;34;2;2;10;2;2;1;2;4;4;3;26;26;8;0;36;0;0;0;6;0;3;0;0;0;4;3;1;6;0;0;0;2;2;2;0;1;0;143;27;0;6;1;5;7;7;5;32;2;18;2;12;8;3;0;1;2;4;0;3;1;126;10;0;91;12;23;12;9;6;3;0;2;0;0;1;8;3;5;2;14;5;0;3;1;20;1;7;2;1;1;2;22;7;3;7;1;3;0;69;2;6;6;3;2;19;0;0;4;0;0;2;2;2;0;8;0;2;0;6;5;4;3;1;1;25;5;0;8;1;1;1;0
36309-5469;insucesso;0;0;0;0;16;1;0;3;1;1;0;0;0;0;0;4;0;2;0;1;1;1;0;0;0;0;0;0;3;0;2;1;0;0;0;2;1;1;0;1;1;0;0;4;0;0;0;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;1;1;0;2;1;1;0;1;1;1;0;0;0;1;1;1;0;10;2;0;4;0;2;1;1;1;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0
36316-5468;SUCESSO;2;1;1;1;50;1;0;8;1;0;0;0;2;0;0;9;0;6;0;1;1;0;0;0;0;0;0;0;13;3;1;2;0;2;2;0;2;2;2;9;9;3;0;13;1;1;1;4;1;1;0;0;0;1;0;0;2;1;1;1;0;1;0;0;0;0;24;6;0;2;1;1;3;3;0;4;1;3;1;1;0;0;0;1;0;5;4;0;2;21;2;0;16;1;4;3;1;0;0;0;2;1;0;2;0;0;0;2;2;0;0;1;1;4;0;1;0;0;0;0;5;0;1;1;0;1;0;29;1;4;3;3;1;4;0;0;1;0;0;2;1;1;1;7;2;2;0;3;2;3;2;0;0;0;0;0;1;0;0;0;0
36318-5469;insucesso;0;0;0;0;24;0;0;2;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;2;0;0;0;1
36320-5388;insucesso;3;1;2;2;35;2;1;8;0;0;1;1;4;0;0;3;0;2;0;0;0;0;0;0;0;0;2;0;7;1;0;1;0;0;0;3;1;1;0;0;0;0;0;20;1;1;1;0;0;3;0;0;0;1;1;1;5;1;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;9;1;0;5;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;2;1;1;1;1;1;1;7;2;1;1;1;0;0;40;0;2;0;0;0;12;0;0;5;3;2;3;1;1;2;0;0;0;0;1;0;1;0;0;0;6;0;0;3;0;0;0;0
36337-5469;SUCESSO;5;1;3;3;85;5;0;8;1;0;0;0;1;11;9;11;0;4;0;2;1;1;0;0;0;0;2;0;12;3;1;2;1;0;0;2;7;7;2;4;4;0;1;44;2;1;1;7;0;9;0;0;0;3;1;1;5;1;1;0;0;0;21;0;19;0;28;6;0;0;0;1;2;2;1;12;3;5;1;2;2;2;1;0;0;0;0;0;0;43;1;0;17;2;8;4;2;2;2;1;0;0;0;0;4;2;1;1;15;12;0;2;1;3;1;2;2;1;1;0;8;3;1;1;0;2;0;45;4;3;1;1;0;9;0;0;1;0;0;4;1;0;3;3;0;2;0;0;0;0;0;0;0;7;2;1;2;0;0;2;0
36341-5388;insucesso;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36354-5388;SUCESSO;4;2;1;0;59;2;0;5;0;0;0;0;0;1;1;16;0;10;2;0;0;0;0;0;0;0;0;0;9;1;0;1;0;0;0;4;0;0;0;8;7;1;4;19;0;0;0;3;0;2;0;0;0;2;0;0;2;2;2;2;1;1;10;0;3;0;35;9;0;0;0;3;0;0;0;8;3;1;0;0;0;0;0;1;0;2;2;0;0;34;1;1;22;4;2;0;0;0;0;0;1;1;0;0;1;1;2;1;7;4;0;1;1;4;1;0;0;0;0;1;5;1;1;1;1;0;0;26;0;5;3;1;1;5;0;0;1;1;0;7;3;2;0;1;0;0;0;0;0;0;0;1;1;8;0;0;7;1;1;1;0
36357-5388;SUCESSO;4;2;2;1;37;0;0;8;0;0;0;0;0;4;2;3;0;2;1;1;1;1;0;0;0;0;2;0;10;1;1;3;1;1;0;3;0;0;0;1;1;1;0;25;3;1;1;2;0;2;0;0;0;1;1;1;3;2;2;2;0;1;5;0;3;0;13;4;0;0;0;2;0;0;0;5;2;1;1;1;0;0;0;0;1;0;0;1;0;9;1;0;7;1;5;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;4;1;3;3;1;1;0;4;2;1;0;0;0;0;20;0;2;2;0;0;4;0;0;1;0;0;4;2;2;1;2;0;0;0;1;1;0;0;4;4;1;1;0;5;4;4;1;0
36368-5388;SUCESSO;2;1;1;1;41;0;0;13;0;3;1;0;2;0;0;4;0;2;0;1;0;0;0;0;0;0;4;0;7;1;0;4;2;0;0;3;0;0;0;2;2;0;0;28;1;1;1;2;0;7;0;0;0;6;5;4;6;1;1;1;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;7;0;4;0;4;3;2;2;0;2;1;0;4;1;20;0;2;12;0;6;3;3;3;2;2;0;0;0;1;0;0;3;0;0;0;0;3;2;7;1;3;3;3;2;1;12;0;3;4;3;0;0;42;2;3;6;4;3;20;0;0;9;3;0;2;1;1;1;1;0;0;0;0;0;0;0;5;4;6;4;2;6;1;1;1;0
36373-5469;SUCESSO;3;3;1;1;105;5;0;7;2;0;0;0;1;0;0;12;0;5;0;0;0;0;0;0;0;0;2;0;20;1;1;2;1;8;6;2;2;1;1;0;0;0;0;19;1;0;0;6;1;0;0;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;21;2;0;0;0;0;0;0;0;5;0;3;0;2;2;0;0;0;2;1;1;2;0;27;2;1;12;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;2;15;2;6;2;0;0;0;8;3;1;1;1;0;0;65;1;2;2;1;1;10;0;0;4;2;0;4;2;1;2;1;1;0;0;17;1;9;1;4;4;1;0;0;6;4;4;0;0
36379-5469;SUCESSO;2;2;1;1;84;1;0;20;1;2;2;0;2;0;0;19;0;8;0;6;3;0;0;0;0;0;2;0;18;4;3;5;1;8;1;5;3;2;2;0;0;0;0;48;1;1;1;6;1;8;0;0;0;7;3;2;4;1;1;1;3;0;5;0;5;0;33;5;0;2;1;0;0;0;3;21;3;9;3;5;4;3;3;0;2;2;0;2;1;45;1;4;25;0;17;8;4;3;3;3;1;0;0;0;2;1;4;0;1;1;0;1;1;8;1;4;3;2;1;0;4;2;1;2;0;1;0;42;2;8;5;4;1;14;0;0;2;0;0;4;2;2;1;13;0;0;2;12;9;1;0;2;2;4;0;0;5;2;2;0;0
36382-5469;insucesso;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36387-5388;SUCESSO;5;1;3;3;95;21;0;14;3;2;1;0;1;0;0;28;0;23;4;17;12;7;1;0;0;0;8;0;28;0;1;3;1;1;0;6;1;1;1;8;7;2;5;31;3;2;2;5;1;3;0;0;0;2;2;1;3;1;1;1;2;0;2;0;0;0;45;16;0;14;13;1;2;2;0;37;10;23;8;14;9;5;3;12;3;13;10;4;0;48;11;1;37;8;28;21;13;8;4;2;3;3;0;0;2;1;1;0;6;0;0;2;1;8;0;3;1;0;0;1;14;2;1;1;3;2;0;64;7;1;1;0;0;7;0;0;2;2;0;5;1;1;3;3;1;1;1;1;0;0;0;3;3;27;5;2;9;3;3;2;0
36389-5469;SUCESSO;2;1;1;0;52;2;0;5;0;0;0;0;2;0;0;3;0;2;0;1;0;0;0;0;0;0;0;0;15;4;0;4;2;0;0;2;1;1;1;1;1;0;1;25;1;0;0;3;0;3;0;0;0;3;2;0;6;1;1;1;0;0;3;0;2;0;8;0;0;0;0;0;0;0;1;2;0;1;0;1;1;0;0;0;2;0;0;3;0;14;2;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;1;4;1;3;2;1;1;1;3;0;2;0;0;0;0;40;1;7;4;2;0;18;0;0;7;4;0;2;1;1;0;0;0;0;0;0;0;0;0;1;1;2;0;0;3;1;1;1;0
36390-5468;insucesso;1;0;1;1;16;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;11;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;1;5;1;3;2;1;1;0;3;0;1;0;0;0;0;25;0;0;1;0;0;7;0;0;3;3;2;1;0;0;1;4;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0
36399-5468;insucesso;1;1;0;0;50;5;2;8;3;1;0;0;0;1;0;3;1;0;0;0;0;0;0;1;1;1;6;0;13;1;0;0;0;0;0;1;2;2;0;0;0;0;0;11;0;0;0;4;1;2;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;7;2;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;4;4;12;2;1;0;0;0;1;11;4;4;5;0;1;1;27;2;1;1;1;0;1;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0
