IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>14>14>;14>14>31>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>2>31>;14>2>41>;14>3>;14>3>2>;14>3>32>;14>3>32>31>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>31>;14>32>;14>32>31>;14>32>31>30>;14>32>31>31>;14>38>;14>38>33>;14>38>36>;14>38>41>;14>41>;14>41>2>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>49>;14>7>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>31>;2>;2>1>;2>14>;2>14>2>;2>14>31>;2>14>41>;2>2>;2>2>41>;2>31>;2>31>30>;2>41>;2>41>2>;2>41>41>;2>41>41>41>;29>;3>;3>14>;3>2>;3>32>;3>32>31>;30>;30>14>;30>14>2>;30>14>31>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>31>;30>30>41>;30>30>48>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>14>41>;31>2>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>31>30>30>;31>41>;31>48>;31>48>30>;32>;32>31>;32>31>30>;32>31>30>30>;32>31>30>31>;32>31>31>;32>31>31>30>;33>;34>;34>38>;36>;36>14>;36>34>;36>34>38>;36>36>;36>36>34>;36>36>36>;36>36>36>36>;36>36>36>36>36>;36>36>36>36>36>36>;36>36>36>36>36>36>36>;36>36>36>36>36>36>36>36>;36>38>;38>;38>14>;38>33>;38>36>;38>38>;38>41>;39>;39>38>;41>;41>14>;41>2>;41>2>41>;41>31>;41>31>30>;41>38>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;46>;46>1>;46>1>2>;46>2>;48>;48>13>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>48>;6>6>;7>;7>31>;7>5>;7>5>5>;8>
10088-5714;insucesso;0;0;0;0;0;23;1;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;12;3;5;1;1;0;0;0;0;0;0;0;0;0;6;0;1;1;0;0;1;0;2;1;3;1;1;1;0;1;1;0;0;0;6;3;0;0;3;0;0;0;2;1;2;1;0;0;0;0;0;0;0;1;1;12;1;1;1;3;0;1;1;0;0;0;0;0;1;1;0;0;1;3;3;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;0;2;0;0;24;0;5;1;5;1;3;8;1;2;3;3;0;0;0;0;0;3;0;0;0;3;0;0;0;0;4;4;0;0;0;4;0;4;4;
11091-6388;SUCESSO;1;1;0;0;0;56;1;0;0;0;2;0;0;1;0;0;0;0;0;12;0;9;0;5;4;3;0;0;0;0;0;4;0;1;0;10;0;2;1;0;2;3;0;0;0;2;1;0;1;13;0;0;0;0;0;3;0;2;1;2;0;0;0;0;0;0;0;0;0;22;5;0;2;0;0;0;0;13;2;9;7;6;5;2;2;0;2;1;2;0;23;0;0;0;17;0;12;9;7;6;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;1;0;15;0;1;0;5;0;1;0;0;0;0;0;1;8;0;1;3;0;2;0;0;36;0;2;0;2;2;1;14;0;0;5;2;1;1;1;1;0;3;0;0;0;0;0;3;1;2;6;5;5;0;0;8;0;5;5;
11848-6398;insucesso;1;0;1;1;0;34;5;0;0;0;5;1;0;1;0;1;0;0;0;2;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;7;0;0;0;0;0;0;1;1;1;1;1;0;0;10;0;2;0;0;0;0;0;1;1;1;0;0;0;0;2;0;0;0;0;12;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;2;1;10;1;0;0;7;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;6;0;1;1;3;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;19;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;1;
12526-6388;SUCESSO;1;0;1;1;0;21;0;0;0;0;6;0;1;0;0;0;0;0;0;6;0;3;0;3;2;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;9;7;0;2;7;1;0;0;0;0;2;0;1;0;0;0;0;0;0;2;0;2;0;0;14;2;0;0;0;0;0;0;5;2;3;2;1;0;0;0;0;0;0;0;0;10;0;0;0;4;0;4;2;2;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13005-6398;SUCESSO;2;1;1;1;0;25;0;0;0;0;7;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;8;0;4;2;0;0;0;1;1;0;0;0;0;0;22;1;2;0;0;0;4;0;2;0;3;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;2;0;2;1;1;1;0;0;0;1;0;0;0;6;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;2;1;1;0;2;0;0;31;1;4;0;2;1;0;10;2;0;3;1;1;2;1;1;1;3;0;0;0;2;0;1;1;1;0;0;0;0;0;1;0;0;0;
13142-6388;SUCESSO;1;1;0;0;0;80;3;0;0;1;13;0;3;2;0;0;0;0;0;28;0;15;2;2;1;0;0;0;0;0;0;4;1;0;0;3;0;0;0;0;3;2;0;0;0;8;5;1;3;20;0;4;0;0;0;3;0;5;3;2;0;0;0;3;2;0;2;0;0;31;5;0;1;0;0;0;1;5;1;1;0;0;0;0;0;0;1;1;1;1;50;4;0;1;24;2;5;1;0;0;0;0;0;1;1;0;0;0;3;0;2;2;1;0;0;0;0;2;0;0;8;1;0;0;4;0;2;1;1;1;1;1;0;7;1;1;0;0;2;1;0;18;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;10;0;3;3;1;3;4;2;1;0;0;2;0;0;2;0;0;0;
13179-5714;SUCESSO;1;1;0;0;0;28;1;0;0;0;6;1;3;0;0;1;0;0;0;8;0;5;0;1;1;0;1;0;0;0;0;2;0;0;0;5;0;1;1;0;0;0;0;0;0;2;2;1;0;13;0;2;0;0;0;7;0;1;1;5;0;0;0;0;3;0;1;0;0;11;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;3;1;0;0;19;1;0;2;9;0;1;1;0;0;3;1;0;0;2;1;0;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;13;0;3;0;4;1;0;4;2;0;2;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
13420-6398;SUCESSO;1;1;0;0;0;83;3;0;0;1;14;3;2;1;0;0;0;0;0;13;0;12;0;3;1;1;0;0;0;0;0;5;0;2;0;34;0;10;5;0;0;3;1;1;0;7;7;2;0;24;0;5;0;0;0;2;0;1;1;3;0;0;0;0;0;0;0;0;0;56;7;0;1;0;0;0;1;13;1;6;4;1;0;1;1;0;8;7;3;4;39;4;0;0;33;2;10;4;3;1;6;5;0;1;1;0;0;1;0;0;2;1;0;0;0;0;0;2;1;0;25;0;1;0;11;0;7;2;0;0;0;0;1;16;4;1;4;0;0;0;0;83;8;1;0;4;2;4;20;0;0;9;5;2;1;1;1;0;5;0;0;0;2;1;0;0;0;2;2;1;0;0;3;0;1;1;
13511-6389;SUCESSO;2;1;1;1;1;82;1;0;0;0;8;1;2;0;0;0;0;0;0;27;1;16;3;2;0;0;2;0;0;0;0;2;1;0;0;20;0;3;1;0;0;2;4;4;0;9;7;0;0;13;1;1;0;0;0;2;0;1;1;2;0;0;0;2;0;0;0;0;0;45;6;0;2;0;4;4;1;9;1;2;0;0;0;1;1;1;3;2;2;14;45;2;0;0;34;3;7;0;0;0;0;0;0;10;2;2;0;1;3;0;1;0;0;0;0;0;0;3;3;1;27;1;2;1;11;2;6;4;2;2;1;0;3;11;1;2;2;0;0;0;0;42;1;0;0;2;1;0;6;0;0;1;1;1;3;1;1;1;21;0;7;2;1;5;0;0;0;0;0;4;0;0;3;0;0;0;
13564-6388;insucesso;0;0;0;0;0;42;5;2;0;0;3;0;1;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;3;0;0;0;1;0;0;0;3;0;0;0;5;0;1;1;0;0;2;0;1;0;2;0;1;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;14;2;1;0;2;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;36;1;0;0;0;0;1;16;0;0;6;4;4;0;0;0;0;9;0;0;0;0;1;5;0;0;3;1;0;0;0;3;0;3;1;
14034-6398;SUCESSO;1;0;1;1;0;16;1;0;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;7;0;0;8;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;4;1;1;1;10;1;0;0;5;0;1;1;0;0;2;1;0;1;1;1;0;2;0;0;10;3;1;0;0;0;0;1;1;0;8;0;1;0;0;0;0;0;0;0;0;0;0;5;0;1;2;0;0;7;0;12;0;0;0;0;0;0;5;0;0;4;1;0;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;
15073-5714;insucesso;1;0;1;1;0;23;0;0;0;0;5;3;0;0;0;0;0;0;0;7;2;3;0;0;0;0;0;0;0;0;0;3;0;0;0;5;0;3;0;0;0;0;0;0;0;1;1;0;0;5;0;3;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7;4;1;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;12;0;1;0;8;0;4;3;2;2;0;0;0;6;2;1;2;0;0;1;1;5;1;1;0;0;0;0;3;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
15494-5714;SUCESSO;2;1;1;1;0;48;1;0;0;0;6;0;1;1;0;0;0;0;0;5;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;16;0;2;2;0;3;0;1;1;0;1;1;0;0;25;0;2;0;0;0;3;0;2;0;2;0;0;0;2;0;0;0;0;0;14;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;1;3;0;25;5;0;1;8;1;0;0;0;0;1;1;0;0;2;1;0;2;5;0;1;0;0;0;0;0;0;2;2;1;39;1;2;1;21;2;12;9;3;2;1;1;1;8;2;1;3;0;1;0;0;57;1;4;0;4;3;1;10;1;0;6;2;0;2;1;1;1;15;0;1;2;5;7;4;4;3;0;0;38;0;14;4;0;0;0;
15669-6398;SUCESSO;1;0;1;1;0;40;2;0;0;0;5;0;0;1;0;0;0;0;0;5;0;2;0;0;0;0;2;0;0;0;0;5;1;0;0;5;0;1;0;0;0;2;0;0;0;2;2;1;0;8;0;0;0;0;0;2;0;3;2;2;0;0;0;1;0;0;0;0;0;9;2;0;0;0;2;2;2;7;1;3;3;3;2;0;0;0;1;1;0;0;14;0;0;1;8;0;6;3;3;3;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;1;0;1;1;1;1;1;1;0;9;1;1;0;0;1;0;0;23;0;1;0;3;2;1;8;0;0;5;3;3;1;0;0;1;2;0;0;1;0;1;1;1;0;1;0;0;0;0;3;0;1;0;
18047-6398;insucesso;1;0;1;1;0;231;5;0;0;0;13;1;1;1;1;53;18;13;9;15;1;9;0;4;2;0;2;64;57;33;13;4;0;0;0;12;1;5;2;1;0;3;1;1;1;1;1;0;0;56;0;2;0;0;0;7;1;2;1;11;2;5;0;0;68;2;23;15;11;92;3;1;0;1;0;0;4;37;2;13;7;7;3;8;0;0;18;11;6;5;109;4;1;3;76;1;32;10;5;5;11;8;2;2;18;11;6;2;1;0;92;81;47;16;9;15;9;2;0;0;17;2;0;0;4;0;1;1;1;0;0;0;0;16;0;2;9;3;0;7;6;46;2;5;3;2;1;1;20;4;2;6;2;1;1;0;0;1;10;0;0;0;2;1;4;0;0;5;4;0;0;0;8;1;5;4;4
18070-6388;SUCESSO;0;0;0;0;0;38;1;0;0;0;4;1;1;1;0;0;0;0;0;12;0;3;0;0;0;0;1;0;0;0;0;1;0;1;0;5;0;2;1;0;0;0;0;0;0;3;1;0;1;13;0;1;0;0;0;4;0;4;2;2;0;0;0;0;0;0;0;0;0;8;0;0;0;0;1;1;3;2;0;1;0;0;0;1;1;0;1;1;2;0;26;1;0;4;6;0;2;1;0;0;0;0;0;0;1;0;0;3;2;0;0;0;0;0;0;0;0;1;1;0;3;0;1;0;1;0;1;1;1;1;1;1;1;3;0;1;2;0;0;0;0;17;0;3;0;5;0;0;4;0;0;2;1;0;1;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;
18163-6398;SUCESSO;0;0;0;0;0;23;2;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;6;0;3;0;0;0;0;1;1;0;0;0;0;0;4;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;6;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;3;2;0;24;0;1;0;7;0;1;1;1;1;1;1;3;11;1;3;1;0;0;1;0;21;0;1;0;0;0;0;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18208-6389;insucesso;0;0;0;0;0;20;1;0;0;0;7;0;1;1;0;0;0;0;0;6;0;3;0;3;2;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;0;6;6;0;0;12;0;2;0;1;0;3;0;3;2;0;0;0;0;0;0;0;0;0;0;9;3;0;0;0;4;0;0;5;0;3;2;1;1;0;0;0;1;1;0;0;10;1;0;0;6;0;5;3;1;0;0;0;0;0;2;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
18297-6388;insucesso;1;0;1;1;0;13;0;0;0;0;3;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;1;0;0;0;5;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;9;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18399-6388;SUCESSO;2;2;0;0;1;31;7;0;0;2;11;2;3;1;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;4;0;0;0;3;0;1;0;0;0;0;0;0;0;1;0;0;1;18;0;3;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;6;1;0;2;2;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;1;1;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;2;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
18672-6398;SUCESSO;2;1;1;1;46;37;2;0;0;0;6;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;3;0;0;0;12;0;3;2;0;0;0;1;1;0;0;0;0;0;25;1;6;0;0;0;0;0;0;0;1;0;0;0;1;2;0;2;0;0;8;1;0;1;0;0;0;1;2;1;0;0;0;0;0;1;1;0;0;1;1;11;2;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;5;3;2;31;1;3;2;10;1;5;1;0;0;0;0;2;15;2;4;3;0;0;1;0;25;0;0;0;0;0;0;10;0;0;4;2;1;2;1;1;1;57;45;3;1;0;3;1;0;0;1;1;0;0;0;2;0;1;1;
19254-6389;SUCESSO;1;0;1;1;0;59;2;0;0;0;6;1;1;0;0;1;1;0;0;18;2;13;1;3;3;2;0;0;0;0;0;6;2;0;0;7;0;3;0;0;3;4;3;3;0;4;4;0;0;14;0;2;0;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;0;25;2;0;0;0;1;1;1;10;0;6;4;1;1;0;1;1;2;1;2;3;26;3;0;0;20;1;8;6;4;1;2;1;0;1;0;0;0;1;1;0;3;2;2;0;0;0;0;3;2;1;13;1;2;1;8;1;4;2;2;2;2;1;1;10;3;3;1;0;2;0;0;25;0;2;0;1;0;2;6;0;0;3;0;0;1;0;0;1;11;0;3;1;0;2;4;4;3;4;3;6;0;3;7;0;1;1;
19260-6389;SUCESSO;0;0;0;0;0;61;4;0;0;0;11;1;2;1;0;0;0;0;0;15;0;8;0;2;2;2;2;0;0;0;0;8;2;1;0;7;0;2;0;0;0;2;1;1;0;4;4;1;0;15;0;5;0;0;0;2;0;4;4;3;0;0;0;0;2;0;2;0;0;21;6;0;5;0;1;1;1;6;3;2;2;2;2;0;0;0;3;2;0;1;22;0;0;5;17;3;6;2;2;2;2;1;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;2;1;1;8;0;1;1;7;1;2;1;0;0;0;0;0;13;1;2;2;0;2;0;0;14;0;1;0;3;0;1;5;0;0;2;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;3;3;0;0;0;5;0;3;3;
19850-6398;insucesso;1;0;0;0;0;22;1;1;0;0;3;1;1;0;0;1;1;0;0;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;10;0;1;0;0;0;3;0;1;0;1;0;1;1;0;4;0;1;0;0;6;0;0;0;0;0;0;0;3;0;2;1;0;0;0;0;0;0;0;0;1;7;1;0;1;4;0;2;1;1;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;1;1;1;1;0;4;1;4;1;1;1;0;0;0;2;0;0;2;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;
21340-6398;SUCESSO;1;0;1;1;0;75;15;0;0;2;11;3;1;0;0;3;0;0;0;16;4;9;3;0;0;0;0;0;0;0;0;3;1;0;0;17;0;5;1;0;4;3;2;2;0;2;2;2;0;15;1;7;0;0;0;2;0;0;0;0;0;0;0;0;6;0;0;0;0;16;9;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;3;2;1;1;27;9;0;0;13;5;0;0;0;0;3;2;0;1;0;0;0;3;0;0;1;0;0;0;0;0;0;3;2;1;4;1;2;1;2;0;2;2;2;1;1;1;1;7;3;3;2;0;0;1;0;33;2;1;0;1;1;1;13;1;0;2;1;1;2;0;0;1;6;0;4;0;0;0;5;5;4;0;0;27;0;0;5;0;0;0;
21367-6398;SUCESSO;2;1;1;1;1;56;1;0;0;1;14;4;0;0;0;1;1;0;0;9;0;8;3;2;1;1;0;0;0;0;0;7;1;0;0;14;0;7;4;0;1;1;0;0;0;0;0;0;0;23;1;8;0;0;0;0;0;0;0;1;0;0;0;1;3;0;3;0;0;17;8;0;1;0;0;0;0;4;2;2;2;0;0;0;0;0;0;0;0;0;15;0;0;0;12;4;3;1;1;0;0;0;0;0;0;0;0;1;1;0;2;1;1;0;0;0;0;4;4;2;35;3;2;2;19;1;12;9;6;5;3;2;2;19;5;3;2;0;3;1;0;29;0;1;0;1;0;1;16;1;0;9;4;3;2;1;1;1;5;0;1;1;1;0;2;1;0;0;0;0;0;0;1;0;0;0;
21380-5714;SUCESSO;1;0;1;1;0;40;1;0;0;0;6;1;1;0;0;0;0;0;0;5;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;4;0;0;1;0;1;1;0;1;1;1;0;13;0;1;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;6;1;0;1;0;0;0;0;2;0;2;2;0;0;1;0;0;1;1;1;0;14;3;0;1;6;1;2;2;2;0;0;0;0;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;1;1;0;1;0;0;11;1;0;3;2;1;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;1;
21640-5714;insucesso;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22256-6388;insucesso;0;0;0;0;0;23;0;0;0;0;3;2;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;4;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;11;2;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;
22522-6398;insucesso;1;0;0;0;0;21;1;0;1;0;7;4;0;0;0;0;0;0;0;12;1;11;0;1;0;0;0;0;0;0;0;5;0;0;0;7;0;2;1;0;0;4;1;0;0;2;1;0;0;8;0;4;1;0;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;16;5;2;0;2;1;0;0;2;1;0;0;0;0;0;0;0;2;1;0;3;15;2;0;0;14;4;2;0;0;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;6;0;1;1;1;1;1;0;0;0;0;0;0;6;3;1;1;0;0;1;0;12;3;0;0;1;1;0;2;0;0;1;0;0;1;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;
22554-6398;SUCESSO;2;2;1;1;0;41;3;0;0;0;3;1;0;0;0;0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;0;4;0;0;0;13;0;5;1;0;0;0;1;1;0;0;0;0;0;12;1;4;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;1;2;0;1;1;1;0;0;0;0;0;0;0;2;6;0;0;0;4;0;2;1;1;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;6;0;1;1;2;1;0;0;0;0;0;0;0;10;3;1;0;0;1;1;0;33;0;2;0;3;1;0;10;1;0;1;1;0;2;2;2;1;3;0;1;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;
23038-6398;insucesso;3;0;1;1;0;41;0;0;0;0;7;1;1;0;0;0;0;0;0;3;0;1;0;1;0;0;0;0;0;0;0;2;0;0;1;7;1;1;0;0;0;1;1;1;1;0;0;0;0;19;0;4;1;1;0;2;1;0;0;6;1;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;1;2;0;1;1;1;1;0;0;0;0;0;0;0;8;0;0;1;4;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;4;3;2;25;2;3;2;4;1;0;0;0;0;0;0;0;11;2;3;1;0;1;0;0;19;0;2;1;1;0;3;4;0;0;1;1;0;3;2;0;1;2;0;0;0;1;1;1;0;0;0;0;0;0;0;2;0;0;0;
23184-6389;insucesso;0;0;0;0;0;8;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;3;0;1;1;1;0;0;1;1;0;1;1;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;2;0;0;0;2;0;1;1;1;1;1;0;0;2;0;0;0;7;0;0;0;4;2;1;1;1;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;0;0;0;0;5;0;0;3;1;1;0;0;0;0;12;0;0;0;0;4;1;0;0;0;0;12;8;6;2;0;0;0;1
23754-6398;SUCESSO;1;0;1;1;1;28;0;0;0;0;3;0;0;0;0;0;0;0;0;7;0;5;0;2;0;0;0;0;0;0;0;5;1;3;0;7;0;0;0;0;0;0;1;1;0;10;9;5;0;8;1;2;0;0;0;2;0;1;0;2;0;0;0;0;0;0;0;0;0;27;5;0;0;0;3;3;1;6;0;0;0;0;0;0;0;0;0;0;0;1;18;2;0;0;13;0;4;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;1;0;5;1;0;0;3;0;2;2;1;1;0;0;1;6;0;1;3;0;0;0;0;16;0;0;0;1;0;0;1;0;0;1;0;0;2;0;0;1;4;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;
23953-6388;SUCESSO;1;1;0;0;1;107;2;0;0;0;11;0;2;1;0;0;0;0;0;3;0;2;0;2;0;0;0;0;0;0;0;10;0;9;0;6;0;2;0;0;0;1;0;0;0;3;1;0;2;20;0;1;0;0;0;3;0;2;0;2;0;0;0;3;0;0;0;0;0;10;1;0;0;0;0;0;2;8;1;3;1;0;0;0;1;0;0;0;1;0;13;0;0;0;5;0;4;1;1;0;0;0;0;0;1;0;0;0;2;0;2;0;0;0;0;0;0;2;2;2;82;1;2;2;38;0;19;9;5;3;3;2;0;19;2;1;11;0;1;0;0;28;1;2;0;0;0;0;6;0;0;0;0;0;1;1;1;0;5;0;0;3;1;1;0;0;0;0;0;10;0;3;4;0;0;0;
