IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>14>;14>14>31>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>14>31>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>32>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>31>;30>31>;30>31>14>;30>31>30>;30>31>30>31>;30>31>30>31>30>;30>31>30>31>30>31>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>31>30>31>30>31>;31>30>48>;31>31>;31>31>30>;31>32>;31>41>;31>48>;32>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>30>;41>31>30>30>;41>41>;41>41>31>;41>41>31>30>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>7>;42>;43>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>14>;7>5>;7>5>5>;8>
41123-6400;insucesso;1;0;1;1;22;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;1;8;0;0;5;4;4;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;3;0;1;5;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;14;4;0;0;0;0;8;0;0;6;0;5;5;3;2;2;1;2;1;0;0;4;4;1;2;0;1;1;1;0;2;0;0;0;0;1;0;0;1;0;1;0;0;2;1;1;0;0;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
41124-6401;insucesso;0;0;0;0;6;1;0;0;0;0;0;0;2;1;1;0;1;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;2;0;2;0;2;2;1;0;2;2;1;0;0;2;2;1;2;2;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41126-6400;SUCESSO;2;1;1;1;46;2;0;0;2;4;0;1;0;0;4;0;0;0;0;0;0;0;0;2;0;11;1;0;2;1;0;9;7;4;1;0;1;0;0;0;0;0;0;7;1;1;1;0;0;3;3;1;1;1;0;0;0;0;5;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;2;0;0;0;37;2;1;2;0;0;16;1;0;10;1;6;4;1;1;3;0;3;1;1;0;0;14;2;11;2;5;5;4;0;24;5;0;0;0;10;4;0;6;2;4;0;2;0;0;2;1;1;1;3;0;0;2;0;0;0;0;1;1;0;0;0;5;0;1;1;0
41132-6400;insucesso;2;2;0;0;69;5;0;0;1;2;1;0;4;1;2;0;0;0;0;0;0;0;0;0;3;22;0;0;2;1;0;1;0;0;0;1;4;0;0;0;0;0;0;7;0;0;0;4;2;1;0;2;2;0;0;7;4;1;4;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;3;0;3;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;3;3;0;56;0;0;1;1;0;7;0;0;2;0;1;0;0;0;1;0;2;0;0;0;5;4;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;2;2;0;6;2;0;2;0;2;2;1;0;0;22;6;3;4;0;0;0;0
41260-6400;insucesso;2;1;1;1;53;0;0;0;0;5;1;0;0;0;2;0;1;0;0;1;0;0;0;0;0;17;0;0;3;1;1;0;0;0;0;0;2;0;0;0;0;0;0;10;0;0;0;2;0;0;1;1;1;0;0;0;0;0;2;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;2;2;0;0;0;8;0;0;2;0;2;1;1;1;0;0;2;2;0;0;0;3;0;3;0;0;0;0;0;9;0;0;0;0;2;0;0;1;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;0
41273-6400;insucesso;1;0;1;1;43;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;1;1;1;1;0;0;0;2;0;0;0;0;0;0;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;38;0;0;0;0;0;7;0;0;3;0;2;2;1;0;0;0;0;0;0;0;0;2;0;2;0;1;1;1;1;2;1;0;0;1;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
41281-6401;SUCESSO;3;1;2;2;125;4;1;3;0;4;0;0;0;0;53;3;39;0;0;6;5;7;5;4;0;13;1;2;5;3;2;7;5;1;0;9;5;3;3;12;12;11;10;13;1;1;1;2;0;0;0;1;1;1;3;0;0;0;84;10;4;4;1;23;1;10;5;2;0;19;7;9;4;4;2;2;21;93;15;5;0;55;3;2;15;9;5;2;11;7;4;4;2;11;8;2;2;0;11;4;3;2;30;0;1;7;4;0;16;5;0;6;4;5;4;4;2;3;3;5;5;2;0;0;16;3;14;1;3;2;1;0;19;4;1;1;0;6;2;1;2;1;1;1;1;0;0;3;1;1;2;43;7;3;3;0;12;9;3;9;8;0;0;0;9;1;7;7;0
41289-6400;SUCESSO;2;0;1;0;66;3;0;1;1;6;0;2;0;0;2;0;1;0;0;1;0;0;0;1;0;15;0;0;4;2;1;1;1;1;0;0;0;0;0;0;0;0;0;9;1;1;0;0;0;4;1;1;1;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;0;5;0;0;0;3;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;37;2;0;3;2;0;10;3;0;4;1;3;2;2;2;2;0;3;1;1;0;0;6;1;4;0;2;1;0;0;12;0;0;0;0;5;0;0;2;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;1;0;1;1;0
41292-6400;insucesso;2;0;1;0;21;4;0;0;1;3;0;0;0;0;6;0;2;0;0;2;1;0;0;1;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;2;0;0;2;3;1;2;0;0;0;0;0;0;0;0;0;1;0;11;0;0;0;3;0;0;3;2;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;0;27;0;1;4;1;1;5;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41299-6401;SUCESSO;1;0;1;1;37;1;0;0;0;5;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;2;2;0;0;0;0;9;0;2;0;0;0;0;0;0;11;1;1;1;3;0;1;3;0;0;0;1;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;21;0;2;0;0;0;4;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;11;0;1;0;0;0;0;0;0;0;8;1;0;2;0;0;0;0
41314-6401;insucesso;2;0;1;1;71;3;0;0;0;9;2;0;0;0;4;0;3;0;0;0;0;0;0;0;0;19;0;0;3;0;0;3;2;0;0;1;3;0;0;0;0;0;0;15;0;0;0;2;0;1;0;0;0;0;0;2;0;0;13;1;0;0;0;3;0;1;1;1;0;0;0;0;0;0;0;1;2;15;1;0;0;10;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;2;0;1;0;0;42;0;1;5;2;0;6;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;10;0;10;1;2;0;0;0;19;3;0;0;1;3;0;0;0;0;0;0;0;0;0;2;1;0;1;18;2;0;0;8;7;7;3;0;0;13;1;0;4;0;0;0;0
41322-6400;SUCESSO;2;0;2;2;53;2;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;3;2;0;4;2;1;0;1;1;1;1;0;0;0;0;4;1;1;1;2;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;61;0;0;1;1;0;14;0;0;6;0;2;0;0;0;1;1;1;1;1;0;0;13;2;8;1;2;2;0;0;27;3;2;1;0;3;0;0;2;0;0;0;0;0;0;2;0;0;2;1;0;0;1;0;3;0;0;1;1;0;0;0;1;0;1;1;0
41365-6401;insucesso;1;0;1;1;44;12;0;0;4;9;2;0;1;0;5;0;3;0;0;2;2;0;0;0;0;14;0;0;9;6;5;3;3;0;0;0;1;0;0;0;0;0;0;25;0;0;0;6;1;6;1;0;0;0;0;4;1;2;6;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;1;1;12;2;0;1;5;0;0;2;2;0;0;0;0;0;0;0;0;1;0;0;3;1;0;0;0;30;3;1;3;0;0;18;3;0;12;0;9;7;5;3;1;1;4;4;0;2;1;9;1;8;2;3;3;3;2;20;4;2;0;2;6;4;2;5;3;5;2;3;5;4;1;0;0;1;2;0;0;1;0;0;0;0;1;1;0;0;0;5;0;1;1;0
41425-6402;insucesso;3;2;1;1;44;1;0;0;1;6;1;0;2;1;5;0;1;0;0;0;0;0;0;0;1;16;0;0;3;0;0;1;1;0;0;0;1;0;0;1;1;0;0;11;0;0;0;2;0;0;0;1;1;0;0;4;2;1;8;3;0;0;2;2;0;0;0;0;1;4;0;3;0;0;0;0;0;11;0;0;0;8;3;0;1;0;0;0;3;2;0;0;0;0;0;0;0;1;2;1;1;0;54;0;0;0;0;0;14;0;0;3;0;2;2;1;0;2;2;5;5;2;0;0;10;1;9;2;4;3;0;0;21;5;2;0;1;8;2;0;5;1;1;0;0;3;3;3;2;2;1;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1
41520-6401;insucesso;2;1;1;1;25;2;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;10;0;0;0;3;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;2;0;0;0;15;0;0;9;0;6;2;1;0;1;1;3;3;1;0;0;6;1;6;1;5;3;1;0;13;2;2;0;0;7;0;0;3;0;1;0;0;0;0;2;1;1;1;3;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
41556-6400;SUCESSO;4;2;2;2;36;2;1;0;0;3;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;10;4;0;1;1;1;2;2;2;0;0;1;1;1;0;0;0;0;17;1;1;1;5;0;3;2;1;1;1;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;28;1;5;1;0;0;4;0;0;2;0;1;1;1;0;0;0;0;0;0;0;0;6;0;5;1;4;4;3;0;5;2;0;0;0;4;2;0;4;2;3;2;1;4;0;4;2;2;2;2;2;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0
41593-6400;insucesso;0;0;0;0;12;1;0;0;0;1;0;0;1;1;3;0;2;0;0;1;1;0;0;1;0;4;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;1;0;1;4;1;0;0;0;2;1;2;2;0;0;0;0;0;0;0;0;0;0;5;2;0;1;4;0;0;2;2;2;0;0;0;0;0;0;0;1;0;0;2;0;2;1;0;17;0;0;1;1;0;6;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;3;0;3;1;3;2;1;1;3;3;1;0;0;3;3;1;2;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0
42004-6402;SUCESSO;2;2;1;1;56;2;0;0;0;6;2;0;0;0;7;1;4;0;0;0;0;1;1;0;0;16;1;1;4;2;2;0;0;0;4;0;4;0;0;3;3;0;0;8;1;1;1;5;0;2;0;2;2;2;0;2;0;0;8;2;0;0;1;0;0;0;0;0;0;1;0;1;1;1;1;0;1;23;5;2;0;8;2;0;0;0;0;0;1;1;1;1;1;1;1;0;0;3;1;0;0;0;64;1;3;6;1;0;17;3;0;10;2;6;4;3;1;1;0;2;1;0;0;0;5;1;4;1;1;0;0;0;4;2;1;0;0;1;1;1;0;0;0;0;0;1;0;3;2;2;1;6;4;0;0;0;0;0;0;4;2;17;7;3;7;1;2;2;0
42237-6402;SUCESSO;2;2;0;0;25;2;0;0;0;2;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;14;1;0;11;5;3;4;4;3;0;0;0;0;0;1;1;0;0;5;0;0;0;0;0;0;0;2;2;2;0;1;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;6;1;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;2;2;2;0;23;2;0;12;1;9;3;2;1;2;2;3;3;1;0;0;9;0;9;1;4;3;2;0;21;4;2;2;0;9;1;0;5;0;3;0;1;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42250-6402;SUCESSO;2;1;1;1;36;1;1;1;0;2;0;1;0;0;2;0;2;1;0;1;1;0;0;0;0;17;0;0;4;0;0;1;1;1;0;1;0;0;0;0;0;0;0;10;0;0;0;4;0;3;2;1;1;1;0;0;0;0;3;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3;1;0;0;2;2;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;32;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;1;0;1;1;1;0;2;1;1;0;0;1;1;1;1;1;1;1;0;1;0;2;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1
42261-6402;insucesso;0;0;0;0;57;0;0;0;0;1;0;0;0;0;15;0;9;0;0;5;2;0;0;2;0;9;0;0;3;1;1;1;1;0;0;1;3;0;0;2;2;2;2;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;17;4;2;0;3;8;2;4;1;1;2;2;0;1;0;0;0;0;0;27;2;0;0;15;2;0;8;4;1;0;0;0;0;0;0;0;3;2;0;3;1;0;0;0;41;1;0;3;0;0;14;1;0;7;0;5;2;0;0;1;1;2;1;0;1;0;7;2;4;1;2;1;1;1;9;2;0;0;1;3;0;0;1;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;2;0;2;4;4;33;15;9;8;0;4;4;0
42304-6402;insucesso;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43058-6400;SUCESSO;2;2;0;0;259;9;1;1;2;3;0;0;0;0;76;5;50;10;9;18;8;2;2;8;0;72;3;7;24;9;3;8;5;3;0;0;4;1;1;8;8;19;19;7;0;0;0;2;0;0;2;1;1;1;0;0;0;0;109;28;21;13;4;33;5;16;7;4;0;4;0;3;0;0;0;3;4;129;17;5;0;74;16;13;25;12;7;4;2;2;0;0;0;0;15;5;0;15;3;1;0;0;194;5;3;19;7;0;72;9;0;29;2;15;13;8;5;5;4;14;13;8;0;0;28;1;23;7;14;6;6;0;30;13;6;5;0;16;6;4;8;3;7;2;2;5;0;2;2;2;0;10;2;0;1;0;2;1;2;3;3;18;3;0;14;5;3;3;4
43464-6400;SUCESSO;2;1;1;1;166;9;1;0;3;5;0;3;0;0;15;0;7;2;1;1;1;0;0;0;0;33;1;2;14;5;2;0;0;0;1;2;5;4;4;0;0;1;1;23;1;1;1;3;0;6;5;1;1;1;1;4;0;0;36;7;1;1;2;12;2;7;5;3;0;1;0;0;0;0;0;5;1;39;0;0;0;23;3;1;6;3;2;1;1;0;0;0;0;1;0;0;0;10;0;2;1;1;136;3;4;8;4;0;40;3;0;13;1;5;2;0;0;1;1;2;2;0;0;0;10;2;6;1;2;1;1;0;22;4;2;1;0;3;1;1;1;1;1;1;1;2;0;2;1;1;1;5;1;1;1;0;2;1;0;8;8;0;0;0;11;1;7;7;2
43978-6401;insucesso;0;0;0;0;26;1;0;0;0;5;0;0;1;1;2;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;13;0;0;0;2;0;3;2;0;0;0;1;2;0;2;12;1;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;11;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;19;0;0;5;3;1;5;3;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;1;0;0;0;0;1;0;0;0;0;9;0;1;0;0
43981-6401;SUCESSO;2;0;2;2;85;1;0;0;0;16;0;5;0;0;17;1;7;2;1;1;0;1;1;1;0;30;3;2;11;4;2;5;3;2;0;1;0;0;0;2;2;0;0;33;2;2;2;7;0;8;3;0;0;0;10;5;0;0;34;10;2;1;3;14;2;6;1;1;0;5;1;4;0;0;0;5;1;43;3;2;0;24;5;1;8;3;1;1;3;3;0;0;0;0;3;1;0;2;10;1;0;0;86;2;5;7;3;0;33;2;0;16;1;9;4;2;0;4;3;5;4;2;0;0;20;3;17;3;8;5;4;0;42;12;8;5;0;17;8;5;12;5;6;3;5;0;0;2;0;0;2;13;0;10;1;0;1;1;0;0;0;0;0;0;9;3;0;0;0
44027-6402;insucesso;1;1;0;0;29;0;0;0;0;1;0;0;0;0;4;0;3;0;0;3;2;0;0;0;0;2;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;1;1;0;0;1;0;0;15;1;1;0;0;10;0;5;4;3;0;2;0;1;0;0;0;5;4;16;1;0;0;11;0;0;7;4;3;0;2;1;0;0;0;0;0;0;0;2;0;1;0;0;55;0;0;2;2;1;9;1;1;1;0;0;0;0;0;1;1;3;3;0;0;0;11;2;9;1;3;0;0;0;29;3;0;0;2;7;2;0;2;2;2;2;1;1;0;1;1;1;0;4;0;0;1;0;0;0;0;0;0;4;0;0;6;0;0;0;0
44033-6402;insucesso;3;1;2;1;59;5;0;0;0;2;2;0;0;0;6;0;2;0;0;0;0;0;0;0;0;20;0;0;8;3;2;0;0;0;0;0;7;0;0;1;1;0;0;9;0;0;0;3;1;0;0;2;2;0;4;1;1;0;9;6;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;12;3;0;2;5;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;6;0;0;0;49;2;1;3;1;0;16;0;0;6;0;3;3;2;2;1;0;1;0;0;0;2;3;0;1;0;1;1;0;0;2;2;1;0;0;1;1;0;1;1;0;0;0;0;0;3;2;1;1;6;1;4;1;0;1;1;0;1;1;56;11;4;9;0;1;1;5
44060-6402;insucesso;1;0;0;0;42;2;0;0;1;5;0;0;1;1;6;0;0;0;0;0;0;0;0;4;0;11;0;0;3;0;0;0;0;0;0;0;3;0;0;1;0;1;1;13;0;0;0;2;1;2;3;1;1;0;18;1;0;1;18;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;3;26;1;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;3;14;1;0;0;78;0;1;5;2;0;38;2;1;15;0;5;1;1;0;1;0;2;0;0;1;3;7;2;3;0;3;3;3;3;3;1;1;0;0;3;1;1;3;1;3;1;3;2;0;1;1;0;0;18;0;16;0;3;2;1;1;1;0;8;1;0;9;0;1;0;3
44065-6402;SUCESSO;3;2;1;1;96;3;1;1;0;7;1;1;0;0;26;1;15;4;2;4;1;3;2;1;0;38;1;7;14;7;2;3;2;1;0;0;7;5;5;5;5;2;2;13;0;0;0;5;0;1;2;2;2;2;1;0;0;0;39;19;5;3;8;8;7;3;1;1;0;4;0;3;0;0;0;0;2;56;5;1;0;33;11;2;7;3;1;1;4;3;0;0;0;1;6;2;4;4;4;7;5;4;92;0;3;11;7;0;29;4;0;12;4;3;0;0;0;0;0;3;3;0;0;0;9;1;8;5;2;2;2;0;8;6;4;1;0;2;1;1;2;1;2;1;1;1;0;3;2;2;1;9;0;1;4;0;0;0;0;11;11;7;0;0;15;1;11;11;3
44090-6402;insucesso;3;1;1;1;92;7;0;0;3;5;0;0;0;0;28;0;19;0;0;5;1;1;0;0;2;28;0;0;14;7;3;1;0;0;0;1;4;0;0;2;2;3;3;9;0;0;0;3;1;2;1;2;2;0;0;1;0;1;30;5;1;0;1;11;2;2;2;0;1;3;0;2;0;0;0;1;0;46;7;0;2;26;2;0;8;2;2;0;2;2;0;0;0;0;4;1;0;4;1;9;8;0;64;1;1;5;1;0;31;1;0;18;0;10;3;2;1;5;5;6;5;5;1;3;11;1;8;0;8;1;1;0;9;3;2;0;0;9;3;2;1;1;1;1;0;2;2;3;2;1;1;6;0;0;1;0;1;1;1;1;1;51;26;13;6;0;1;1;1
44109-6402;insucesso;0;0;0;0;27;1;0;0;1;0;0;0;0;0;3;0;1;0;0;0;0;1;0;0;0;15;0;0;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;9;5;0;2;3;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;22;0;0;3;0;0;7;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;2;0;2;2;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;4;0;0;0;4
44113-6402;insucesso;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;3;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0
44118-6402;insucesso;1;0;1;0;13;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;1;0;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;11;0;5;0;0;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44127-6402;insucesso;0;0;0;0;19;2;0;0;1;0;0;0;2;1;3;0;3;0;0;0;0;0;0;0;0;7;0;0;3;1;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;6;3;1;0;2;3;3;2;0;0;0;0;0;0;0;0;0;2;1;7;2;0;1;5;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;25;0;0;1;0;0;11;0;0;3;0;1;0;0;0;1;1;2;2;2;1;0;8;1;5;1;3;1;1;1;24;5;2;0;0;9;3;2;5;2;5;2;4;0;0;0;0;0;0;3;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0
44195-6402;SUCESSO;2;0;2;2;38;3;0;0;0;1;0;0;0;0;3;0;2;0;0;1;1;1;0;0;0;9;0;0;4;2;0;1;1;0;0;1;1;0;0;1;1;0;0;7;2;2;2;1;0;1;1;0;0;0;0;1;0;0;10;0;0;0;0;6;0;3;1;1;0;2;0;0;0;0;0;0;2;12;0;0;0;7;0;0;5;2;1;1;1;0;0;0;0;0;1;1;0;1;1;2;1;1;26;2;1;0;0;0;9;0;0;3;0;0;0;0;0;4;3;5;4;2;0;0;10;0;8;1;3;0;0;0;18;5;3;2;0;5;3;3;0;0;0;0;0;2;0;2;0;0;2;8;0;0;1;0;1;1;0;3;2;1;0;0;6;0;2;2;0
