IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>31>41>;14>32>;14>32>31>;14>32>31>30>;14>41>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>45>;14>48>;14>49>;14>49>49>;14>7>;14>7>5>;14>7>5>5>;14>7>6>;14>8>;14>8>7>;16>;16>31>;16>31>14>;16>31>30>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>48>;30>31>;30>31>30>;30>31>30>30>;30>31>30>31>;30>31>30>31>30>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>41>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>41>43>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;43>;43>14>;43>44>;43>44>14>;43>44>44>;43>44>44>14>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;43>44>44>44>44>44>44>;43>44>44>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>14>43>44>44>;44>41>;44>44>;44>44>14>;44>44>14>41>;44>44>14>43>;44>44>14>43>44>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>14>;44>44>44>44>44>44>;44>44>44>44>44>44>14>;44>44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;5>5>5>;6>;6>14>;6>6>;6>6>6>;6>6>6>6>;6>6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;7>7>;8>;8>7>
30687-4433;SUCESSO;0;0;0;0;19;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;4;3;1;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;2;2;1;0;0;0;4;0;0;0;0;0;0;1;2;0;0;0;0;0;2;1;1;4;0;0;0;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;7;1;0;0;2;0;1;1;0;0;0;1;1;0;0;0;1;1;0;1;0;1;3;0;2;1;11;0;1;0;0;0;5;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;1;1;1;1;0;0;0;0;20;0;10;4;2;2;3;2;0;0;1;0;0;0
30696-4435;SUCESSO;1;0;1;0;14;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;1;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;10;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30739-4434;SUCESSO;1;1;0;0;28;0;0;0;0;0;2;1;1;0;1;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;4;0;0;0;2;0;0;0;0;0;1;1;1;0;2;1;1;3;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;5;2;0;0;3;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;1;0;0;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;7;1;6;1;1;0;0;0;0;0;0;20;3;0;0;0;0;0;0;5;2;0;0;0;3;2;3;2;1;0;0;0;0;4;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;12;0;4;2;1;0;4;1;0;0;3;1;1;1
30777-4433;SUCESSO;1;0;1;1;20;1;0;4;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;11;6;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;13;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;9;0;0;0;5;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;26;1;2;2;0;1;13;2;1;5;3;2;2;0;0;1;1;2;2;0;0;4;0;4;1;2;0;1;1;1;0;0;11;2;1;0;0;0;0;0;4;0;0;0;0;2;0;1;0;1;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30808-4435;SUCESSO;2;2;1;1;22;2;0;0;0;0;0;0;7;0;7;0;7;4;0;0;0;0;0;0;0;6;3;2;1;0;0;3;2;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;2;2;7;0;0;0;1;0;1;0;0;2;1;1;1;0;0;0;0;25;1;0;1;16;1;11;9;8;6;6;0;4;1;1;0;0;0;0;0;20;1;0;0;17;0;13;9;8;7;5;1;0;0;0;0;2;1;0;2;0;0;0;0;0;0;25;0;2;5;0;3;7;1;1;3;1;1;1;0;0;1;1;2;1;1;1;6;0;3;1;3;0;2;0;0;0;0;6;2;0;0;1;1;0;0;6;1;0;0;0;4;1;2;0;2;0;2;0;0;2;1;2;2;2;1;2;1;1;1;0;0;0;5;5;0;1;0;0;0;0;0;6;0;3;3;1;0;0;0
30834-4435;SUCESSO;1;1;0;0;34;4;0;6;2;2;0;0;16;2;12;0;2;1;5;0;1;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;3;3;10;0;0;0;4;0;0;2;1;1;1;1;1;0;1;1;0;28;4;2;0;8;1;4;2;1;0;0;1;9;5;1;0;0;0;2;1;25;5;2;0;23;1;6;4;2;1;0;9;5;0;0;2;1;1;0;0;0;0;0;0;0;0;18;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;4;0;4;0;1;0;0;0;0;0;0;11;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;3;3;1;0;0;0;0;0;0;3;0;3;3;0;0;1;1
30904-4603;SUCESSO;2;1;1;1;33;1;0;2;1;0;0;0;3;0;3;2;0;0;1;0;0;0;0;0;0;14;4;2;1;0;0;3;2;1;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;4;1;1;1;2;0;2;0;1;0;1;1;1;0;1;1;0;12;5;1;1;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;13;0;0;0;11;4;0;0;0;0;0;4;4;0;0;0;1;0;0;0;0;0;0;0;0;0;28;0;1;1;0;1;6;0;0;3;1;0;0;0;0;1;1;1;1;0;0;8;1;6;3;3;0;1;0;0;0;0;12;3;1;0;2;2;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;1;1;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;2;1;2;2;0;0;0;0
30926-4433;SUCESSO;1;0;1;1;33;6;2;6;3;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4;1;1;0;1;2;2;1;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;9;1;1;1;4;2;0;1;0;0;0;0;0;0;4;1;2;3;0;0;0;2;0;2;1;1;0;0;0;1;1;1;0;0;0;0;0;3;0;0;0;3;0;2;2;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;21;1;1;1;0;1;5;1;0;1;1;1;0;0;0;0;0;1;1;1;1;7;1;6;0;3;0;3;1;1;0;0;11;1;0;0;1;1;0;0;4;1;0;0;0;3;1;1;1;1;0;1;0;0;2;2;1;0;0;1;2;0;0;0;4;1;3;2;2;0;0;0;0;0;0;0;3;0;1;1;0;0;2;1
30940-4435;SUCESSO;1;0;1;1;55;1;0;4;0;0;0;0;14;1;10;0;4;4;0;0;1;0;0;0;0;8;4;2;1;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;4;4;0;4;3;2;12;1;1;1;3;0;0;1;1;4;0;0;0;0;1;1;0;37;2;0;0;19;1;12;9;6;3;2;1;4;2;2;0;0;4;4;1;34;4;1;0;28;1;12;8;6;4;1;2;1;0;0;3;4;3;1;2;0;0;4;0;2;1;36;1;1;5;0;5;13;1;2;4;2;1;1;0;0;0;0;3;2;2;0;15;1;13;1;7;0;4;1;1;0;0;22;4;3;0;0;0;0;0;8;1;1;0;0;4;1;1;1;1;0;0;0;0;1;1;2;0;0;1;2;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0
30965-4433;insucesso;0;0;0;0;18;5;0;1;1;0;1;0;3;0;1;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;0;0;1;0;0;0;0;0;0;1;0;0;5;0;0;0;4;0;3;2;1;0;0;0;1;1;0;1;0;0;0;0;9;0;0;0;5;0;4;3;2;0;0;1;0;0;0;0;3;2;0;2;1;0;0;0;0;0;16;0;0;2;0;1;3;0;1;1;0;0;0;0;1;2;2;2;2;0;0;5;0;5;0;1;0;1;1;0;0;0;12;1;0;0;0;0;0;1;3;1;0;0;0;2;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;3;0;2;2;0;0;0;0
30968-4434;SUCESSO;1;1;0;0;18;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;7;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;5;0;0;0;0;0;0;2;1;0;1;1;1;0;3;2;1;3;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;9;1;0;0;3;0;1;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;1;1;10;3;1;0;0;0;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30982-4435;insucesso;1;0;1;1;25;7;1;2;0;1;0;0;5;0;3;1;1;0;0;0;1;1;0;0;0;8;3;2;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;3;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;8;2;1;1;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;8;1;0;1;8;2;3;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;17;0;0;3;1;2;4;0;0;2;1;1;0;0;1;2;0;4;1;0;0;6;6;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
30985-4433;insucesso;1;0;1;0;12;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;9;1;1;0;0;0;0;1;0;1;0;0;0;0;4;0;4;2;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;1;0;17;0;1;1;0;0;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;1;0;1;1;0;0;0;21;0;0;0;0;0;0;0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;1;1;0;6;0;0;0;3;0;3;3
30988-4603;insucesso;1;1;0;0;17;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;9;4;2;1;1;0;3;3;3;3;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;15;0;1;1;1;0;4;0;1;2;1;1;0;0;0;0;0;1;1;0;0;5;0;5;2;5;1;3;2;1;1;1;7;4;1;1;3;3;3;0;7;3;1;1;1;4;1;3;1;2;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
30993-4435;insucesso;1;1;0;0;35;2;0;2;0;0;0;0;19;1;16;0;5;0;2;1;0;0;0;0;0;6;0;0;0;0;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;23;1;0;1;8;0;4;1;1;0;0;0;3;2;0;2;1;0;0;1;25;3;1;0;19;0;7;3;1;0;0;3;2;2;1;0;0;0;0;0;0;1;3;3;0;0;12;0;1;1;1;0;2;1;0;0;0;0;0;0;0;0;0;2;1;0;0;7;2;5;1;3;1;0;0;0;0;0;6;2;1;0;1;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30996-4435;SUCESSO;1;0;1;1;16;0;0;1;0;0;0;0;5;0;2;0;0;0;0;0;1;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;11;1;0;0;5;0;2;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;19;0;0;1;0;0;10;0;1;1;0;0;0;0;0;1;1;1;1;0;0;7;0;6;0;4;0;2;0;0;0;0;10;2;1;0;0;0;0;0;4;1;1;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;3;2;0;13;0;6;0;0;0;6;1;3;2;0;1;0;0
31077-4434;SUCESSO;1;0;1;1;30;1;0;4;0;0;0;0;5;0;1;0;0;0;0;0;2;0;0;0;0;7;1;0;0;0;2;1;1;1;0;0;0;1;1;2;1;1;0;0;0;0;0;0;0;0;0;5;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;3;1;1;1;1;1;0;0;0;0;0;0;2;2;0;2;0;0;0;0;0;0;16;1;1;0;0;0;2;0;0;0;0;0;0;0;0;1;1;3;3;0;0;3;0;3;2;1;0;0;0;0;0;0;3;3;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;2;2;0;6;0;2;1;1;1;6;1;2;2;1;0;0;0
31155-4433;SUCESSO;2;2;0;0;18;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;5;0;0;2;2;1;1;0;0;0;0;1;0;0;0;4;0;1;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;3;1;0;0;0;2;0;1;0;1;0;1;0;0;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31191-4434;SUCESSO;1;1;0;0;67;2;1;9;3;4;0;0;15;0;11;0;4;2;1;0;1;0;0;0;0;13;7;5;5;0;2;1;1;1;0;1;1;9;8;5;3;3;0;0;0;0;0;0;0;0;0;13;0;0;0;9;5;1;4;0;1;1;1;1;0;0;0;0;30;5;1;1;12;2;4;1;0;0;0;1;6;4;3;0;0;0;1;2;29;5;1;0;23;3;9;3;1;0;0;1;0;0;0;1;3;3;0;2;0;1;0;0;0;0;28;3;1;8;0;2;13;1;4;8;7;4;3;0;0;1;1;4;3;1;0;11;1;8;2;3;0;2;1;0;0;0;12;4;2;0;0;0;0;0;5;2;1;0;0;4;2;1;1;0;0;0;0;0;2;2;1;1;1;0;12;4;1;0;12;7;10;12;9;4;0;0;0;0;0;0;12;1;10;8;0;0;0;0
31271-4434;insucesso;1;0;1;1;15;1;0;3;0;1;0;0;4;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;6;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;7;0;0;0;5;0;2;1;1;0;0;0;1;0;0;0;0;0;0;0;12;0;0;0;4;0;3;1;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;22;0;0;2;0;0;5;0;1;1;1;0;0;0;0;0;0;0;0;0;0;5;0;5;0;1;1;1;1;1;0;0;11;1;0;0;1;1;1;2;1;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
31295-4433;SUCESSO;2;2;0;0;32;1;0;3;0;0;0;0;7;0;0;0;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1;1;0;0;0;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12;2;1;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;0;2;1;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;4;0;1;0;0;0;0;3;0;0;1;0;1;1;1;0;3;0;1;0;0;0;0;0
31306-4433;SUCESSO;1;0;1;1;18;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;15;1;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;2;2;0;0;4;0;3;0;1;0;1;1;1;0;0;11;3;1;0;1;1;0;0;3;1;0;0;0;3;1;2;1;1;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31316-4434;insucesso;0;0;0;0;10;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;2;1;0;0;1;1;1;0;0;0;4;1;2;1;1;0;3;0;0;0;3;0;0;0
31331-4434;SUCESSO;1;0;1;1;10;1;0;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;5;0;0;3;2;0;0;0;0;0;0;0;0;0;0;3;0;3;1;1;0;1;0;0;0;0;8;2;1;0;1;1;0;0;4;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31336-4434;SUCESSO;3;0;3;3;89;4;1;16;4;1;0;0;8;0;4;0;0;0;1;0;0;0;1;1;0;15;9;4;3;0;1;3;3;3;0;1;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;28;2;2;2;8;1;1;1;1;1;0;0;0;0;1;0;1;14;4;0;1;7;2;5;2;0;0;0;2;3;2;1;0;0;0;1;2;20;0;0;0;13;3;6;4;2;0;0;2;1;0;0;1;3;1;0;5;0;1;1;0;1;0;52;2;2;4;0;3;20;0;2;7;4;2;1;0;0;1;0;4;3;3;3;10;2;8;0;8;0;4;3;2;0;0;22;2;1;0;1;1;0;0;16;1;1;0;0;7;1;5;1;4;0;4;0;0;1;0;3;0;0;3;7;1;1;3;1;1;1;3;3;0;3;0;0;0;0;0;6;1;2;2;2;1;0;0
31340-4433;SUCESSO;1;1;0;0;23;1;1;1;0;0;0;0;6;1;4;1;2;1;0;0;1;0;0;0;0;10;2;1;1;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;1;1;1;0;0;0;6;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;8;1;0;1;3;0;2;1;1;0;0;1;0;0;0;0;0;0;1;1;9;2;1;0;5;1;3;2;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;24;0;0;1;0;0;7;0;1;5;2;0;0;0;0;1;1;1;1;0;0;5;0;5;0;4;0;2;1;1;0;0;9;3;2;0;0;0;0;0;5;2;2;0;0;2;1;1;1;1;0;1;0;0;0;0;1;1;1;0;2;0;0;0;0;0;0;4;4;2;0;0;0;0;0;0;4;0;4;4;0;0;0;0
31358-4435;SUCESSO;1;0;1;1;87;4;1;3;0;0;9;5;0;0;0;0;0;0;0;0;0;0;21;20;19;17;6;2;0;0;4;6;6;4;0;2;1;0;0;6;1;1;0;0;0;2;2;0;1;3;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;6;39;2;0;0;19;1;12;9;5;1;0;2;6;4;2;0;0;3;1;3;35;1;0;0;32;1;14;8;7;3;0;4;4;0;0;1;2;2;1;0;0;1;28;0;26;25;53;3;0;1;0;1;18;0;1;6;2;1;1;0;0;1;1;7;6;1;1;15;1;12;1;6;0;5;4;3;0;0;22;4;3;0;2;2;0;0;11;4;2;0;0;7;3;4;2;3;0;2;0;0;4;4;1;0;0;1;6;1;1;0;0;0;0;3;3;0;16;0;6;4;1;0;13;2;3;3;1;1;5;5
31359-4435;insucesso;0;0;0;0;9;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;4;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;0;0;3;0;0;1;1;1;1;1;1;1;1;1;1;0;0;3;0;3;1;0;0;0;0;0;0;0;7;2;2;2;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
31369-4433;SUCESSO;1;0;1;1;26;1;1;5;3;1;7;5;0;0;0;0;0;0;0;0;0;0;1;1;0;13;6;2;1;0;2;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;1;1;7;1;4;2;2;0;0;0;0;0;8;1;6;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;2;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;2;0;2;1;23;3;1;1;0;0;7;0;1;2;1;1;1;0;0;2;2;5;5;2;0;7;1;5;1;2;0;1;1;1;0;0;8;4;1;0;0;0;0;0;4;2;0;0;0;3;0;3;0;2;0;0;0;0;2;2;1;0;0;1;2;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
31380-4434;insucesso;1;0;1;1;33;1;0;10;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;3;1;1;1;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;14;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;20;1;1;1;0;0;6;0;0;2;2;1;1;0;0;0;0;3;3;0;0;10;0;8;0;6;0;6;3;2;1;1;12;3;2;0;0;0;0;0;7;3;2;0;0;7;3;5;3;3;3;1;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;6;1;3;1;0;0;2;0;0;0;0;0;0;0
