IdAluno;Resultado;11>;11>14>;11>48>;11>9>;11>9>11>;13>;14>;14>11>;14>11>48>;14>14>;14>14>14>;14>14>31>;14>14>41>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>31>31>30>;14>31>41>;14>31>48>;14>32>;14>32>31>;14>38>;14>38>33>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>48>;14>49>;14>7>;15>;15>31>;16>;16>31>;16>31>14>;16>31>30>;16>31>30>30>;16>31>48>;17>;17>30>;17>30>14>;17>30>31>;17>31>;2>;28>;28>30>;29>;29>14>;29>48>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>;30>30>30>31>;30>30>31>;30>30>31>30>;30>30>48>;30>31>;30>31>14>;30>31>14>31>;30>31>30>;30>31>30>30>;30>31>30>31>;30>31>30>31>30>;30>31>30>31>30>31>;30>31>30>31>30>31>30>;30>31>30>31>30>31>30>31>;30>31>48>;30>32>;30>41>;30>48>;30>48>31>;30>48>31>30>;31>;31>14>;31>14>31>;31>14>31>30>;31>14>41>;31>15>;31>16>;31>16>31>;31>30>;31>30>14>;31>30>14>31>;31>30>14>31>30>;31>30>30>;31>30>30>14>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>31>;31>30>31>14>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>31>30>31>30>31>;31>30>31>30>31>30>31>30>;31>30>48>;31>31>;31>31>14>;31>31>30>;31>31>30>30>;31>31>31>;31>31>41>;31>32>;31>41>;31>41>41>;31>41>41>41>;31>48>;31>48>29>;31>48>30>;32>;32>14>;32>14>31>;32>31>;32>31>30>;33>;34>;34>36>;34>36>37>;34>37>;36>;36>34>;36>34>37>;36>36>;36>36>34>;36>36>34>37>;36>36>36>;36>36>36>36>;36>37>;37>;37>34>;37>38>;38>;38>14>;38>31>;38>33>;4>;41>;41>14>;41>31>;41>31>30>;41>41>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;42>;48>;48>14>;48>14>31>;48>29>;48>29>48>;48>30>;48>30>30>;48>31>;48>31>30>;48>48>;48>48>48>;49>;49>14>;49>48>;49>49>;5>;6>;6>6>;7>;8>;9>;9>11>
27889-5102;SUCESSO;0;0;0;0;0;0;20;0;0;1;0;0;0;8;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;0;1;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;13;2;0;0;1;0;0;0;4;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;1;0;0;1;5;1;1;3;0;0;2;0;0;1;0;1;2;0;0;1;0;6;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
27959-4912;SUCESSO;2;0;0;1;0;0;15;1;0;0;0;0;0;7;1;4;1;1;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;6;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;11;2;0;0;0;0;0;0;4;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;1;1;1;2;1;1;1;0;0;0;0;1;2;0;2;4;1;0;2;0;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
27965-4912;SUCESSO;3;0;0;1;0;0;29;2;0;0;0;0;0;8;0;4;0;2;2;1;1;0;1;1;0;0;0;0;3;0;9;4;0;0;0;0;1;0;0;2;2;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;19;0;0;0;0;9;0;5;0;3;1;1;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;11;0;0;0;4;0;2;1;0;0;3;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;2;1;0;0;0;0;0;0;0;2;1;0;7;0;0;2;0;13;1;4;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;5;1;0;0;0;0;1;8;1;2;0;1;1
28531-5102;SUCESSO;0;0;0;0;0;0;34;0;0;1;0;0;0;18;1;15;0;4;1;1;2;0;1;1;0;0;0;0;3;0;6;0;0;0;0;0;1;0;0;2;1;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;21;1;1;1;0;6;0;1;0;1;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;1;0;0;0;0;0;0;17;0;0;0;6;0;1;1;1;1;2;0;0;0;0;0;0;0;4;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;8;0;0;4;0;0;0;0;1;1;1;0;6;2;0;1;0;18;0;1;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0
29485-5786;SUCESSO;2;0;0;0;0;0;25;0;0;3;0;0;0;7;0;2;0;1;0;0;0;0;2;1;0;0;0;0;2;1;8;1;0;0;0;0;0;0;0;3;3;2;1;0;0;1;0;0;0;1;0;0;0;0;0;0;9;2;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;2;1;0;0;0;0;0;5;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;4;0;0;0;0;0;0;0;2;2;1;0;5;1;0;2;0;12;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
29648-5786;SUCESSO;5;1;0;0;0;1;25;0;0;3;0;0;0;6;0;2;0;0;0;0;0;0;2;0;0;0;2;1;4;0;5;1;0;0;0;0;1;0;0;3;3;0;1;0;0;2;1;0;1;1;0;0;0;1;0;0;20;1;0;0;0;7;0;4;0;2;1;1;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;32;0;0;0;0;0;0;0;15;0;0;0;5;0;3;2;1;1;3;0;0;0;0;0;0;1;6;0;2;1;0;0;1;3;0;0;3;0;2;6;0;0;3;2;1;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;5;0;0;0;1;22;1;1;1;0;0;0;0;0;0;5;2;0;1;0;2;0;0;0;1;1;0;0;0;0;0;1;0;1;0;1;1
29683-6547;SUCESSO;3;0;0;0;0;0;29;0;0;5;0;0;0;6;1;1;0;0;0;0;1;0;1;0;0;1;3;2;1;0;4;0;1;1;0;1;0;0;0;3;3;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;25;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;1;0;1;1;0;0;7;0;3;10;2;0;8;0;2;2;1;0;0;6;0;0;1;0;0;0;0;1;2;2;0;7;2;0;2;0;12;1;1;0;2;0;1;1;0;3;10;2;1;0;0;3;1;0;0;4;3;1;0;0;0;0;0;0;0;0;1;1
30480-6019;SUCESSO;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30609-5102;insucesso;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30639-5102;SUCESSO;0;0;0;0;0;0;60;0;0;4;0;2;0;28;0;17;0;7;3;2;1;0;4;2;0;0;0;0;3;1;6;2;0;0;0;2;1;0;0;4;4;0;4;1;0;2;2;0;0;0;0;4;4;1;0;1;47;2;0;0;0;22;1;10;0;6;2;1;0;0;2;3;0;0;7;1;0;0;0;0;0;0;0;0;0;0;6;1;0;0;54;2;0;0;0;0;0;0;36;1;0;0;13;0;6;4;1;1;3;0;0;0;0;0;0;0;9;0;4;2;2;0;1;4;0;0;0;0;0;2;0;0;1;0;1;1;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;7;2;0;1;0;29;0;6;2;5;0;2;1;0;5;3;1;1;1;1;1;0;0;0;0;0;5;0;0;2;0;0;0;8;0;0;0
30698-5102;insucesso;0;0;0;0;0;0;10;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;3;1;1;1;3;2;1;0;0;0;0;0;1;3;0;1;4;1;0;3;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30698-6019;insucesso;0;0;0;0;0;0;5;0;0;1;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0
30786-4912;SUCESSO;7;6;0;1;0;0;44;7;0;6;0;0;0;16;5;6;2;2;1;1;1;0;1;0;0;1;0;0;1;1;17;2;3;1;0;1;1;0;0;2;2;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;11;4;1;1;1;4;2;3;0;1;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;29;11;4;3;3;0;0;0;9;3;1;0;3;1;2;1;0;0;1;0;0;0;0;0;0;0;4;1;2;1;1;0;0;1;0;0;3;0;3;0;0;0;0;0;1;1;0;0;0;4;0;0;0;0;0;0;0;1;1;1;0;5;2;0;1;0;28;0;5;0;5;0;2;0;0;0;3;1;0;0;0;3;1;0;0;0;0;2;0;0;1;1;0;0;1;0;1;1
30812-4912;SUCESSO;3;0;0;0;0;0;19;1;0;1;0;1;0;11;0;2;0;0;0;0;0;0;4;1;0;2;0;0;2;0;1;0;0;0;0;0;0;0;0;4;4;0;1;0;0;4;3;0;2;1;0;4;1;0;0;0;18;1;1;0;0;5;0;1;0;1;0;0;0;0;0;1;1;0;5;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;32;1;0;0;0;0;0;0;11;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;8;0;2;0;1;0;0;1;0;0;3;0;1;0;0;0;0;0;2;2;2;2;0;2;0;0;0;0;0;0;0;2;2;0;0;6;1;0;1;0;15;1;0;0;4;0;1;0;0;0;4;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1
30816-5786;SUCESSO;2;0;0;1;0;0;21;2;0;2;0;1;0;8;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;1;5;2;2;1;0;0;0;0;0;3;3;1;0;0;0;2;1;0;1;1;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;1;0;1;3;1;0;1;0;11;0;2;1;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
31142-5786;SUCESSO;3;1;0;0;0;0;14;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;1;2;1;1;0;0;0;0;0;1;2;0;0;2;0;0;2;0;4;0;1;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
31256-5102;insucesso;0;0;0;0;0;0;9;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;2;1;1;1;1;1;0;0;0;1;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31267-7111;SUCESSO;0;0;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;3;0;3;3;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;3;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;0;0;0;0;0;2;0;0;0;2;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;0;3;1;3;2;0;0;6;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;1;0;0;0
31390-5102;insucesso;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;2;1;2;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31451-5102;SUCESSO;0;0;0;0;0;0;25;0;0;0;0;0;0;6;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0;3;3;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;9;6;0;0;2;2;1;1;0;1;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;0;0;0;0;0;2;0;0;0;14;1;0;0;0;0;0;0;8;5;0;0;2;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;3;1;1;2;0;0;2;0;0;1;0;1;2;0;0;1;0;14;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31456-4912;insucesso;0;0;0;0;0;0;15;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;1;0;2;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
31476-5102;SUCESSO;0;0;0;0;0;1;53;0;0;0;0;0;0;29;3;22;6;5;2;1;3;3;2;1;0;0;1;1;3;0;8;1;0;0;1;2;1;0;0;3;3;1;2;0;0;1;1;0;1;0;0;4;4;0;0;0;54;15;10;7;3;14;6;5;0;3;1;1;0;0;1;1;0;0;15;6;0;10;0;7;0;0;0;0;0;2;0;0;0;0;51;13;6;5;2;0;0;0;37;7;5;0;8;3;4;3;1;1;12;0;9;7;0;0;0;0;3;0;1;0;0;0;1;0;0;0;0;0;0;5;3;0;2;0;2;2;1;0;1;4;1;1;1;0;0;0;0;0;2;1;0;7;2;0;2;0;15;0;1;1;1;0;1;0;0;0;3;1;1;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0
31477-5786;SUCESSO;3;1;0;0;0;0;28;1;0;3;0;0;0;4;0;1;0;1;1;0;0;0;0;0;0;0;0;0;3;1;6;1;2;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;11;1;0;0;0;5;1;4;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;18;0;0;0;0;0;0;0;5;0;0;0;3;0;3;1;1;1;1;0;0;0;0;0;0;0;3;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;1;1;0;1;4;2;0;1;0;19;0;3;1;4;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
31489-6019;insucesso;3;0;0;0;0;0;24;1;0;1;0;0;0;8;0;2;0;1;1;0;0;0;1;0;0;1;0;0;3;0;0;0;0;0;0;1;0;0;0;3;3;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;8;1;0;0;0;5;1;4;0;3;3;2;2;2;1;1;1;0;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;18;2;0;0;0;0;0;0;5;0;0;0;3;0;2;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;2;2;2;2;0;8;2;0;3;1;0;0;0;2;2;0;1;4;1;1;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;1
31572-4912;SUCESSO;2;0;0;1;0;0;27;2;0;1;0;1;0;7;2;1;0;0;0;0;0;0;2;0;0;1;1;0;1;0;4;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;6;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;3;1;0;0;0;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;2;0;0;0;0;0;2;0;1;2;1;0;0;0;3;3;1;1;2;5;2;2;0;0;0;0;0;1;4;0;1;7;1;0;2;2;5;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0
31699-4912;SUCESSO;2;0;0;1;0;0;15;0;0;2;0;0;0;8;0;3;0;1;0;0;0;0;2;2;0;0;0;0;1;0;4;1;0;0;0;0;0;0;0;2;2;0;2;1;0;2;1;0;1;1;0;0;0;0;0;0;16;0;0;0;0;7;0;3;0;3;2;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;23;1;1;0;0;0;0;0;15;0;0;0;6;0;3;3;2;0;1;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;2;1;0;1;0;12;0;2;2;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
31727-5786;SUCESSO;3;0;0;1;0;1;23;1;0;4;0;2;0;7;1;1;0;0;0;0;0;0;0;0;0;1;2;1;1;0;5;0;0;0;0;0;0;1;1;3;2;1;0;0;0;7;5;1;0;2;0;1;1;0;0;0;14;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;17;2;1;1;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1;0;1;3;0;0;2;1;3;2;0;0;1;2;2;1;0;0;0;0;0;0;2;0;0;4;1;0;2;0;12;0;0;0;1;0;1;0;0;1;4;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0
31742-4912;SUCESSO;1;0;0;1;0;0;7;1;0;1;0;0;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;7;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;4;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
31743-5102;SUCESSO;0;0;0;0;0;0;13;0;0;1;0;0;0;5;0;4;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;2;2;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;13;1;1;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;0;0;0;0;0;0;9;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;0;1;0;0;2;1;0;1;1;3;2;1;0;0;9;0;0;6;0;0;5;0;2;3;2;0;8;1;0;1;0;4;0;0;0;2;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;2;1;1;0;0;0
31751-5102;insucesso;0;0;0;0;0;0;19;0;0;1;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;4;0;3;2;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;3;1;2;1;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;17;2;2;0;0;0;0;0;3;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;3;0;2;0;0;0;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;3;0;0;1;0;22;0;1;0;8;1;3;1;0;0;4;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32097-6395;SUCESSO;0;0;0;0;0;0;18;0;0;4;0;3;0;14;0;4;0;2;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;1;1;1;0;2;1;1;0;1;0;0;0;0;0;0;8;1;0;0;0;4;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;18;1;0;0;0;0;0;0;6;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;4;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32107-5786;SUCESSO;5;1;0;1;0;0;24;1;0;0;0;0;0;10;0;6;0;1;0;0;0;0;1;1;0;0;0;0;0;0;6;1;1;0;0;0;0;0;0;4;4;0;3;1;0;6;5;1;1;1;0;2;0;0;0;0;37;3;1;0;2;15;1;8;0;4;3;2;1;0;1;2;1;0;5;1;0;2;1;0;0;0;0;0;0;1;3;0;0;0;33;1;0;0;1;0;0;0;18;0;0;0;6;0;4;1;1;0;2;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;0;1;1;0;0;1;1;3;3;1;0;1;6;1;1;1;0;0;0;0;2;3;2;0;8;0;0;2;0;27;0;3;2;5;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
